기관명,계약명,계약일,계약금액,계약상대자,키워드
대구명곡초등학교,2021학년도 에듀테크 활용교육 실천교사 운영을 위한 도서 구입비 지출,2021-09-17,98100,알라딘커뮤니케이션,에듀테크
대구동문초등학교,2-1 에듀테크 교육을 위한 자료 구입비 지급,2021-09-17,225000,(주)아이스크림미디어,에듀테크
대구동문초등학교,2-1 에듀테크 교육을 위한 도서 구입비 지급,2021-09-17,53820,(주)알라딘커뮤니케이션,에듀테크
대구대천초등학교,에듀테크 활용교육 실천교사 온라인 협력학습 도구 및 물품 구입(Filmora X),2021-09-17,105900,Wondershare,에듀테크
대구유가초등학교,2021학년도 에듀테크 활용 수업 실천교사 3차 협의회,2021-09-17,60000,원할머니보쌈족발 대구본리배달점,에듀테크
대구팔공중학교,"에듀테크(AI,SW) 교육의 날 체험행사비 지급",2021-09-17,2000000,미래로봇,에듀테크
대구팔공중학교,대구팔공중 에듀테크활용 모델학교 운영 물품 구입비 지급,2021-09-16,9656000,비더비즈,에듀테크
대구매동초등학교,2021학년도 에듀테크 실천 교사 소모품 구입,2021-09-16,4000,(주)아성다이소,에듀테크
대구매동초등학교,에듀테크 활용 온라인/오프라인 수업 활용 물품 구입비 지급,2021-09-16,19500,이베이코리아 유한책임회사,에듀테크
대구유가초등학교,2021. 에듀테크 활용교육 실천교사 운영 수업자료(케이블홀더외 11종) 구입,2021-09-16,161950,(주)대성문구상사,에듀테크
대구대천초등학교,에듀테크 활용교육 실천교사 온라인 협력학습 도구 및 물품 구입(곰믹스),2021-09-16,195000,주식회사 곰앤컴퍼니,에듀테크
대구대천초등학교,에듀테크 활용교육 실천교사 온라인 협력학습 도구 및 물품 구입(반디캠 ...,2021-09-16,110000,반디캠컴퍼니 유한회사,에듀테크
대구대천초등학교,에듀테크 활용교육 실천교사 온라인 협력학습 도구 및 물품 구입(클래스 ...,2021-09-16,700000,클래스 카드,에듀테크
구암고등학교,2021학년도 에듀테크 컨설팅 다과 구입,2021-09-15,48950,신바람홈마트,에듀테크
대구유가초등학교,2021. 에듀테크 활용교육 도서(스티커 컬러링 북외 6종)구입,2021-09-15,108720,(주)알라딘커뮤니케이션,에듀테크
대구노전초등학교,2021학년도 에듀테크 활용교육 실천교사 준비물(음악 관련 SW 라이센스) 구...,2021-09-15,274000,(주)사운드캣,에듀테크
대구영선초등학교,2021학년도 에듀테크 활용교육 실천교사 활동 운영 물품 구입비 지급,2021-09-14,136260,"이베이코리아 유한책임회사(G마켓, 옥션)",에듀테크
동대구초등학교,에듀테크 활용 교육용 도서(인공지능 상식 사전 외 8종) 구입[0050],2021-09-14,200000,예스이십사주식회사,에듀테크
대구보명학교,에듀테크 실천을 위한 소프트웨어 구입(카드10/18),2021-09-14,333000,네이버파이낸셜 주식회사,에듀테크
대구세명학교,2021학년도 에듀테크 활용교육 실천교사 동아리 사무용품 구입,2021-09-13,281860,이베이코리아유한책임회사,에듀테크
대구세명학교,2021학년도 에듀테크 활용교육 교구 및 자료 구입,2021-09-13,366600,이베이코리아유한책임회사,에듀테크
성산중학교,에듀테크 컨텐츠 지원사업 프로그램(콘텐츠계정) 구입비,2021-09-13,3990000,메가스터디교육(주),에듀테크
북동중학교,(카드) 에듀테크 활용 실시간 학습 지원을 위한 소모품(웹캠) 구입 대금 ...,2021-09-13,1197000,"이베이코리아 유한책임회사(지마켓,옥션)",에듀테크
성서고등학교,에듀테크 수업을 위한 연구 도서 구입,2021-09-10,147420,굿모닝서점,에듀테크
대구평리초등학교,에듀테크 활용 교육 실천교사 동아리 운영을 위한 경비 지출,2021-09-10,301580,지마켓,에듀테크
대구평리초등학교,에듀테크 활용 교육 실천교사 동아리 운영을 위한 경비 지출(사무용품),2021-09-10,112200,지마켓,에듀테크
대구관문초등학교,2021학년도 에듀테크 활용교육 물품구입비 지급,2021-09-09,119000,경북상사,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 물품 구입비 지급,2021-09-09,182500,이베이코리아 유한책임회사,에듀테크
대구학산초등학교,에듀테크 수업 프로그램 구입,2021-09-09,92715,대구학산초등학교,에듀테크
대구평리초등학교,에듀테크 활용 교육 실천교사 동아리 운영을 위한 경비 지출(협의회비),2021-09-09,74575,(주)쿠팡,에듀테크
대구장성초등학교,2021학년도 에듀테크 활용교육을 위한 소프트웨어 1년 사용료 지급,2021-09-08,85648,카훗,에듀테크
대구한실초등학교,에듀테크 활용 선도학교 기자재 구입(프린터),2021-09-07,539800,이베이코리아 유한책임회사,에듀테크
호산고등학교,에듀테크 환경구축 물품 데스크톱 컴퓨터 구입(조달),2021-09-07,3399000,주식회사 대우루컴즈,에듀테크
대구연경초등학교,에듀테크 활용 모델학교 물품 구입(마인드스톰),2021-09-07,5758080,주식회사 에스씨에스,에듀테크
대구장동초등학교,에듀테크 활용교육 실천 도서 구입,2021-09-06,96300,예스이십사주식회사,에듀테크
대구동신초등학교,2021학년도 에듀테크 활용교육 실천교사 물품 구입비 지급,2021-09-06,403280,지마켓,에듀테크
호산고등학교,"에듀테크 환경구축 물품 작업대 상판, 강화유리 구입",2021-09-06,1320000,아름다운세상,에듀테크
대구동천초등학교,(카드) 에듀테크 활용교육 교육재료 구입비 지급,2021-09-03,77000,쿠팡(주),에듀테크
경북공업고등학교,에듀테크 활용 수업을 위한 수학학습 프로그램 구입,2021-09-03,1800000,주식회사 노리코리아,에듀테크
대구관문초등학교,2021학년도 에듀테크 활용교육 물품구입비 지급,2021-09-03,96240,(주)아이스크림미디어,에듀테크
대구동신초등학교,2021학년도 에듀테크 활용교육 실천교사 물품 구입비 지급,2021-09-03,43900,(주)아이스크림미디어,에듀테크
대구이곡초등학교,에듀테크활용 교육 실천교사 운영을 위한 소프트웨어 구입,2021-09-03,305235,이베이코리아유한책임회사,에듀테크
대구장동초등학교,에듀테크 활용교육 교구 구입,2021-09-02,89900,11번가 주식회사,에듀테크
대구효신초등학교,2021. 에듀테크 활용교육 실천교사 활동을 위한 학습자료 구입비 지급,2021-09-02,419060,11번가,에듀테크
대구죽곡초등학교,에듀테크 활용교육 실천교사 수업 물품 구입(카드)-1,2021-09-02,23000,이베이코리아 유한책임회사,에듀테크
호산고등학교,에듀테크 환경구축 물품 LED 할로겐 램프 구입(옥션),2021-09-01,14320,이베이코리아 유한책임회사,에듀테크
대구장성초등학교,2021학년도 에듀테크 활용교육을 위한 영상 구입비 지급,2021-09-01,6050,네이버웹툰(유),에듀테크
호산고등학교,에듀테크 수업 전자노트 필기용 내장펜 구입(삼성전자),2021-09-01,145000,삼성전자서비스주식회사,에듀테크
대구중앙초등학교,[카드] 2021학년도 에듀테크 활용 교육 활동을 위한 물품 등 구입비 지급,2021-10-31,117250,(주)이마트 만촌점,에듀테크
대구영선초등학교,2021 취약계층 학생 에듀테크 교재 구입비 지급,2021-10-29,63000,(주)교보문고,에듀테크
대구팔공중학교,대구팔공중 에듀테크활용 모델학교 운영 물품 구입비 구입,2021-10-29,769140,이베이코리아 유한책임회사,에듀테크
구암고등학교,2021학년도 에듀테크 활용 시설 구축(시계 전원배선 및 기타 작업 ) 대금 ...,2021-10-29,1573000,(주)모든전력기술,에듀테크
대구동문초등학교,2-1 에듀테크 교육을 위한 자료 구입비 지급(3차),2021-10-29,371200,(주)아이스크림미디어,에듀테크
대구동천초등학교,에듀테크활용교육 실천교사 운영을 위한 교육재료(핀버튼 뱃지) 구입비 ...,2021-10-28,28500,(주)단티,에듀테크
북동중학교,2021학년도 에듀테크 활용 중점학교 물품(태블릿 PC) 구입(G2B),2021-10-28,901000,(주)폭스소프트,에듀테크
대구아양초등학교,에듀테크 중점학교 협의회 실시(카드),2021-10-28,690000,그래도족발보쌈,에듀테크
대구동일초등학교,에듀테크 활용교육 실천교사 2팀 수업물품(라벨지 외) 및 도서 구입비 지급,2021-10-27,96260,이베이코리아 유한책임회사,에듀테크
대구도남초등학교,취약계층 학생 에듀테크 콘텐츠 교재 구입,2021-10-26,95400,예스이십사주식회사,에듀테크
대구와룡초등학교,에듀테크 활용 교육 운영비 지출,2021-10-25,214700,예스이십사주식회사,에듀테크
대구명곡초등학교,2021학년도 에듀테크 활용교육 실천교사 운영 학습자료(자석보드외6종)구 ...,2021-10-22,187250,(주)아이스크림미디어,에듀테크
대구연경초등학교,에듀테크 활용 모델학교 물품 구입(오조봇),2021-10-22,1210000,주식회사 다온드림,에듀테크
경혜여자중학교,2021. 취약계층 에듀테크 콘텐츠 교재 구입비 지급,2021-10-22,421200,(주) 알라딘커뮤니케이션,에듀테크
대구명곡초등학교,2021학년도 에듀테크 활용교육 실천교사 운영 학습자료(마음카드 외)구입 ...,2021-10-22,94110,이베이코리아 유한책임회사(지마켓),에듀테크
서재중학교,2021학년도 에듀테크 활용교육 관련 영어과 협의회비,2021-10-22,66000,봄봄서재점,에듀테크
대구도남초등학교,취약계층 학생 에듀테크 콘텐츠 구입,2021-10-22,250000,메가스터디교육(주),에듀테크
대구장성초등학교,에듀테크활용교육 관련 물품 구입비 지급,2021-10-21,84720,(주)아이스크림미디어,에듀테크
대구해서초등학교,2021 에듀테크 활용교육 수업지원 물품 구입,2021-10-21,169190,쿠팡(주),에듀테크
대구동일초등학교,에듀테크 활용교육 실천교사 2팀 교사연구도서 구입비 지급,2021-10-21,73100,예스이십사(주),에듀테크
대구진천초등학교,에듀테크 활용 SW교육(언플러그드) 학습 자료 구입비 지급,2021-10-21,125000,시온(Zion)스쿨,에듀테크
대구장동초등학교,에듀테크 활용교육 실천을 위한 소모품 구입,2021-10-21,67400,11번가 주식회사,에듀테크
성당중학교,에듀테크 활용 교육 사무용품 프리젠터 구입,2021-10-21,94540,아이템브릿지,에듀테크
대구초등학교,2021 에듀테크 활용교육 실천교사 활동 물품 구입,2021-10-21,606740,이베이코리아 지마켓,에듀테크
대구월촌초등학교,2021. 취약계층 학생 에듀테크 콘텐츠 지원사업 운영비 지급(카드),2021-10-21,138000,웅진씽크빅,에듀테크
대구도남초등학교,2021 에듀테크 활용교육 실천교사 동아리비 지급,2021-10-21,2253000,(주)멀티캠퍼스,에듀테크
대구하빈초등학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 구입비 지급,2021-10-20,1000000,(주)대교,에듀테크
대구달서초등학교,2021. 에듀테크 활용교육 실천교사(동아리형) 학습자료 구입(카드),2021-10-20,197710,이베이코리아유한책임회사,에듀테크
대구달서초등학교,2021. 에듀테크 활용교육 실천교사(동아리형) 도서 구입(카드),2021-10-20,45000,예스이십사주식회사,에듀테크
경일중학교,학교도서관 행사 및 에듀테크중점학교 관련 행사 상품(문화상품권) 구입,2021-10-20,249600,이지나라,에듀테크
학산중학교,2021학년도 취약계층 에듀테크콘텐츠 지원사업 밀크T 지원 운영비 지급,2021-10-20,400000,(주)천재교과서,에듀테크
구암고등학교,2021학년도 에듀테크 기자재(인터렉티브 화이트보드) 구입비 지급,2021-10-19,1597400,대구지방조달청,에듀테크
대구가창초등학교,(수정)2021학년도 에듀테크 활용 협의회비 지급,2021-10-19,20000,바로구움,에듀테크
구암고등학교,2021학년도 에듀테크 활용 기자재(노트북) 구입비 지급,2021-10-19,34800000,대구지방조달청,에듀테크
호산고등학교,창의공작실(105호) 및 에듀테크지원실(206호) 공기질 특별점검 수수료 지급,2021-10-19,500000,(주)이화환경,에듀테크
경신중학교,2021학년도 취약계층 학생 에듀테크 지원 사업 콘텐츠 추가 구입비 지급,2021-10-18,100000,(주)대교,에듀테크
구암고등학교,2021학년도 에듀테크 기자재(노트북 충전함) 구입비 지급,2021-10-18,1890000,대구지방조달청,에듀테크
대구와룡초등학교,에듀테크 활용 교육 운영비 지출,2021-10-18,280000,장원교육대구성서지점,에듀테크
대구도남초등학교,취약계층 학생 에듀테크 콘텐츠 구입,2021-10-15,1400000,(주)천재교과서,에듀테크
구암고등학교,2021학년도 에듀테크 비디오프로젝터 구입비 지급,2021-10-15,2100000,주식회사 트리엠,에듀테크
구암고등학교,2021학년도 에듀테크 수업 활용을 위한 무선 공유기 추가 설치 공사비 지급,2021-10-15,1901000,(주)대한정보,에듀테크
구암고등학교,2021학년도 에듀테크 기자재(전자펜 중계기 및 전용브라켓 등) 구입비 지급,2021-10-15,1265000,(주)대한정보,에듀테크
대구율금초등학교,에듀테크 콘텐츠 지원 사업 사용료,2021-10-14,3200000,(주)대교,에듀테크
대구숙천초등학교,에듀테크 체험행사 물품(보조배터리)구입비 지급,2021-10-14,2340300,11번가 주식회사,에듀테크
대구대성초등학교,에듀테크 콘텐츠(아이스크림 홈런) 구입,2021-10-14,12324000,주식회사 아이스크림에듀,에듀테크
대구봉무초등학교,취약계층학생 에듀테크콘텐츠 활용 교재(21종) 구입비,2021-10-14,300000,예스이십사(주),에듀테크
경일여자고등학교,에듀테크 활용교육 수업 재료 구입,2021-10-14,398500,G마켓,에듀테크
대구신매초등학교,(카드)2021학년도 에듀테크 활용교육 소프트웨어 및 교구 구입,2021-10-14,199920,11번가 주식회사,에듀테크
대구도남초등학교,에듀테크 활용교육 실천교사 동아리비 지급,2021-10-14,200000,주식회사 이레교육개발연구소,에듀테크
대구팔공중학교,대구팔공중 에듀테크활용 모델학교 운영 물품 구입비 지급,2021-10-13,724500,이베이코리아 유한책임회사,에듀테크
대구관문초등학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업 교재 구입비 지급,2021-10-13,100000,침산서점,에듀테크
대구관문초등학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업 프로그램 신청비 지급,2021-10-13,345000,(주)웅진씽크빅,에듀테크
대구장동초등학교,에듀테크 활용교육 실천을 위한 소모품 구입,2021-10-13,71200,주식회사 아이스크림미디어,에듀테크
구암고등학교,2021학년도 에듀테크 기자재 TV 칠판 구입비 지급,2021-10-13,5813000,(주)대한정보,에듀테크
대구장성초등학교,에듀테크활용교육 관련 물품 구입비 지급,2021-10-13,155650,(주)아이스크림미디어,에듀테크
신기중학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업 학습교재(메가스터 ...,2021-10-13,567900,(주)알라딘커뮤니케이션,에듀테크
대구진천초등학교,에듀테크 활용 SW교육(언플러그드) 학습 자료 구입비 지급,2021-10-12,18410,11번가 주식회사,에듀테크
대구평리초등학교,에듀테크 활용 교육 실천교사 동아리 운영을 위한 학습 자료 구입,2021-10-12,100000,예스이십사(주),에듀테크
대구장성초등학교,에듀테크 활용교육을 위한 물품 구입비 지급,2021-10-12,58800,(주)이베이코리아,에듀테크
대구두산초등학교,취약계층 학생 에듀테크 콘텐츠 지원사업 교재 구입,2021-10-08,39600,예스이십사주식회사,에듀테크
경운중학교,(카드)2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업 대상학생 교재...,2021-10-08,11700,교보문고 대구점,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 물품 구입비 지급,2021-10-08,195000,이베이코리아 유한책임회사,에듀테크
대구국제고등학교,에듀테크활용 정보화기기 조달 구입,2021-10-08,5541000,삼성전자 주식회사,에듀테크
대구본리초등학교,에듀테크 활용교육 실천교사 활동 운영 도서 구입비 지급(카드),2021-10-08,142200,예스이십사주식회사,에듀테크
대구명곡초등학교,2021학년도 에듀테크 활용교육 실천교사 운영 물품 구입비 지급,2021-10-08,133050,이베이코리아 유한책임회사(지마켓),에듀테크
경운중학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업 대상학생 콘텐츠 구 ...,2021-10-08,175000,메가스터디교육(주),에듀테크
대구팔달초등학교,2021. 취약계층 학생 에듀테크 콘텐츠 지원비 지급,2021-10-08,1185000,주식회사 아이스크림에듀,에듀테크
대구국제고등학교,에듀테크활용 수업을 위한 정보화기기 구입(VR체험용기기 등),2021-10-08,3741000,11번가(주),에듀테크
새론중학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업 콘텐츠 구입,2021-10-07,2450000,(주)천재교과서,에듀테크
대구학산초등학교,에듀테크 활용 수업 관련 도서 구입,2021-10-07,91620,교보문고(주),에듀테크
서남중학교,취약계층 학생 에듀테크 콘텐츠 구입,2021-10-07,350000,메가스터디교육(주),에듀테크
대구초등학교,2021 에듀테크 활용교육 실천교사 활동을 위한 소프트웨어(우리반 관계 읽...,2021-10-07,90000,(주)퓨전소프트,에듀테크
신기중학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업(엠베스트)비 지급,2021-10-07,7525000,메가스터디교육(주),에듀테크
대구동일초등학교,에듀테크 활용교육 실천교사 2팀 수업자료 구입비 지급,2021-10-07,79620,이베이코리아,에듀테크
대구장성초등학교,에듀테크 활용교육을 위한 물품 구입비 지급,2021-10-07,135400,한국미니어처걸리버,에듀테크
대구국제고등학교,에듀테크활용 모델학교 운영용 도서 구입,2021-10-06,1102690,예스이십사주식회사,에듀테크
시지중학교,2021 취약계층 에듀테크 콘텐츠 교재 구입비 지출,2021-10-06,498200,메가스터디교육(주),에듀테크
대구동문초등학교,2-1 에듀테크 교육을 위한 자료 구입비 지급(2차),2021-10-06,55850,(주)아이스크림미디어,에듀테크
대구동문초등학교,2-1 에듀테크 교육을 위한 도서 구입비 지급(2차),2021-10-06,57000,(주)알라딘커뮤니케이션,에듀테크
대구동부초등학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 교육비 지급(천재교재),2021-10-06,350000,(주)천재교과서,에듀테크
대구이곡초등학교,에듀테크활용 교육 실천교사 운영을 위한 도서 및 소모품 구입,2021-10-06,75050,(주)알라딘커뮤니케이션,에듀테크
호산고등학교,에듀테크 수업용 무선 레이저 포인터 구입(S2B),2021-10-06,568170,스쿨데이,에듀테크
신당중학교,2021학년도 기초기본학력 향상을 위한 취약계층 학생 에듀테크 콘텐츠 지 ...,2021-10-06,1129950,스쿨북,에듀테크
대구달서초등학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업 콘텐츠(천재교육 밀 ...,2021-10-06,3080000,(주)천재교과서,에듀테크
호산고등학교,에듀테크실 디지털 액자 구입,2021-10-05,1550000,진영정보통신,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 소모품 구입비 지급(토너),2021-10-05,1450000,상하정보기술,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 소모품 구입비 지급(케이블),2021-10-05,1203900,상하정보기술,에듀테크
호산고등학교,에듀테크 IoT기반 신체 및 두뇌건강 프로그램용 인바디밴드 외 1종 구입,2021-10-05,4715000,(주)다원헬스케어,에듀테크
호산고등학교,에듀테크 IoT기반 신체 및 두뇌건강 프로그램용 뇌파측정기 외 1종 구입(S2B),2021-10-05,10120000,(주)다원헬스케어,에듀테크
서남중학교,(카드)취약계층 에듀테크 교재비 구입 대금 지급,2021-10-05,153300,(주)교보문고,에듀테크
경구중학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원 밀크티 사용료 지급,2021-10-01,2450000,(주)천재교과서,에듀테크
대구공업고등학교,(텍폴캠) (에듀테크) 2021학년도 진로역량강화를 위한 에듀테크활용 체험 ...,2021-10-01,1149000,(주)비슬광고공사,에듀테크
상원중학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원사업 교재 구입(카드),2021-10-01,223200,예스이십사주식회사,에듀테크
대구숙천초등학교,에듀테크 체험행사 물품(갤럭시 탭 펜)구입비 지급,2021-10-01,205000,삼성전자서비스주식회사,에듀테크
대구두산초등학교,2021 취약계층 학생 에듀테크 콘텐츠 지원사업 콘텐츠 지원비 지급(웅진씽...,2021-10-01,3555000,(주)웅진씽크빅,에듀테크
대구두산초등학교,2021 취약계층 학생 에듀테크 콘텐츠 지원사업 콘텐츠 지원비 지급(메가스...,2021-10-01,1750000,메가스터디교육(주),에듀테크
대구학산초등학교,취약계층 학생 에듀테크 콘텐츠 지원사업비 지급,2021-10-01,7110000,주식회사 아이스크림에듀,에듀테크
대명중학교,2021. 에듀테크 활용교육 실천교사 협의회비 및 도서구입비 지급,2021-11-30,115800,(주) 교보문고,에듀테크
대구죽곡초등학교,에듀테크 활용교육 실천교사 물품 구입(카드),2021-11-30,25470,이베이코리아 유한책임회사,에듀테크
대구동천초등학교,(카드) 에듀테크활용교육 실천교사 운영을 위한 사무용품(색종이 외 4종) ...,2021-11-30,49440,(주)이베이코리아,에듀테크
북동중학교,(카드) 2021학년도 에듀테크 활용 중점학교 소프트웨어 구입 대금 지급,2021-11-30,3208024,ZOOM.US,에듀테크
대구한실초등학교,에듀테크 활용 선도학교 마인크래프트 교육용 라이센스 구입,2021-11-29,768000,(주)코아인포메이션,에듀테크
대구한실초등학교,에듀테크 활용 선도학교 운영 소프트웨어 구입,2021-11-29,370500,이베이코리아 유한책임회사,에듀테크
경구중학교,2021학년도 취약계층 학생 에듀테크 콘텐츠 지원 밀크티 사용료 지급 (추가),2021-11-29,420000,(주)천재교과서,에듀테크
대구공업고등학교,"(텍폴캠, 카드) (에듀테크) 에듀테크 모델학교 운영을 위한 기자재 구입( ...",2021-11-29,7438000,인터파크,에듀테크
대구신매초등학교,(카드)2021학년도 에듀테크 활용교육 물품 구입,2021-11-29,8720,11번가 주식회사,에듀테크
대구달서초등학교,2021. 에듀테크 활용교육 실천교사(개인형) 소프트웨어 및 물품(3차) 구입 (...,2021-11-29,1950,플러스문고,에듀테크
대구반야월초등학교,2021학년도 에듀테크 활용교육 간담회를 위한 물품 구입(카드 8360),2021-11-29,200000,마쥬,에듀테크
대구효신초등학교,2021. 에듀테크 활용교육 실천교사 활동을 위한 학습자료 구입비 지급,2021-11-29,56400,11번가,에듀테크
북동중학교,(카드) 2021학년도 에듀테크 활용 중점학교 라이선스 구입 대금 지급,2021-11-26,550000,사단법인 한국교원단체총연합회,에듀테크
와룡중학교,2021. 에듀테크 콘텐츠 교재 구입,2021-11-26,99450,㈜알라딘커뮤니케이션,에듀테크
대구와룡초등학교,에듀테크 활용 교육 운영비 지출,2021-11-26,237300,풍문 무무스토리,에듀테크
서대구초등학교,(카드)에듀테크 활용 수업 교육재료 구입비 지급,2021-11-26,753000,(주)아이스크림미디어,에듀테크
황금중학교,2021 에듀테크 활용 교육 실천 동아리 프로그램 구입,2021-11-25,272430,"Gather Presence, Inc.",에듀테크
대구두산초등학교,취약계층 학생 에듀테크 콘텐츠 지원사업 교재 추가 구입,2021-11-25,66150,예스이십사주식회사,에듀테크
대구팔공중학교,2021. 에듀테크 모델학교 성과 공유 워크숍 다과구입비 지급,2021-11-25,700000,연어잡는남자&다온나푸드,에듀테크
북동중학교,2021학년도 에듀테크 활용 중점학교 소모성 교구(아두이노 키트외 3종) 구입,2021-11-25,4037100,(주)메카솔루션,에듀테크
대구장성초등학교,2021학년도 에듀테크 활용교육을 위한 물품 구입비 지급,2021-11-24,4690,(주)이마트,에듀테크
상원중학교,에듀테크 활용교육 실천교사 사무용품 구입비 지급(S2B),2021-11-24,132600,주식회사 오하이오,에듀테크
대구달서공업고등학교,[혁신] 혁신자율동아리(창업메이커 외) 대구 에듀테크 소프트랩 참관 및 ...,2021-11-24,275000,(주)대진고속관광,에듀테크
대구동일초등학교,에듀테크 활용교육 실천교사 2팀 수업자료(스탠딩 클립보드) 구입비 지급,2021-11-23,55740,이베이코리아 유한책임회사,에듀테크
대구동천초등학교,에듀테크 활용교육 실천교사 운영을 위한 소프트웨어(패들렛 pro) 구입비 ...,2021-11-22,120000,그린컴퓨터시스템,에듀테크
대구방촌초등학교,에듀테크 활용교육 실천교사 물품(달력 외 3종) 구입비 지급,2021-11-22,38090,이베이코리아,에듀테크
대구성동초등학교,2021학년도 에듀테크 기반 수업 활동을 위한 SW 구입,2021-11-22,107550,(주)대한정보,에듀테크
호산고등학교,에듀테크 환경구축 사업 추진을 위한 기자재 구입(가상현실 헤드셋),2021-11-22,2212000,주식회사 트레셋,에듀테크
성서고등학교,에듀테크 수학 수업 물품 구입,2021-11-19,354300,(주)기남상사,에듀테크
대구호산초등학교,2021학년도 에듀테크 활용교육 관련 프로그램 및 물품 구입비 지급(삼성이...,2021-11-19,30060,이베이코리아유한책임회사,에듀테크
경상중학교,에듀테크 활용교육 2차 도서 구입,2021-11-19,235370,예스이십사주식회사,에듀테크
대구아양초등학교,체험형 에듀테크 교육활동 운영 강사료 및 재료구입비 지급,2021-11-17,1783000,크레듀랩,에듀테크
황금중학교,2021 에듀테크 활용 교육 실천 동아리 도서 구입,2021-11-17,132300,쿠팡(주),에듀테크
대구공업고등학교,"(텍폴캠, 카드) (에듀테크) 카메라 영상 송출용 캡쳐보드 구입",2021-11-17,199000,인터파크,에듀테크
대명중학교,2021학년도 에듀테크 활용교육 실천교사 동아리 운영을 위한 소프트웨어 ...,2021-11-17,419648,"Bitly,Inc",에듀테크
대구동일초등학교,에듀테크 활용교육 실천교사 2팀 수업자료(네임스티커 외) 구입비 지급,2021-11-16,178900,이베이코리아 유한책임회사,에듀테크
대구중앙중학교,2학기 에듀테크 활용 교육을 위한 물품 구입의 건(원인행위),2021-11-16,199710,"(주)이베이코리아(g마켓,옥션)",에듀테크
대구방촌초등학교,에듀테크 활용교육 실천교사 소프트웨어 구입,2021-11-16,316000,(주)아이스크림에듀,에듀테크
협성경복중학교,에듀테크 활용교육 실천 교사 운영에 필요한 스피커 구입,2021-11-16,230000,더그랩사운드,에듀테크
대구대성초등학교,에듀테크 실천교사 동아리 소모품 구입,2021-11-12,31320,에스닷대구점,에듀테크
서동중학교,2021 에듀테크 활용교육 실천교사 운영 물품 구입,2021-11-11,196020,쿠팡(주),에듀테크
대구공업고등학교,(텍폴캠) (에듀테크) 참고 도서 구입(2차),2021-11-11,1036800,연우서점,에듀테크
대구세현초등학교,에듀테크 활용 교육 연구학교 운영을 위한 물품 구입,2021-11-10,2208670,이베이코리아 유한책임회사,에듀테크
대구월촌초등학교,2021. 에듀테크 활용교육 실천교사 동아리 물품 구입비 지급(카드),2021-11-10,168000,이베이코리아 유한책임회사(G마켓),에듀테크
대구유가초등학교,2021학년도 에듀테크 활용교육 실천교사 운영을 위한 수업자료 구입비 지 ...,2021-11-10,22490,주식회사장학문구사,에듀테크
대구반야월초등학교,2021학년도 에듀테크 활용교육 운영을 위한 물품 구입(카드 8360),2021-11-10,240000,주식회사 아이스크림미디어,에듀테크
대구제일고등학교,에듀테크 활용교육 실천교사 협의회비,2021-11-10,20000,목정식당,에듀테크
대구장성초등학교,2021학년도 에듀테크 활용 교육을 위한 영상 구입비 지급,2021-11-10,5500,네이버웹툰(유),에듀테크
대구제일고등학교,에듀테크 활용교육에 따른 운영비,2021-11-10,420000,샌디,에듀테크
호산고등학교,에듀테크 환경구축 데스크탑 컴퓨터 구입(조달),2021-11-09,1686000,주식회사 대우루컴즈,에듀테크
대구관문초등학교,2021 에듀테크 활용교육 교육용소모품 구입비 지급,2021-11-08,121670,"지마켓, 옥션",에듀테크
대구방촌초등학교,에듀테크 활용교육 실천교사 물품 구입비 지급,2021-11-04,104550,네이버파이낸셜 주식회사,에듀테크
대구장성초등학교,2021학년도 에듀테크 활용교육을 위한 물품 구입비 지급,2021-11-04,48600,(주)인터파크,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 물품 구입비 지급(비디오프로젝터),2021-11-03,3500000,주식회사 트리엠,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 물품 구입비 지급(태블릿컴퓨터),2021-11-03,10054000,삼성전자 주식회사,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 물품 구입비 지급(인터랙티브화이트보드),2021-11-03,3410000,주식회사 아하정보통신,에듀테크
대구두산초등학교,에듀테크 활용 교육을 위한 교구 및 사무용품 구입,2021-11-03,621780,이베이코리아유한책임회사,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 물품 구입비 지급,2021-11-03,7370000,이베이코리아 유한책임회사,에듀테크
대구팔공중학교,에듀테크 모델학교 운영 물품 구입비 지급(액정모니터),2021-11-03,1500000,엘지전자 주식회사,에듀테크
