기관명,계약명,계약일,계약금액,계약상대자,키워드
가창중학교,Adobe Creative Cloud 1계정 구독,2026-07-23,288000,Adobe,구독
구암고등학교,2026학년도 2학기 AI 디지털 교육자료(정보) 구독료 지급,2026-07-23,5555000,(주)금성출판사,구독
경북공업고등학교,2026학년도 2학기 교과서형 AI·디지털 교육자료 구독료 구매(S2B1인수의),2026-07-22,4890200,(주) 천재교과서,구독
대구평리초등학교,(S2B) 2026학년도 2학기 AI·디지털 교육자료 구독료 지급,2026-07-21,29994100,(주) 천재교과서,구독
효성여자고등학교,진로연계 수업확장 개념심화 탐구활동 AI 프로그램 구독료(클로드),2026-07-20,332466,ANTHROPIC,구독
경혜여자중학교,2026학년도 학교도서관 정기간행물 구독비 지급,2026-07-20,390450,주식회사 나이스북,구독
가창중학교,inline AI 사용료(7월 구독료),2026-07-16,29900,주식회사 엘리먼츠,구독
경북예술고등학교,2026학년도 2학기 AI·디지털 교육자료 구독료 지급,2026-07-14,17349900,(주)비상교육,구독
경명여자고등학교,2학기 교과서형 AI 디지털 교육자료 구독(S2B),2026-07-14,6890000,(주) 천재교과서,구독
대구반야월초등학교,2026학년도 5학년 2학기 수학 AI-디지털 교육자료 구독료 지급,2026-07-13,1557400,(주) 천재교과서,구독
대구감천초등학교,2026학년도 2학기 교과서형 AI디지털 교육자료(천재교과서) 구독료 지출,2026-07-10,5810300,(주) 천재교과서,구독
경북고등학교,2026학년도 신문 추가 구독비,2026-07-09,135000,매일신문 황금.두산,구독
대구시지초등학교,[S2B]글로벌 원격협력학습 수업 운영을 위한 프로그램 구독비 지급,2026-07-09,100000,주식회사 에누마코리아,구독
도원고등학교,(S2B)2026학년도 대구탐구학교 운영 물품 북쿠리에이터 구독 구입,2026-07-09,25000,나이스쿨,구독
대구제일여자상업고등학교,"2026학년도 직업계고 글로벌프로그램 기초, 심화 교육 프로그램비(AI학습플랫폼 구독료-스",2026-07-07,2750000,스픽이지랩스코리아 주식회사,구독
화원중학교,영어과 수업활동을 위한 chat gpt 온라인 구독권 구입비 지급(5회),2026-07-04,34768,OPENAI *CHATGPT SUBSCR,구독
화원중학교,2026학년도 1학년 영어 수업용 chat gpt 온라인 구독료 지급(5회),2026-07-02,29843,OPENAI *CHATGPT SUBSCR,구독
침산중학교,2026 침산중학교 탐구중심 기반 수업 연구용 Google AI Pro 구독 서비스 구매,2026-07-01,330000,디스픽트,구독
대구경동초등학교,2022학년도 2023년 1월분 방과후학교 운영관리플랫폼(코디마스터) 사용료 ...,2023-01-31,99000,로데브(주),플랫폼
대구경동초등학교,2022학년도 2023년 2월분 방과후학교 운영관리플랫폼(코디마스터) 사용료 ...,2023-02-28,99000,로데브(주),플랫폼
대구송일초등학교,2023학년도 AI 학습플랫폼 사용 용역료 지급,2023-03-28,4000000,(주)스마트업,플랫폼
대구경동초등학교,2023학년도 방과후학교 운영플랫폼(디비디비스쿨) 사용료 지급,2023-03-24,600000,(주)엑스메카,플랫폼
성화중학교,2023학년도 방과후학교 운영을 위한 온라인 플랫폼 사용 계약,2023-03-07,330000,로데브(주),플랫폼
대구율원초등학교,율온스 제작 동영상 플랫폼 이용권 구입비 지급,2023-04-27,19000,(주)리아모어소프트,플랫폼
대구연경초등학교,2023. AI 자기주도학습 프로그램 지원을 위한 학습플랫폼 구입(G2B전자계약),2023-04-26,2370000,주식회사 한국교육네트워크,플랫폼
대구대진초등학교,2023 대진 수학점핑학교 온라인 플랫폼 이용,2023-04-21,2891900,주식회사 클래스팅,플랫폼
대구만촌초등학교,수학점핑학교 플랫폼 구입,2023-04-19,1800000,주식회사 클래스팅,플랫폼
대구서동초등학교,2023학년도 수학점핑학교 운영 플랫폼 구입,2023-04-18,1200000,주식회사스마트업,플랫폼
강북고등학교,(고교학점제 일반고) 교과역량 강화를 위한 학술콘텐츠 플랫폼 DBpia 가입 ...,2023-04-13,1090000,(주)누리미디어,플랫폼
대구율원초등학교,(5월)율온스 제작 동영상 플랫폼 이용권 구입비 지급,2023-05-30,19000,(주)리아모어소프트,플랫폼
대구율원초등학교,(6월)율온스 제작 동영상 플랫폼 이용권 구매,2023-06-27,19000,(주)리아모어소프트,플랫폼
대구감천초등학교,2023학년도 감천초 미래학교 플랫폼 구축 설계 용역 의뢰(G2B전자계약),2023-06-19,8648000,주식회사 건축사사무소 화분,플랫폼
경북여자상업고등학교,메타버스 플랫폼 구축비 지출(미래역량강화),2023-07-13,6000000,(주)푸딩,플랫폼
대구감천초등학교,미래학교 공간 플랫폼 구축 공사 건설재해예방 기술지도 용역료 지급(G2B ...,2023-08-17,374000,주식회사 대한안전기술원,플랫폼
대구감천초등학교,대구감천초등학교 미래학교 공간플랫폼 구축 공사(전기 및 설비),2023-08-16,18590000,주식회사 비알엠산업개발,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(컴퓨터 책상) 조달 구매(1차...,2023-08-11,8320000,주식회사 포머스,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(크롬북 충전함) 조달 구매(1...,2023-08-11,1490000,주식회사 앱코,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(실험기구 진열장) 조달 구 ...,2023-08-11,572000,주식회사 포머스,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(학생용 실험대 외 3종) 조달...,2023-08-11,5980000,오성&학교가구,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(약품장) 조달 구매(1차)(G2B),2023-08-11,2980000,(주)신생,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(작업용 의자) 조달 구매(1차...,2023-08-11,4800000,주식회사 모빌퍼스,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(실험가구 진열장 외 3종) 조...,2023-08-11,12640000,주식회사 포머스,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(실험실용 싱크대 외 2종) 조...,2023-08-11,3891000,오성&학교가구,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(쌍안 현미경) 조달 구매(1차...,2023-08-11,3096000,오선하이테크(주),플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(크롬북) 구입(1차)(S2B),2023-08-10,15522000,(주)다원에듀넷,플랫폼
대구감천초등학교,대구감천초등학교 미래학교 공간플랫폼 구축공사(철거 및 기타공사),2023-08-10,15368000,그라지에,플랫폼
효성여자고등학교,플랫폼 냉난방기 점검비,2023-09-22,20000,하이엠솔루텍(주),플랫폼
침산중학교,2023. 수학점핑학교 수학 수업 운영을 위한 수학 플랫폼 구입,2023-09-08,300000,비트루브,플랫폼
대구감천초등학교,감천초 미래학교 공간 플랫폼 구축 관련 물품(실험실용 싱크대 외 2종) 조...,2023-09-05,1695000,오성&학교가구,플랫폼
대구율원초등학교,(10월)율온스 제작 동영상 플랫폼 이용권 구입비 지급,2023-10-30,19000,(주)리아모어소프트,플랫폼
대구감천초등학교,미래학교 공간 플랫폼 구축 공사로 인한 무인경비시스템 감지기 재설치,2023-10-17,220000,(주)에스원,플랫폼
대구감천초등학교,미래학교 공간 플랫폼 구축 관련 물품(액정모니터) 조달 구매(G2B),2023-10-16,1325000,삼성전자 주식회사,플랫폼
대구감천초등학교,미래학교 공간 플랫폼 구축 관련 소모품 구입(S2b),2023-10-16,294000,바다스쿨,플랫폼
경북여자고등학교,(카드)토론 활동용 온라인 교육용 플랫폼(패들렛) 이용권 구입비 지출,2023-10-16,101720,패들렛,플랫폼
대구감천초등학교,미래학교 공간 플랫폼 구축 관련 물품(프린터) 조달 구매(G2B),2023-10-16,870000,주식회사 트리엠,플랫폼
대구감천초등학교,2023. 미래학교 공간 플랫폼 구축 완료 협의회 다과 구입(카드),2023-10-11,210000,커피맛을조금아는남자,플랫폼
대구율원초등학교,(9월)율온스 제작 동영상 플랫폼 이용권 구매 대금 지급,2023-10-04,19000,(주)리아모어소프트,플랫폼
대구율원초등학교,(11월)율온스 제작 동영상 플랫폼 이용권 구입비 지급,2023-11-30,19000,(주)리아모어소프트,플랫폼
대구제일고등학교,영어과 May I AI 영어 회화 학습 플랫폼 구입,2023-11-20,1763200,스픽,플랫폼
대구성명초등학교,접이식 플랫폼 핸드카트 구입비 지급,2023-12-22,73500,대한교재,플랫폼
대구시지초등학교,2023학년도 영상제작을 위한 동영상 제작 플랫폼 이용권 구입,2023-12-13,49000,(주)리아모어소프트,플랫폼
경화여자고등학교,2023. 2학기 AI 학습플랫폼과 함께하는 수학마라톤 문화상품권 구입,2023-12-07,399000,(주)해피머니아이엔씨,플랫폼
대구율원초등학교,(24.1월)율온스 제작 동영상 플랫폼 이용권 구입비 지급,2024-01-29,19000,(주)리아모어소프트,플랫폼
대구온라인학교,2024학년도 수업 플랫폼 및 화상수업 프로그램 연간 사용료 지급,2024-02-20,22000000,주식회사 클라썸,플랫폼
대구율원초등학교,2024.디자인 동영상 제작 플랫폼 연간 이용권 구입비 지급,2024-02-19,560000,(주)리아모어소프트,플랫폼
대구율원초등학교,디자인 동영상 제작 플랫폼 이용권 구입비 지급,2024-02-15,19000,(주)리아모어소프트,플랫폼
중리중학교,학습 플랫폼 다했니 1년 유료 사용료 지급,2024-03-28,99000,에듀지원 주식회사,플랫폼
중리중학교,2024. 진로수업 학습 플랫폼 다했니 1년 유료 사용권 구입비 지급,2024-03-28,99000,에듀지원 주식회사,플랫폼
중리중학교,2024. 수평공동체 학습 플랫폼 띵커벨 1년 유료 사용권 구입비 지급,2024-03-20,300000,(주)아이스크림미디어,플랫폼
대구연경초등학교,2024. AI 자기주도학습 프로그램 지원을 위한 학습플랫폼 구입비 지출,2024-04-24,2370000,주식회사 한국교육네트워크,플랫폼
효성여자고등학교,"도서관 플랫폼, 사회적협동조합 카페 연결통로 창호 설치비",2024-04-16,550000,주식회사 씨앤에스건설,플랫폼
대구남산초등학교,수학점핑(나눔)학교 운영을 위한 온라인학습플랫폼 구입비 지급,2024-04-15,4000000,(주)스마트업,플랫폼
대구보건고등학교,[디지털기반 교육혁신 선도학교] 학생 관리를 위한 디지털 플랫폼(리로스...,2024-04-15,3850000,주식회사 리로소프트,플랫폼
계성중학교,창의적 체험활동 동아리(메타버스 플랫폼 활용반) 물품 구입비 지출,2024-04-11,149990,지마켓코리아 유한책임회사,플랫폼
대구대진초등학교,2024 대진 수학점핑학교 온라인 플랫폼 이용,2024-04-04,990000,주식회사 클래스팅,플랫폼
침산중학교,2024. 수학점핑학교 수업 운영을 위한 수학 플랫폼 구입,2024-04-04,1000000,비트루브,플랫폼
강동고등학교,2024. 수학과 통계 분석을 위한 AI플랫폼(ChatGPT) 이용료 지급(5.28.~6.,2024-05-28,30576,OpenAI,플랫폼
경화여자고등학교,교육과정 박람회 운영 물품 및 학교 홍보 플랫폼 구입,2024-05-21,4972000,디자인여름,플랫폼
대구대진초등학교,2024학년도 수학점핑학교 온라인 플랫폼 이용,2024-05-01,1980000,주식회사 클래스팅,플랫폼
대구제일고등학교,영어과 MAY I AI 영어 단어 학습 플랫폼 구입,2024-06-13,480000,주식회사 클래스카드,플랫폼
효성초등학교,디지털 행복 선도학교 AI학습플랫폼 구입비,2024-08-13,37620000,대구지방조달청,플랫폼
화원중학교,2024. AI융합교육 시범학급 운영 AI플랫폼 이용료 신청(4회),2024-08-13,30826,"OpenAI, LLC",플랫폼
새론중학교,자유학기제(주제선택 디자인 플랫폼을 활용한 스토리텔링반) 수업 물품 ...,2024-09-27,147000,주식회사 지마켓(G마켓),플랫폼
대건고등학교,(비즈쿨-비즈쿨협의회-교육운영비)2024 비즈쿨 온라인 플랫폼 디자인 공모...,2024-09-24,490000,좋은날,플랫폼
대구도림초등학교,(디지털선도학교)독서 플랫폼 구입,2024-09-13,2706000,(주)인플루엔셜,플랫폼
대구제일고등학교,영어과 MAY I AI 영어 단어 학습 플랫폼 사용료,2024-10-21,1120000,(주)이팝소프트,플랫폼
대구진월초등학교,2024학년도 수학중점학교 멘토링 및 수학플랫폼 활용 우수 학생 보상물품 ...,2024-11-13,137600,(주)아이스크림미디어,플랫폼
화원중학교,2024. AI융합교육 시범학급 운영 AI플랫폼 이용료 신청(7회),2024-11-13,31710,"OpenAI, LLC",플랫폼
경덕여자고등학교,교실수업개선 및 최소성취수준 보장지도 운영을 위한 온라인 플랫폼 구입,2024-11-11,850000,주식회사 교육의정석,플랫폼
화원중학교,2024. AI 융합교육 시범학급 및 1수업2교사 운영 AI 플랫폼(미리캠퍼스 Pro)연간,2024-11-05,160800,미리캔버스,플랫폼
새론중학교,자유학기제(주제선택 디자인 플랫폼을 활용한 스토리텔링반)수업 물품 ...,2024-12-20,92310,주식회사 지마켓(G마켓),플랫폼
신기중학교,2024학년도 국어과 온라인 학습플랫폼 이용권 구입비 지급,2024-12-18,69521,카훗(Kahoot),플랫폼
화원중학교,2024. AI융합교육 시범학급 운영 AI플랫폼 이용료 지급(최종8회),2024-12-17,32292,"OpenAI, LLC",플랫폼
화원중학교,2024. AI융합교육 시범학급 운영 AI플랫폼 이용료 지급(최종8회),2024-12-13,32213,"OpenAI, LLC",플랫폼
서남중학교,(조달)조리실 플랫폼트럭(저울운반카) 구입비 지급,2024-12-03,250000,그린T&C,플랫폼
고산중학교,진로활동 운영을 위한 플랫폼 물품 구입비 지급,2024-12-02,70000,주식회사 지마켓,플랫폼
대구온라인학교,2025학년도 원격수업 플랫폼 및 화상수업 프로그램(Zoom) 연간 사용료 지급,2025-02-26,23320000,주식회사 클라썸,플랫폼
대구율원초등학교,2025. 디자인 동영상 제작 플랫폼 연간 이용권 구입비 지급,2025-02-19,560000,(주)리아모어소프트,플랫폼
영신고등학교,프로젝트 수업 운영 학생활동 공유 플랫폼 구입,2025-02-05,674150,주식회사 지마켓,플랫폼
대구반도체마이스터고등학교,[G2B] 대구반도체마이스터고등학교 학생 맞춤 성공습관 플랫폼 프로그램 A...,2025-02-05,5000000,(주)마이다스인,플랫폼
대구일마이스터고등학교,2026학년도 신입생 모집 2차전형 및 재학생 대상 역량검사 플랫폼 이용 비 ...,2025-03-28,5000000,(주)마이다스인,플랫폼
중리중학교,2025. 학습 플랫폼 유료 사용권 구입비 지급(카드),2025-03-24,600000,(주)아이스크림미디어,플랫폼
대구경동초등학교,방과후학교 운영관리 플랫폼 계약(늘봄학교 프로그램),2025-03-07,700000,(주)엑스메카,플랫폼
효성여자고등학교,플랫폼 휴게용 빈백 세트 폐기처리비,2025-04-30,16000,(주)경일환경,플랫폼
대구동곡초등학교,(S2B) 2025학년도 맞춤형 수학학습 지원을 위한 학습플랫폼 사용료 지급,2025-04-30,5520000,주식회사 씨티,플랫폼
매호중학교,2025학년도 교육국제화특구 사업 교수학습 플랫폼 구입,2025-04-29,445500,(주)소프트앤,플랫폼
화원중학교,2025. 수업과 평가를 위한 디지털 플랫폼( 패들렛 )구입비 지급,2025-04-09,917974,PADLET*AZYWJ4UXTCGBCC,플랫폼
영신고등학교,프로젝트 수업 운영 학생활동 공유 플랫폼 구입,2025-04-02,1288000,주식회사 지마켓,플랫폼
대구노전초등학교,노전 온(溫) 인성 스쿨 운영을 위한 플랫폼 연간 이용권 구입비 지출,2025-04-01,89000,패들렛,플랫폼
대구노전초등학교,노전 온(溫) 인성 스쿨 운영을 위한 플랫폼 연간 이용권 구입 수수료 지출,2025-04-01,2310,패들렛,플랫폼
서남중학교,(조달)플랫폼트럭(엘형운반차) 구입비 지급,2025-05-21,290000,그린T&C,플랫폼
대구군위초등학교,늘봄학교 운영 지원 플랫폼 디비디비스쿨 프로그램 구입,2025-06-18,700000,(주)엑스메카,플랫폼
대구반도체마이스터고등학교,[G2B] 2025학년도 직업계고 글로벌 프로그램 AI 학습 플랫폼 기반 교육 위탁 계약,2025-06-16,2560000,스픽이지랩스코리아 주식회사,플랫폼
조일고등학교,(카드)교육재료-디지털기반 학생 맞춤교육 M-AI 학습플랫폼 프로 구입,2025-06-16,1800000,주식회사 메이커스테크놀로지,플랫폼
매호중학교,2025학년도 교육국제화특구 영어교육 플랫폼 구입,2025-07-14,472500,주식회사 클래스카드,플랫폼
대구남양학교,2025학년도 미리캔버스(디자인플랫폼) 연간 이용권 구입,2025-07-07,160800,미리캔버스,플랫폼
경덕여자고등학교,[지출] 교수-학습 개선을 위한 온라인 플랫폼(패들렛) 연간 구입비,2025-07-04,1490000,(주)헬로소프트,플랫폼
영신초등학교,디자인 플랫폼 미리캔버스 구입비 지급,2025-08-29,160800,미리캔버스,플랫폼
서남중학교,{S2B}2025학년도 진로수업 학습 플랫폼 사용권 구입비 지급,2025-08-25,49500,에듀지원주식회사,플랫폼
대구율원초등학교,미래학교 운영 동영상 제작 플랫폼(연간 이용권) 구입비 지급,2025-08-22,560000,(주)리아모어소프트,플랫폼
대구서동유치원,교육용 플랫폼(챗GTP) 서비스 요금(s2b 즉시견적),2025-09-29,114000,위드플러스,플랫폼
대구서부고등학교,수학점핑학교 플랫폼 구매대금 지출,2025-09-04,158400,(주)씨티,플랫폼
중리중학교,2025. 학습 플랫폼(2차) 유료 구입비 지급(카드),2025-09-03,60000,(주)아이스크림미디어,플랫폼
대구예아람학교,[지출] 고교학점제 일상생활활동 수업을 위한 플랫폼 이용료 지급,2025-10-31,1192000,주식회사 잼잼테라퓨틱스,플랫폼
송현여자고등학교,교원역량개발지원학교 운영 플랫폼 사용료 지급,2025-11-19,1600000,주식회사 리로소프트,플랫폼
대구율원초등학교,늘봄학교 운영 지원 플랫폼 디비디비스쿨 프로그램 구입비 지급,2025-11-13,700000,(주)엑스메카,플랫폼
대구율원초등학교,미래학교 온라인 공유 플랫폼(연간이용권) 구입비 지급,2025-11-11,149000,(주)아이스크림미디어,플랫폼
대륜중학교,IVECA를 활용한 겨울방학 국제교류 프로그램 플랫폼 사용료 지급,2025-12-30,990000,아이베카코리아,플랫폼
영남공업고등학교,2025학년도 협약형 특성화고 인재 인증제 및 진로성장모형 플랫폼 구축 제작 용역비 지급,2025-12-22,19500000,(주)비. 엘소프트,플랫폼
효성여자고등학교,도서실 및 플랫폼 물품 구입비(시계),2025-12-17,36900,쿠팡(주),플랫폼
영신고등학교,[고교교육력제고사업] 탐구활동 및 프로젝트 수업 운영 학생활동 공유 플랫폼 구입,2025-12-17,1979000,(주)모노플로우,플랫폼
대구운암초등학교,늘봄학교 운영 지원 플랫폼 디비디비스쿨 프로그램 사용권 구입,2025-12-16,700000,(주)엑스메카,플랫폼
화원중학교,2025. 학생평가 연구학교 운영 수업자료 제작 플랫폼(미리캔버스 Pro) 연간 이용료 지,2025-12-05,160800,미리캔버스,플랫폼
대구온라인학교,원격수업 플랫폼 연간 사용료 지급,2026-02-25,20000000,주식회사 클라썸,플랫폼
대구소프트웨어마이스터고등학교,교육용 클라우드 기반 협업 플랫폼 및 AI 서비스 구매,2026-02-25,17000000,주식회사 아이코어이앤씨,플랫폼
대구율원초등학교,온라인 공유 플랫폼(패들렛)을 구입비 지급,2026-02-20,1350000,(주)아이스크림미디어,플랫폼
운암고등학교,평가 운영을 위한 물품(플랫폼카트 외 2종) 구입,2026-02-05,890860,지마켓,플랫폼
대구월암초등학교,AI 교육 물품(플랫폼 핸드카트 브레이크형 등 5종) 구입,2026-03-31,334490,쿠팡(주),플랫폼
침산중학교,2026. 수학점핑학교 수업 운영을 위한 수학 플랫폼 구입비 지급,2026-03-16,1200000,마타에듀 주식회사,플랫폼
중리중학교,2026. 학습 플랫폼 유료 이용권(2차) 구입비 지급(카드),2026-03-10,180000,(주)아이스크림미디어,플랫폼
중리중학교,2026. 학습 플랫폼 유료 구입권 구입비 지급(카드),2026-03-09,1020000,(주)아이스크림미디어,플랫폼
화원고등학교,"2026학년도 수업 나눔 플랫폼 교구 구입비 지급(신용카드,학교장터)",2026-04-02,179000,S2B 학교장터,플랫폼
대구동곡초등학교,(S2B) 학습지원교육 운영에 따른 클래스팅 AI 학습플랫폼 사용료 지급,2026-05-13,4000000,주식회사 씨티,플랫폼
대구북중학교,2026. 교육국제화특구 학습자 맞춤형 영어교육 관련 플랫폼 계정 구입,2026-05-12,279400,(주)젠소프트,플랫폼
서남중학교,2026학년도 WeeAI AI 플랫폼 구입비 지급,2026-05-07,330000,(주)젠소프트,플랫폼
대구달성초등학교,2026학년도 늘봄학교 업무용 AI 플랫폼 구입비 지급,2026-06-15,198000,(주)아이스크림미디어,플랫폼
대구세천초등학교,디지털 선도학교 생성형 AI플랫폼 구입비 지급(S2B),2026-06-11,3850000,주식회사 모노플로우,플랫폼
경북공업고등학교,[교과교실제] 수업 연구 및 업무 역량 향상을 위한 교육 통합 플랫폼 구입(S2B1인수의),2026-06-09,3300000,타임리,플랫폼
대구율원초등학교,[AI·디지털 활용 선도학교] 2026학년도 온라인 학습 플랫폼 이용권 구입비 지급,2026-06-08,4986000,제이로이,플랫폼
남대구초등학교,2026학년도 사교육 부담 없는 학교 수학 학습 플랫폼 사용료 지급,2026-07-30,3750000,마타에듀 주식회사,플랫폼
대구달성초등학교,2026학년도 늘봄학교 업무용 AI 플랫폼 추가 구입비 지급,2026-07-06,159200,(주)아이스크림미디어,플랫폼
범물중학교,정보교과 SW 수업용 도서(챗GPT 교육혁명 외) 구입비 지급,2023-04-12,61380,예스이십사주식회사,GPT
대구관광고등학교,2023학년도 학업중단예방 진로찾기 운영도서(이것이챗GPT다외1종) 및 문구(...,2023-04-04,216700,(주)교보문고,GPT
강북고등학교,[북구청 우수고] 진로활동 추가 도서 구입(챗GPT외),2023-05-31,584990,알라딘커뮤니케이션,GPT
대구제일중학교,자율동아리 메이커GPT 아쿠아 프로젝트 재료 구입비 지급(카드),2023-05-25,2001210,G마켓,GPT
대구호산초등학교,2023학년도 디지털기반 교수학습 프로그램(ChatGPT 외 2종) 이용료 지급,2023-10-13,320279,"OpenAI, Lcc",GPT
대구동중학교,수평공동체 물품 구입('챗GPT 국어 수업' 외 10종),2023-12-04,996060,예스이십사주식회사,GPT
대구제일중학교,자율동아리 쓰리메이커GPT 메이커활동 재료 구입비 지급(카드),2024-04-29,1343110,G마켓,GPT
대구제일여자상업고등학교,[미래역량강화지원사업]2024학년도 온라인콘텐츠 구입비 지급( CHAT GPT),2024-05-21,30638,OPENAI CHATGPT,GPT
대구동일초등학교,제18회 디지털교육연구대회 물품 구입(챗GPT 및 USB),2024-08-07,101000,나이스쿨,GPT
수성고등학교,(S2B)AIDT 이해 디지털 역량 강화를 위한 온라인 콘텐츠(챗GPT) 구입비 지급,2024-09-27,1120000,제이로이,GPT
대구동부고등학교,(카2522) 2024 AIDT 도입 대비 교육력 제고 사업 추진을 위한 SW(챗GPT 외,2024-09-20,2707785,OpenAI. LLC (챗GPT),GPT
경북고등학교,AIDT 관련 챗GPT 플러스 활용 연수 도서 구입(사용9.9/결재9.27),2024-09-09,1166400,예스이십사주식회사,GPT
경북고등학교,2024학년도 AIDT 도입 대비 프로그램(챗GPT 플러스) 구입(S2B),2024-09-06,300000,새와냥,GPT
신아중학교,"기술가정과, 진로과 수평공동체 운영을 위한 온라인 프로그램 (챗 GPT 플 ...",2024-10-29,227200,위드스쿨(주),GPT
경명여자고등학교,쳇GPT 플러스(6개월) 구매,2024-10-23,1625000,나이스쿨,GPT
대구고등학교,[S2B쇼핑몰] 2024학년도 국어과 수평공동체 물품(챗GPT 플러스 1개월 라이선 ...,2024-10-15,80000,아이티존(주),GPT
경북고등학교,2024학년도 AIDT 도입 대비 프로그램(챗GPT 플러스)구입(S2B),2024-11-29,170000,주식회사 교육의정석,GPT
경원고등학교,책GPT 동아리 도서 구입비 청구,2024-11-15,532590,교보문고,GPT
경북여자상업고등학교,보건행정코디네이터과 수업을 위한 ChatGPT Plus 이용권 구입(재구조화),2024-11-12,3000000,아이티존(주),GPT
상인고등학교,(카드)AI·정보교육 중심학교 운영을 위한 물품(챗GPT 플러스) 구입,2024-11-06,357000,위드플러스,GPT
경북고등학교,2024학년도 AIDT 도입 대비 프로그램(챗GPT 플러스)구입(S2B),2024-11-04,340000,올댓스쿨 주식회사,GPT
매천중학교,2024학년도 연구학교 운영 관련 교수학습 활용을 위한 생성형 A.I(챗GPT) 유 ...,2024-12-06,1500000,올댓스쿨 주식회사,GPT
대구강동초등학교,[S2B] 특수학급 신설용 교육자료(챗GPT 플러스 외 2종) 구입비 지급,2025-02-25,538050,제이로이,GPT
영신고등학교,[고교 교육력 제고 사업]Chat GPT PLUS 4.0(12개월) 프로그램 구입,2025-02-07,3360000,엘위드,GPT
비슬고등학교,2025학년도 수품책 활동을 위한 도서(챗GPT 혁명 외 9종) 구입비 지급,2025-03-25,3496950,학우사,GPT
부계중학교,[카드-8757]AI를 활용한 수업준비를 위한 프로그램(chat GPT) 구입,2025-04-24,480000,제이로이,GPT
천내중학교,정보과 물품(Chat GPT 1개월 이용권) 구입비 지출,2025-04-23,468000,주식회사 레드포인트,GPT
월암중학교,"[S2B, 주식회사 타임리]2025년 AI정보교육 중심학교 경비 지출(AI GPT 웹사이트",2025-04-21,1100000,주식회사 타임리,GPT
대구공업고등학교,"[센터, 4/27][미래역량]구글스프래드시트와 GPT 연동 프로그램 구입",2025-04-10,117428,대구공업고등학교,GPT
경북고등학교,2025학년도 교직원 AIDT역량 강화를 위한 프로그램(챗GPT 플러스)구입(S2B. 사용,2025-04-03,1920000,아이티존(주),GPT
협성고등학교,타임리 GPT 구축 및 사용용역 조달 구입,2025-05-30,6600000,주식회사 타임리,GPT
효성여자고등학교,AI활용영어교육지원 교육용 프로그램 월간 사용료(ChatGPT),2025-05-30,31100,OPENAI,GPT
대구과학고등학교,2025 과학영재 창의연구(R&E) 수학분야(5팀) 연구물품 구입(ChatGPT),2025-05-26,2000000,제이로이,GPT
대구동부고등학교,(카2522) 독서 인문 동아리(책GPT) 도서(19권) 구입,2025-05-23,260570,예스이십사 주식회사,GPT
대구공업고등학교,"[카드, 6/12][미래역량]2025학년도 디지털 활용 수업 프로그램(챗GPT플러스) ...",2025-05-20,2160000,아이티존(주),GPT
대구범물초등학교,2025학년도 교육국제화특구 운영을 위한 영어교육 자료 구입(챗GPT외 1종),2025-05-15,405000,그린컴퓨터시스템,GPT
북동중학교,(카드) 2025학년도 수업-평가 개선을 위한 물품(ChatGPT) 구입비 지급,2025-05-08,1714121,OpenAI,GPT
효성여자고등학교,AI활용영어교육지원 교육용 프로그램 월간 사용료(ChatGPT),2025-06-30,28487,OPENAI,GPT
대구북부초등학교,교육 맞춤 AI GPT 웹사이트 구축 비용 지급,2025-06-25,550000,주식회사 타임리,GPT
대구군위초등학교,"[물품-S2B]온라인 수업 도구 구입(카훗 골드, 감마AI 플러스, 챗GPT플러스)",2025-06-24,1475000,아이티존(주),GPT
대구동천초등학교,[S2B] 제46회 전국학생과학발명품경진대회 출품작 지도를 위한 챗GPT 구입,2025-06-19,110000,주식회사 교육의정석,GPT
조일고등학교,(카드)교육재료-디지털기반 학생 맞춤교육 타임리GPT 구입,2025-06-16,3300000,주식회사 타임리,GPT
대구과학고등학교,2025 과학영재 창의연구 글로벌 R&E 정보분야(1팀) 연구물품 구입(ChatGPT),2025-06-12,2000000,제이로이,GPT
경북예술고등학교,2025학년도 교육과정 디자인 실천학교 교육 재료 구입(챗 GPT 계정 사용료),2025-06-11,1680000,제이로이,GPT
대구효동초등학교,Chat GPT Plus 구입,2025-06-10,360000,가온인테크,GPT
효성여자고등학교,AI활용영어교육지원 교육용 프로그램 월간 사용료(ChatGPT),2025-07-30,31313,OPENAI,GPT
대구공업고등학교,"(텍폴캠, S2B몰) 2025학년도 전국 기능경기대회 준비를 위한 프로그램(Chat GPT",2025-07-24,800000,아이티존(주),GPT
