회계연도,기관명,계약명,계약일,계약금액,계약방법,계약상대자,키워드
2023,서귀포대신중학교,3월 서귀포대신중 가금류 구입,2023-03-06,1614160,1인수의,한라육계영농조합법인,(전수)
2023,제주중학교,2023. 3월 제주중학교 가금류 식재료 구입,2023-03-06,2854100,1인수의,한라육계영농조합법인,(전수)
2023,제주여자고등학교,교장실 및 교무실 가구 구입,2023-03-06,3484000,1인수의,주식회사 아모스아인스가구,(전수)
2023,백록초등학교,2023학년도 유치원 물품(체육복) 구입,2023-03-06,2880000,1인수의,제주보육사,(전수)
2023,제주영송학교,학생통학버스 구입,2023-03-06,257231590,1인수의,제주지방조달청,(전수)
2023,신광초등학교,2023학년도 특수학급 정보화기기구입,2023-03-06,2525600,1인수의,제주지방조달청,(전수)
2023,아라중학교,교장실 파티션 조달 구매,2023-03-06,1272650,1인수의,제주지방조달청,(전수)
2023,제주중앙중학교,[조달]업무용 비품(데스크톱컴퓨터) 구입,2023-03-06,6803300,1인수의,제주지방조달청,(전수)
2023,남주중학교,2023학년도 새학기 적응 학교폭력예방 프로그램 운영비 지급,2023-03-06,4000000,1인수의,에듀인 플랫폼,(전수)
2023,한라초등학교,[카드]전산소모품모니터 (분배기 외) 구입,2023-03-06,1154520,1인수의,(주)컴퓨존,(전수)
2023,제주고등학교,카드) 2023학년도 관광조리과 조리교사 위생복 구입,2023-03-06,1344000,1인수의,븟컴퍼니 주식회사,(전수)
2023,제주제일고등학교,"(카드) 본교무실, 학년교무실(1, 2학년) 에스프레소머신 구입",2023-03-06,1438640,1인수의,11번가 주식회사,(전수)
2023,노형중학교,2023학년도 미술 학습용 재료 구입,2023-03-06,1891000,1인수의,네이버파이낸셜 주식회사,(전수)
2023,노형중학교,2023 Wee클래스 홍보행사 물품 구입,2023-03-06,1079100,1인수의,판촉사랑,(전수)
2023,제주외국어고등학교,1학년 영어 독해 및 어휘 실력 향상을 위한 학습 자료 구입,2023-03-06,1443600,1인수의,(주)교보문고,(전수)
2023,한림중학교,교사용 정보화기기(컴퓨터) 구입,2023-03-06,4485690,1인수의,제주지방조달청,(전수)
2023,한림공업고등학교,카드) 과학·정보부 토너구입,2023-03-06,1069000,1인수의,쿠팡(주),(전수)
2023,서귀포여자고등학교,행정실 전산용품(토너 외) 구입,2023-03-06,1237500,1인수의,주식회사 해피넷,(전수)
2023,제주동초등학교,2023학년도 1학생 1악기 구입,2023-03-06,4986100,1인수의,주식회사 신동아문구,(전수)
2023,한림중학교,영어교과실 비디오프로젝터 구입,2023-03-06,4180000,1인수의,제주지방조달청,(전수)
2023,동홍초등학교,(카드)2023학년도 4학년 동아리 운영을 위한 리코더 구입,2023-03-06,1323600,1인수의,메가피스문구사무용품,(전수)
2023,평대초등학교,(G2B)관리실 및 특별실 액정모니터 구입,2023-03-06,1115390,1인수의,제주지방조달청,(전수)
2023,제주여자고등학교,2023학년도 1학년 바느질 실습 재료 구입,2023-03-06,2500000,1인수의,소소공방,(전수)
2023,제주동중학교,보건실 의약품 및 의약외품 구입,2023-03-06,1415300,1인수의,(주)이메딕팜넷,(전수)
2023,아라초등학교,4-11 학급교실 법랑자석 게시판 구입,2023-03-06,1050000,1인수의,중앙교재상사,(전수)
2023,백록초등학교,2023학년도 1/4분기 학습준비물 구입,2023-03-06,16241600,1인수의,주식회사신동아문구,(전수)
2023,저청중학교,(초) 1분기 과학실험실습 준비물(탄산수소나트륨 외 58종) 구입,2023-03-06,1486500,1인수의,제주교육미디어,(전수)
2023,제주중앙중학교,[조달]각 학년 교무실 잉크젯 프린터 구입,2023-03-06,1485000,1인수의,제주지방조달청,(전수)
2023,제주중앙중학교,2023학년도 정기고사 소모품(OMR스캔답안지) 구입,2023-03-06,1936000,1인수의,오엠알스캔주식회사,(전수)
2023,이도초등학교,(유)체육복 2종,2023-03-06,5716800,1인수의,제주아라교육,(전수)
2023,대정여자고등학교,(G2B) 정보화기기 물품(모니터) 구입,2023-03-06,1260000,1인수의,제주지방조달청,(전수)
2023,월랑초등학교,2023학년도 유치원 가방 및 체육복 구입,2023-03-06,8288000,1인수의,제주아라교육,(전수)
2023,한림중학교,본관 서쪽 뒷쪽 출입구 장애인용 경사로 설치작업,2023-03-06,1600000,1인수의,대일기계공업사,(전수)
2023,삼성초등학교,유치원 교육과정 학습준비물(아이콘펜슬케이스) 구입,2023-03-06,1394400,1인수의,제주보육사,(전수)
2023,오라초등학교,2023학년도 유치원 가방 및 체육복 구입,2023-03-06,3297600,1인수의,제주아라교육,(전수)
2023,대정고등학교,"2023 1학년 진로와직업 수업교재 &apos;준마의 꿈, 나의 미래&apos; 제작",2023-03-06,2250000,1인수의,성민출판사,(전수)
2023,귀일중학교,행정실 회의테이블 및 의자 구입,2023-03-06,1670000,1인수의,(주)탑오피스,(전수)
2023,도련초등학교,복사용지 구입,2023-03-06,1860000,1인수의,제주특별자치도장애인생산품판매시설,(전수)
2023,영평초등학교,과학실 실습재료(초콜릿 외) 구입,2023-03-06,4123800,1인수의,제주교육미디어,(전수)
2023,한라초등학교,본관동 4층 동쪽 정원 출입구 방수 공사,2023-03-06,1237000,1인수의,으뜸방수페인트,(전수)
2023,한라초등학교,옥상 에어컨 분전반 차단기 교체,2023-03-06,1290000,1인수의,제주전력,(전수)
2023,외도초등학교,2023학년도 과학실험실습자료 구입(배추흰나비 교육용 외),2023-03-06,3596600,1인수의,제주교육미디어,(전수)
2023,남광초등학교,2023학년도 상반기 돌봄교실 공기순환장치 필터교환 및 관리 용역 실시,2023-03-06,1133000,1인수의,(주)이피아텍,(전수)
2023,세화고등학교,"학습지 인쇄용 중질지, 복사용지 구입",2023-03-06,2380000,1인수의,제주특별자치도장애인생산품판매시설,(전수)
2023,한림초등학교,교수학습기자재(실물화상기) 구입,2023-03-06,1140000,1인수의,제주지방조달청,(전수)
2023,곽금초등학교,1학기 과학 실험준비물 구입,2023-03-06,2797200,1인수의,제주교육미디어,(전수)
2023,제주중학교,2학년 교실 창문 안전 필름 설치,2023-03-06,1320000,1인수의,자작나무,(전수)
2023,함덕고등학교,인쇄용지 구입,2023-03-06,2440000,1인수의,제주특별자치도장애인생산품판매시설,(전수)
2023,서광초등학교,악기 소모품 (튜너기 외 4종)구입,2023-03-06,1064000,1인수의,코스모스악기제주점,(전수)
2023,삼양초등학교,[가상계좌_나라장터] 잉크젯 프린터 구입,2023-03-06,1250000,1인수의,제주지방조달청,(전수)
2023,우도중학교,상담실 추가 조명 설치비 지급,2023-03-06,1628000,1인수의,정현전력주식회사,(전수)
2023,흥산초등학교,2023학년도 유치원 텔레비전 구입,2023-03-06,1259000,1인수의,제주지방조달청,(전수)
2023,구엄초등학교,사랑반 바닥 장판 구입설치,2023-03-06,1210000,1인수의,나이테산업,(전수)
2023,조천초등학교,과학실험실습 재료 구입,2023-03-06,2089100,1인수의,제주교육미디어,(전수)
2023,대정여자고등학교,2023학년도 한국검인정교과서협회 교사용 지도서 대금 지급,2023-03-06,3318000,1인수의,사단법인 한국검인정교과서협회,(전수)
2023,서귀포고등학교,생확기록부 암호화 및 프로그램 업그레이드 작업비 지급,2023-03-06,1540000,1인수의,김형석(두루시스템),(전수)
2023,삼성초등학교,유치원 교육과정 학습준비물 구입,2023-03-06,2459780,1인수의,신동아문구 시청점,(전수)
2023,삼양초등학교,병설유치원 사무공간 바닥난방 전기공사비 지출,2023-03-06,2519000,1인수의,정현전력주식회사,(전수)
2023,제주여자상업고등학교,실별 토너 및 포토용지 구입,2023-03-06,2415000,1인수의,밝은미래Net,(전수)
2023,한국뷰티고등학교,2023학년도 독서기록장 제작 구입,2023-03-06,1050000,1인수의,열린출판기획,(전수)
2023,제주제일중학교,보건실 의약품(소화효소제 외) 구입,2023-03-06,2070100,1인수의,(주)이메딕팜넷,(전수)
2023,표선초등학교,2023학년도 유치원 신학기 물품(유치원가방 외 1종) 구입,2023-03-06,1550400,1인수의,아이동네,(전수)
2023,한라중학교,학생증 소모품 및 악세서리 구입(아크릴케이스 외),2023-03-06,2260500,1인수의,포인트,(전수)
2023,한라중학교,진입로 하수관 보수 공사 및 고압세척 실시,2023-03-06,4070000,1인수의,태원크린산업,(전수)
2023,서귀포여자고등학교,인쇄실 복사용지 구입,2023-03-06,2665000,1인수의,제주특별자치도 장애인생산품판매시설,(전수)
2023,영평초등학교,유치원 사무용품 구입,2023-03-06,1191900,1인수의,아이꿈터제주점,(전수)
2023,제주여자상업고등학교,2023학년도 교사용 교과서 및 지도서 구입,2023-03-06,1552640,1인수의,삼양교육,(전수)
2023,제주중학교,2023학년도 창의적체험활동 및 자유학기 운영을 위한 활동 노트 제작,2023-03-06,1800000,1인수의,디자인오투출판,(전수)
2023,화북초등학교,복사용지 구입,2023-03-06,1233000,1인수의,제주특별자치도 장애인생산품판매시설,(전수)
2023,제주북초등학교,김영수도서관 정기간행물 구독,2023-03-06,2596700,1인수의,(주)나이스북,(전수)
2023,하귀일초등학교,과학 교과교육활동 물품(열전구스탠드 외 36종) 구입,2023-03-06,1957900,1인수의,제주교육미디어,(전수)
2023,아라초등학교,학급 프린터 잉크 구입,2023-03-06,1409000,1인수의,(주)대성정보기술,(전수)
2023,서귀중앙초등학교,꽃멀티네임텍 외 7종 교육운영 재료비 구입,2023-03-06,2939500,1인수의,제주교재사,(전수)
2023,서귀중앙초등학교,스케치북 외 20종 교육운영 재료 구입,2023-03-06,4603000,1인수의,오피스디포서귀포점주식회사,(전수)
2023,아라중학교,아라중학교 현관 출입문 상단 및 시계탑 하단 현판 교체,2023-03-06,3135000,1인수의,제스트광고디자인,(전수)
2023,아라중학교,인쇄용지 구입,2023-03-06,1015000,1인수의,제주특별자치도 장애인생산품판매시설,(전수)
2023,제주영지학교,시설물 유지 보수 용품 구입,2023-03-06,2500000,1인수의,한영종합상사,(전수)
2023,중문초등학교,교실 프린터 잉크 구입,2023-03-06,1830000,1인수의,주식회사 해피넷,(전수)
2023,광령초등학교,1학년 북스타트 도서(교육과정 연계도서) 구입,2023-03-06,1147500,1인수의,(주)한라서적타운,(전수)
2023,가마초등학교,교장실 기존 창호 철거 및 이중창호로 교체,2023-03-06,3938000,1인수의,문 캐노피아,(전수)
2023,서귀중앙여자중학교,2023학년도 관계형성 중심의 새학기 적응프로그램 운영 물품(플로터 용지 ...,2023-03-06,1354000,1인수의,(주)코리아정보,(전수)
2023,제주남초등학교,학교 폐기물 처리,2023-03-06,1028800,1인수의,보람환경,(전수)
2023,노형중학교,과학교과 활동을 위한 재료 구입,2023-03-06,1498600,1인수의,미래과학,(전수)
2023,제주서초등학교,6학년 같은 책 읽고 생각 나누기 도서 구입,2023-03-06,1287900,1인수의,문예서점,(전수)
2023,삼양초등학교,인쇄실 복사용지 구입,2023-03-06,1550000,1인수의,제주특별자치도장애인생산품판매시설,(전수)
2023,아라초등학교,체육 수업 및 뉴스포츠 활동에 필요한 물품 구입,2023-03-06,3390000,1인수의,스포츠마켓,(전수)
2023,서귀포여자중학교,3학년 교실 및 2학년 교무실 화이트보드 구입,2023-03-06,1320000,1인수의,중앙교재상사,(전수)
2023,하귀일초등학교,(카드) 유치원 놀이중심 재료 및 환경자료(종이접기 책 외 17종) 구입,2023-03-06,1158000,1인수의,이케이 주식회사,(전수)
2023,신제주초등학교,(원인)2023학년도 학교도서관 정기간행물 구입,2023-03-06,1056400,1인수의,주식회사 나이스북,(전수)
2023,광령초등학교,2023학년도 1학기 2학년 학습준비물(흑켄트지 외 15종) 구입,2023-03-05,1500000,1인수의,주식회사 신동아문구,(전수)
2023,광령초등학교,2023학년도 1학기 3학년 학습준비물(정부화일 외 24종) 구입,2023-03-05,1442420,1인수의,주식회사 신동아문구,(전수)
2023,신광초등학교,2023학년도 유치원 신입생 입학 축하 선물 구입,2023-03-04,6743000,1인수의,제주아라교육,(전수)
2023,귀일중학교,석면제거공사에 따른 도서관 도서 정리용역비 지급,2023-03-04,1100000,1인수의,신일이사화물,(전수)
2023,제주영지학교,2023학년도 신문 구독,2023-03-03,1080000,1인수의,"조선일보, 제주신보, 한라일보, 한겨레, 아라센터",(전수)
2023,제주고등학교,2023학년도 천연잔디야구장 유지관리 용역 실시,2023-03-03,15995000,1인수의,녹색미래잔디연구소,(전수)
2023,구엄초등학교,역사관 게시판 및 타이틀 작업 실시,2023-03-03,2100000,1인수의,주식회사 디자인에이알,(전수)
2023,하원초등학교,교장실 안내판 설치,2023-03-03,1295000,1인수의,로드디자인,(전수)
2023,온평초등학교,[g2b] 2023학년도 교육환경개선위한 교사용 의자 구입,2023-03-03,1000840,1인수의,제주지방조달청,(전수)
2023,외도초등학교,외도축구부 훈련용 의류 구입(유니폼외),2023-03-03,4080000,1인수의,제이에스스포츠,(전수)
2023,서귀포여자중학교,교무실 교사용 책상 및 의자 구입[조달],2023-03-03,4619500,1인수의,제주지방조달청,(전수)
2023,제주영지학교,(조달) 모듈러 교실 학생용 책걸상 구입,2023-03-03,3094960,1인수의,제주지방조달청,(전수)
2023,남녕고등학교,남녕고등학교 육류 소액수의,2023-03-03,20088500,입찰,제주경성유통,(전수)
2023,영주고등학교,2023.03월 영주고등학교 과일류 식재료 견적요청(변경),2023-03-03,3386400,1인수의,일도청과,(전수)
2023,애월고등학교,"현관 발판매트(본관동,교실동)교체 및 설치",2023-03-03,4500000,1인수의,(주)아이엠코리아,(전수)
2023,효돈초등학교,프린터 잉크 및 복사기 토너 구입,2023-03-03,1843000,1인수의,주식회사 해피넷,(전수)
2023,온평초등학교,[s2b]2023학년도 IB교육 프로그램 운영을 위한 의자 구입,2023-03-03,1584000,1인수의,손바닥쇼핑,(전수)
2023,효돈초등학교,유치원 입학 선물(체육복외) 구입,2023-03-03,2812200,1인수의,제주아라교육,(전수)
2023,효돈초등학교,유치원 원격 놀이꾸러미 및 3월 학습준비물 구입,2023-03-03,2322000,1인수의,행복한교육,(전수)
2023,제주영지학교,(조달) 정보화기기(데스크톱컴퓨터 외) 구입,2023-03-03,10438430,1인수의,제주지방조달청,(전수)
2023,제주중학교,2023. 3월 제주중학교 육류 식재료 구입,2023-03-03,5952400,1인수의,주식회사 비엔에이치푸드,(전수)
2023,제주중학교,2023. 3월 제주중학교 수산물류 식재료 구입,2023-03-03,1908500,1인수의,제주씨푸드`,(전수)
2023,제주동중학교,제주동중학교 체육관 개축에 따른 물품이설 용역,2023-03-03,3669000,1인수의,새시대운수,(전수)
2023,제주외국어고등학교,2학년 영어 수업 도서 구입,2023-03-03,1315130,1인수의,예스이십사(주),(전수)
2023,제주외국어고등학교,3학년 영어 원서 구입,2023-03-03,1149400,1인수의,예스이십사(주),(전수)
2023,아라초등학교,(카드)입학식 선물 구입(쿠키),2023-03-03,1200000,1인수의,테오도라,(전수)
2023,대정초등학교,(카드)2023학년도 유치원 학습 준비물 구입,2023-03-03,1133600,1인수의,이케이 주식회사,(전수)
2023,중문초등학교,[조달]교사연구실 캐비닛 구입,2023-03-03,1201200,1인수의,조달청(중문초),(전수)
2023,한라초등학교,[카드]2023학년도 5학년 평화교실 물품(학급 티셔츠) 구입,2023-03-03,4183200,1인수의,티마케팅,(전수)
2023,백록초등학교,2023학년도 유치원 입학식 실시에 따른 행사 물품 구입(원가방),2023-03-03,2088000,1인수의,(주)지니어스박스,(전수)
2023,우도중학교,[카드] 상담실 tv 구입,2023-03-03,3280000,1인수의,삼성전자판매(주),(전수)
2023,광양초등학교,유치원 3월 놀이교재외 구입(누뿔 2단계외 ),2023-03-03,2060800,1인수의,제주아라교육,(전수)
2023,이도초등학교,(유)학급운영(스머프메모리외 38종)물품 구입,2023-03-03,4310300,1인수의,이케이주식회사,(전수)
2023,중문초등학교,유치원 유아 가방 및 체육복 구입,2023-03-03,4513500,1인수의,제주보육사,(전수)
2023,온평초등학교,[g2b] 2023학년도 IB교육 프로그램 운영을 위한 영어체험실 책걸상 구입,2023-03-03,2633400,1인수의,제주지방조달청,(전수)
2023,효돈중학교,화재수신기 교체,2023-03-03,1502600,1인수의,주식회사 우림소방,(전수)
2023,한라중학교,[G2B]학교 근무환경에 필요한 물품 구입(컴퓨터),2023-03-03,1805600,1인수의,제주지방조달청,(전수)
2023,우도중학교,행정실 운영 물품 구입,2023-03-03,1200000,1인수의,주식회사대진코스탈,(전수)
2023,제주여자상업고등학교,비둘기 퇴치용 그물망 등 설치,2023-03-03,4400000,1인수의,우일건축,(전수)
2023,수산초등학교,학교 교화 및 교목 안내판 제작,2023-03-03,1100000,1인수의,디자인프렌즈,(전수)
2023,영평초등학교,조달) 5학년 협의실 정보화기기 컴퓨터 구입,2023-03-03,3591200,1인수의,주식회사 엠텍정보,(전수)
2023,애월고등학교,"연못 방수 공사(본관동, 도서관 옆)",2023-03-03,1559000,1인수의,주식회사 조이건설,(전수)
2023,애월고등학교,체육관 양변기 및 소변기 교체 공사,2023-03-03,1541000,1인수의,주식회사 조이건설,(전수)
2023,애월고등학교,미술관 여자화장실 보수공사,2023-03-03,1969000,1인수의,주식회사 조이건설,(전수)
2023,한동초등학교,학교도서관 환경개선 및 현대화 사업(서가 재배치 및 도서 정리) 용역 실시,2023-03-03,1500000,1인수의,주식회사 디엘에스(DLS),(전수)
2023,제주서중학교,[G2B] 학생부실 복사기 구입,2023-03-03,3465000,1인수의,한국휴지필름비즈니스이노베이션 주식회사,(전수)
2023,서귀북초등학교,학교 화단 정비 계절화( 메리골드 외 4종) 구입 및 식재,2023-03-03,3900000,1인수의,그린힐(주),(전수)
2023,평대초등학교,체육관 릴조명등 교체,2023-03-03,1496000,1인수의,주식회사 고운,(전수)
2023,대흘초등학교,유치원 입학을 위한 가방 및 활동복 구입,2023-03-03,3289500,1인수의,제주아라교육,(전수)
2023,서귀중앙여자중학교,우천 시 교내 안전 용품(현관매트) 구입,2023-03-03,2175000,1인수의,금성스쿨,(전수)
2023,신광초등학교,2023학년도 유치원 원격수업 대비 1차 놀이꾸러미 재료 구입,2023-03-03,3541600,1인수의,신동아문구 시청점,(전수)
2023,애월초등학교,학교 화단 환경조성 조경 식재 구입,2023-03-03,4350000,1인수의,연하조경,(전수)
2023,광령초등학교,화장실용 점보롤화장지 외 1종 구입,2023-03-03,1057500,1인수의,제주특별자치도 장애인생산품판매시설,(전수)
2023,표선초등학교,모듈러교실 방염블라인드 제작,2023-03-03,1900000,1인수의,서귀포이불,(전수)
2023,귀일중학교,교무실 이동식파일서랍(책상 보조 서랍) 구입,2023-03-03,1160000,1인수의,(주)월드퍼니처,(전수)
2023,제주여자중학교,2-6반교실 TV 파손으로 인한 구입비 지출,2023-03-03,1190000,1인수의,제주지방조달청,(전수)
2023,한동초등학교,학교도서관 환경개선 및 현대화 사업(데크작업) 공사 실시,2023-03-03,3499100,1인수의,(주)씨엔케이디자인,(전수)
2023,제주고등학교,학교운동부 야구부 훈련용품(유니폼) 구입,2023-03-03,7480000,1인수의,야수베이스볼,(전수)
2023,한림초등학교,2023학년도 유치원 학습준비물 구입(텀블러 외 6종),2023-03-03,1740400,1인수의,아이꿈터,(전수)
2023,영주고등학교,3학년 교무실 화이트보드 게시판 제작,2023-03-03,1300000,1인수의,제이앤디자인,(전수)
2023,월랑초등학교,2023학년도 1학기(1차분) 과학 실험실습재료 구입,2023-03-03,1809600,1인수의,제주교육미디어,(전수)
2023,무릉중학교,2023학년도 유치원 유아용 활동 물품 구입,2023-03-03,1258000,1인수의,제주아라교육,(전수)
2023,서귀북초등학교,무인경비 시스템 복구 작업,2023-03-03,1309000,1인수의,에스케이쉴더스(주),(전수)
2023,김녕초등학교,(동복분교장) (S2B) 방과후학교 운영을 위한 디지털 피아노 구입,2023-03-03,4455000,1인수의,코스모스악기제주점,(전수)
2023,신성여자고등학교,교실환경 개선에 따른 데스크탑 및 모니터 구입,2023-03-03,6053600,1인수의,제주지방조달청,(전수)
2023,의귀초등학교,전기 온수기 및 교실 책상 하단 가림판 등 구입,2023-03-03,1640000,1인수의,태경이엔씨 주식회사,(전수)
2023,표선고등학교,2023학년도 New Start IB Camp 진로프로그램 교재구입비 및 교구임대료 지급,2023-03-03,2184000,1인수의,에듀인플랫폼,(전수)
2023,대정여자고등학교,2023 진로진학설계 포트폴리오 책자 제작,2023-03-03,2240000,1인수의,성민출판사,(전수)
2023,귀일중학교,2023학년도 꿈끼이음123교육과정 자유학기제 안내 프로그램 운영 물품(신 ...,2023-03-03,1100000,1인수의,하늘출판인쇄,(전수)
2023,한천초등학교,"행정실, 각 학년협의실 복사용지 및 교실 화장지 구입",2023-03-03,1732000,1인수의,제주특별자치도장애인생산품판매시설,(전수)
2023,인화초등학교,유치원 활동준비물 구입(체육복외),2023-03-03,4953600,1인수의,아이동네,(전수)
2023,인화초등학교,유치원 활동준비물(네임스티커외) 구입,2023-03-03,1294800,1인수의,아이꿈터,(전수)
2023,제주서초등학교,과학실험실습재료(라텍스장갑 외 47종) 구입,2023-03-03,3263900,1인수의,제주교육미디어,(전수)
2023,제주동초등학교,유치원 입학식 행사용품 구입(교실장식품 외 4종),2023-03-03,1232000,1인수의,오누,(전수)
2023,도평초등학교,옥상 급수펌프 및 2층 화장실 전기 온수기 교체,2023-03-03,2244000,1인수의,제주건축설비,(전수)
2023,도평초등학교,과학실험 재료비 구입(여러가지 조개몰드(케이스부) 외 28종),2023-03-03,1303000,1인수의,제주교육미디어,(전수)
2023,백록초등학교,6-1 교실 TV 구입,2023-03-03,2073000,1인수의,제주지방조달청,(전수)
2023,백록초등학교,2023학년도 교실환경정리용품 구입,2023-03-03,3500000,1인수의,(주)인천문화당,(전수)
2023,대정초등학교,유치원 학습준비물 구입,2023-03-03,1473800,1인수의,아이꿈터,(전수)
2023,대정초등학교,2023학년도 유치원 입학 선물 구입,2023-03-03,3505000,1인수의,제주보육사,(전수)
2023,대정초등학교,2023학년도 1학생 1악기 연주 활성화를 위한 악기 구입(방과후),2023-03-03,1940000,1인수의,제이뮤직,(전수)
2023,동홍초등학교,2023학년도 1학기 실험실습재료(1차) 구입,2023-03-03,2680000,1인수의,미래과학,(전수)
2023,서귀북초등학교,유치원 진입로 탄성포장재 작업,2023-03-03,2666400,1인수의,필드스포츠,(전수)
2023,서귀북초등학교,하수구 소통 작업,2023-03-03,1298000,1인수의,긴급수도설비,(전수)
2023,제주고등학교,창업지원센터 전화케이블 설치,2023-03-03,3300000,1인수의,태광통신주식회사,(전수)
2023,제주고등학교,플로터 소모품 구입,2023-03-03,1100000,1인수의,(주)대성정보기술,(전수)
2023,신제주초등학교,(원인)2023학년도 유치원 사무용품 구입(수정테이프 등),2023-03-03,1353020,1인수의,주식회사 신동아문구,(전수)
2023,신제주초등학교,(원인)2023학년도 유치원 유아 도서 구입,2023-03-03,1373400,1인수의,(주) 한라서적타운,(전수)
2023,북촌초등학교,(유치원)유치원 가방 및 체육복 구입,2023-03-03,1586500,1인수의,제주아라교육,(전수)
2023,삼양초등학교,신입유아물품(가방 및 체육복) 구입,2023-03-03,7478400,1인수의,제주아라교육,(전수)
2023,성산고등학교,수영장 순환 펌프 교체,2023-03-03,3410000,1인수의,예스펌프모터,(전수)
2023,남광초등학교,교무실 복합기 토너 및 프린터 잉크 구입,2023-03-03,1168000,1인수의,주식회사엠비에스,(전수)
2023,신산중학교,(초)2023학년도 1학기 과학 실험 재료(거름종이 외) 구입,2023-03-03,1354750,1인수의,제주교육미디어,(전수)
2023,한림초등학교,2023학년도 유치원 학습준비물 구입(가방),2023-03-03,1215000,1인수의,제주아라교육,(전수)
2023,장전초등학교,통학버스 위치알림서비스 NFC카드 구입,2023-03-03,1100000,1인수의,(주) 웰티즌,(전수)
2023,제주동여자중학교,인쇄 및 복사용지 구입,2023-03-03,3160000,1인수의,제주특별자치도장애인생산품판매시설,(전수)
2023,효돈중학교,본관 복도바닥 타일보수,2023-03-03,1988000,1인수의,성용종합공사,(전수)
2023,함덕고등학교,보건실 약품 및 소모품 구입(콜드연진 캡슐 외44종),2023-03-03,1112100,1인수의,오렌지팜(주),(전수)
2023,도련초등학교,2023 유치원 찾아오는 마술공연 실시,2023-03-03,1000000,1인수의,제주마술아카데미,(전수)
2023,도련초등학교,2023 유치원 교과활동 재료 구입(물병 외),2023-03-03,1706080,1인수의,아이꿈터제주점,(전수)
2023,애월고등학교,고교학점제 운영 리로스쿨 프로그램 구입,2023-03-03,5500000,1인수의,주식회사 리로소프트,(전수)
2023,삼양초등학교,겸용교실 가구 필름취부 및 방과후휴게실 씽크대 설치비 지출,2023-03-03,4000000,1인수의,(주)이수디자인,(전수)
2023,서귀서초등학교,2023학년도 유치원 입학식에 따른 선물(가방 외) 구입,2023-03-03,2597400,1인수의,제주아라교육,(전수)
2023,납읍초등학교,과학실험재료 구입,2023-03-03,1019800,1인수의,제주교육미디어,(전수)
2023,대정여자고등학교,별관동 자기 주도학습실 블라인드 설치,2023-03-03,1800000,1인수의,파티나홈,(전수)
2023,제주동초등학교,"유치원 학습준비물(체육복, 가방) 구입",2023-03-03,6236000,1인수의,제주보육사,(전수)
2023,서귀북초등학교,냉난방기 실내기 종합세척 용역,2023-03-03,9860000,1인수의,엠씨(MC) 시스템,(전수)
2023,서귀북초등학교,별관 복도 도장 작업,2023-03-03,2400000,1인수의,신제주기업,(전수)
2023,흥산초등학교,2층 장애인화장실 자동문 수리,2023-03-03,1100000,1인수의,(주)명성자동문,(전수)
2023,조천초등학교,잉크 및 정보화 소모품 구입,2023-03-03,1145000,1인수의,(주)대성정보기술,(전수)
2023,물메초등학교,2023 학급 환경 정리 물품 구입,2023-03-03,1800000,1인수의,주식회사 신동아문구,(전수)
2023,신성여자고등학교,학급증설에 따른 본교무실 책상 및 의자 구입,2023-03-03,6420000,1인수의,다산가구,(전수)
2023,제주고등학교,2023학년도 교사용 검인정 교과서 및 지도서 구입,2023-03-03,2487640,1인수의,주주교과서,(전수)
2023,제주중학교,본관동 건물 일부 도색 공사,2023-03-03,1399100,1인수의,열린장식,(전수)
2023,한라중학교,교내 화장실 화장지 및 핸드타올 구입,2023-03-03,1297500,1인수의,에코소랑,(전수)
2023,도련초등학교,2023 유치원 교육과정 활동재료 구입,2023-03-03,2083070,1인수의,신동아문구 시청점,(전수)
2023,도평초등학교,"2023학년도 1,2학년 북스타트 도서 구입(호랭떡집 외 47종)",2023-03-03,2351250,1인수의,노형서적,(전수)
2023,아라중학교,사무용품(코팅지 외 21종) 구입,2023-03-03,1018900,1인수의,주식회사신동아문구,(전수)
2023,일도초등학교,유치원 신학기 학습준비물 구입비 지출,2023-03-03,1632000,1인수의,주식회사 신동아문구,(전수)
2023,귀일중학교,교무실 책상 및 이동식파일서랍 구입,2023-03-03,2664000,1인수의,(주)월드퍼니처,(전수)
2023,귀일중학교,교무실 사무용의자 구입,2023-03-03,2200000,1인수의,하나미산업,(전수)
2023,월랑초등학교,복사용지 구입,2023-03-03,1650000,1인수의,제주특별자치도장애인생산품판매시설,(전수)
2023,제주제일고등학교,"(카드) 본교무실, 학년교무실(1학년, 2학년) 커피머신 구입",2023-03-03,1420430,1인수의,지마켓글로벌 유한책임회사/옥션,(전수)
2023,남광초등학교,다목적강당(체육관) 수리공사에 따른 컨테이너 임대,2023-03-02,2860000,1인수의,명산콘테이너,(전수)
2023,제주영송학교,"제주영송학교 본관동, 혜당관 및 영송관 소방설비개선 스프링클러시설 ...",2023-03-02,31453000,2인이상수의,(주)청운엔지니어링,(전수)
2023,영주고등학교,1학년교무실 비품 구입,2023-03-02,1331000,1인수의,제주누림사무가구,(전수)
2023,조천초등학교,시청각실 바닥 슬로프 평탄 공사 실시,2023-03-02,1985000,1인수의,제주건축,(전수)
2023,곽금초등학교,곽금초등학교 쌀 및 친환경식품류 2023년 03월분 식재료 구입,2023-03-02,2281390,1인수의,참맑은영농조합법인,(전수)
2023,곽금초등학교,곽금초등학교 육류 식재료 3월 구매 내역,2023-03-02,1324870,1인수의,주식회사 수덕,(전수)
