회계연도,기관명,계약방법,구분,계약명,계약일,계약금액,계약상대자,키워드
2026,인천석정초등학교,1인수의,물품,2026학년도 디지털 선도학교 2차 에듀테크(우리반관계읽기) 구입,2026-05-13,3000000,(주)퓨전소프트,에듀테크
2026,인천석정초등학교,1인수의,물품,2026학년도 디지털 선도학교 2차 에듀테크(초등AI코스웨어) 구입,2026-05-13,561600,주식회사 디엔소프트,에듀테크
2026,인천석정초등학교,1인수의,물품,2026학년도 디지털 선도학교 2차 에듀테크(토도한글) 구입,2026-05-13,756000,주식회사 에누마코리아,에듀테크
2026,인천청람초등학교,1인수의,물품,학생 수업을 위한 에듀테크 구입,2026-05-13,1236000,(주)아이스크림미디어,에듀테크
2026,인천용학초등학교,1인수의,물품,AI 중점학교 교육과정 수업지원 에듀테크(띵커벨) 구독,2026-05-13,240000,(주)아이스크림미디어,에듀테크
2026,인천해원초등학교,1인수의,물품,[BC]AI디지털 활용 선도학교 에듀테크 구입(클래시파이)비 지급,2026-05-12,195500,(주)아이스크림미디어,에듀테크
2026,부평동중학교,1인수의,물품,2026학년도 에듀테크 교육용 콘텐츠 및 기기 구입비용 지출,2026-05-11,656880,주식회사 지마켓,에듀테크
2026,인천석정초등학교,1인수의,물품,2026학년도 디지털 선도학교 2차 에듀테크(클래스툴) 구입,2026-05-11,75000,(주)아이스크림몰,에듀테크
2026,인천동암초등학교,1인수의,용역,AI 디지털 선도학교 운영-에듀테크 소프트웨어 구입계약,2026-05-11,6220500,(주)아이젠테크,에듀테크
2026,만성중학교,1인수의,물품,에듀테크부 전산 소모품 구입,2026-05-11,84000,성지아이엔씨,에듀테크
2026,인천청람중학교,1인수의,용역,에듀테크 활용 수업을 위한 소프트웨어 구입[스노클],2026-05-11,250000,주식회사 오늘배움,에듀테크
2026,인천청람중학교,1인수의,용역,에듀테크 활용 수업을 위한 소프트웨어 구입[ZEP],2026-05-11,1200000,ZEP(zep),에듀테크
2026,인천청람중학교,1인수의,용역,에듀테크 활용 수업을 위한 소프트웨어 구입[플랭스쿨],2026-05-11,2500000,주식회사 플랭,에듀테크
2026,인천석정초등학교,1인수의,물품,2026학년도 디지털 선도학교 2차 에듀테크 구입,2026-05-11,1200000,(주)아이스크림몰,에듀테크
2026,인천석정초등학교,1인수의,물품,2026학년도 디지털 선도학교 2차 에듀테크(구글 및 상태창) 구입,2026-05-11,890000,청해멀티샵,에듀테크
2026,인천바이오과학고등학교,1인수의,물품,[AI디지털] AI 디지털 활용 교육을 위한 에듀테크 도구 소프트웨어 프로그램(코들 외),2026-05-11,6884500,주식회사 아이젠테크,에듀테크
2026,인천동암초등학교,1인수의,용역,AI 디지털 선도학교 운영을 위한 코스웨어 및 에듀테크 구입,2026-05-08,2578000,주식회사 비주얼캠프,에듀테크
2026,인천후정초등학교,1인수의,물품,AI에듀테크 구입,2026-05-08,550000,주식회사 제로엑스플로우,에듀테크
2026,인천서면초등학교,1인수의,물품,에듀테크 활용교육 소모품 구입비(건전지),2026-05-08,27480,지마켓,에듀테크
2026,인천청람중학교,1인수의,용역,에듀테크 활용 수업을 위한 소프트웨어 구입[마타수학],2026-05-08,3600000,마타에듀 주식회사,에듀테크
2026,검단중학교,1인수의,물품,업무용 에듀테크 계정 구입( s2b),2026-05-08,167000,사자곰,에듀테크
2026,검단고등학교,1인수의,물품,정보과 에듀테크 소프트웨어 사용권 구입비 지급,2026-05-08,289400,지마켓글로벌 유한책임회사,에듀테크
2026,인천해송고등학교,2인이상수의,물품,AI·디지털 활용 선도학교 운영을 위한 에듀테크S/W(패들렛) 구매 계약,2026-05-07,470000,153솔루션,에듀테크
2026,인천바이오과학고등학교,1인수의,물품,[AI디지털] AI 디지털 활용 교육을 위한 에듀테크 도구(투닝) 구입비 지급,2026-05-07,1039000,(주)다날,에듀테크
2026,인천연일학교,1인수의,물품,AI·디지털 활용 선도학교 에듀테크(피치서가) 구독,2026-05-07,3024000,사단법인 피치마켓,에듀테크
2026,인천석정초등학교,1인수의,물품,2026학년도 디지털 선도학교 및 디지털 튜터 1차 에듀테크 구입,2026-05-06,3000000,주식회사 젭,에듀테크
2026,인천청람중학교,1인수의,용역,[AI디지털 활용 선도학교][학교장터] 에듀테크 활용 수업을 위한 소프트웨어 구입[이음AI,2026-05-06,3864000,(주)화이트소프트,에듀테크
2026,인천연일학교,1인수의,물품,AI·디지털 활용 선도학교 에듀테크(코드모스) 구독(S2B),2026-05-06,800000,주식회사 로지브라더스,에듀테크
