계약번호,구분,계약명,계약일,금액,수요기관,학교코드,급별,시도,상세URL,학교명,업체명
R26TE16361208,기술용역,2026학년도 AI  정보교육수업 찾아가는 AI 창의융합체험 프로그램 용역 계약,,2750000,서울특별시교육청 서울특별시강동송파교육지원청 서울위례솔초등학교,7130270,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02029143&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,서울위례솔초등학교,주식회사 클래스포에듀
R26TE16362693,기술용역,2026학년도 1학기 AI 중점학교 학생 프로그램 용역 계약,2026-07-02,10000000,경기도교육청 경기도화성오산교육지원청 능동중학교,7679103,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02027788&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,능동중학교,주식회사 에이피스
R26TE16381348,기술용역,상암고등학교 AI 융합교육 공간 구축 및 직업거점학교 진로교육실 구축 공사 감리용역,2026-07-06,2950000,서울특별시교육청 상암고등학교,7010806,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02032507&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,상암고등학교,(주)건축사사무소도담플러스
R26TE16381764,기술용역,신정중학교 AI정보교육 프로그램 운영 계약 체결 ,2026-07-03,8190000,울산광역시강남교육청 신정중학교,7501015,중학교,울산광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02030595&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,신정중학교,주식회사 어썸스쿨
R26TE16382272,기술용역,협약대학 연계 미래 모빌리티 AI진로체험 임차 계약,2026-07-06,1360000,경기도교육청 성남고등학교,7531291,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02018752&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,성남고등학교,뉴한솔고속(주)
R26TE16382440,기술용역,2026학년도 전교 학생자치회 임원 AI리더십 캠프 전세버스 임차 용역,,1700000,인천광역시교육청 한국주얼리고등학교,7310454,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02032740&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,한국주얼리고등학교,주식회사 화이트투어
R26TE16382579,기술용역,2026학년도 AI  정보교육수업 찾아가는 AI 창의융합체험 프로그램 용역 계약,,2750000,서울특별시교육청 서울특별시강동송파교육지원청 서울위례솔초등학교,7130270,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02029143&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,서울위례솔초등학교,주식회사 클래스포에듀
R26TE16383461,기술용역,2026학년도 김포호수초 6학년 코딩수업운영 용역계약,2026-03-31,5040000,경기도교육청 경기도김포교육지원청 김포호수초등학교,7771136,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01685187&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,김포호수초등학교,다인교육
R26TE16383461,기술용역,2026학년도 김포호수초 6학년 코딩수업운영 용역계약,2026-03-31,5040000,김포호수초등학교,7771136,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01685187&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,김포호수초등학교,다인교육
R26TE16383791,기술용역,2026년 홍성중학교 'AI와 함께하는 상상플러스 문학체험' 및 1학년 자유학기제 대학연계 진로체험 학생수송차량 임차용역,2026-07-06,1100000,충청남도홍성교육청 홍성중학교,8261012,중학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02032350&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,홍성중학교,(주)통일고속관광
R26TE16384033,기술용역,2026학년도 전교 학생자치회 임원 AI리더십 캠프 전세버스 임차 용역,,1700000,인천광역시교육청 한국주얼리고등학교,7310454,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02032740&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,한국주얼리고등학교,주식회사 화이트투어
R26TE16384734,기술용역,2026년 마루고등학교 인공지능 미래 직업탐색 프로그램 용역 계약,2026-07-06,5733000,경기도교육청 마루고등학교,7531603,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02029622&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,마루고등학교,주식회사 어썸스쿨
R26TE16384764,기술용역,상암고등학교 AI 융합교육 공간 구축 및 직업거점학교 진로교육실 구축 공사 감리용역,2026-07-06,2950000,서울특별시교육청 상암고등학교,7010806,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02032507&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,상암고등학교,(주)건축사사무소도담플러스
R26TE16385778,기술용역,토평중학교 AI 디지털 선도학교 교사연수 차량운행 용역 계약,2026-06-18,550000,경기도남양주교육청 토평중학교,7652129,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01980792&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,토평중학교,주식회사 그린고속관광 (남양주지점)
R26TE16386007,기술용역,2026 미래기술인재 양성을 위한 AI 인공지능 캠프 위탁,2026-07-06,2826000,충청남도교육청 논산여자상업고등학교,8140152,고등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02033550&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,논산여자상업고등학교,제일교육
R26TE16386781,기술용역,시흥매화고 ai 하네스 수학 프로젝트 프로그램 체험 용역 계약,2026-07-06,1500000,경기도교육청 시흥매화고등학교,7530898,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02027890&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,시흥매화고등학교,주식회사 어썸스쿨
R26TE16387011,기술용역,양포초등학교 AI융합형 교육실 구축을 위한 환경개선공사 설계용역 계약,2026-07-06,4299000,경상북도구미교육청 양포초등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02033812&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,양포초등학교,건축사사무소 다함
R26TE16387247,기술용역,2026년 백암고 AI창업 캠프 운영 용역 계약,2026-07-06,6720000,경기도교육청 백암고등학교,7530650,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02027245&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,백암고등학교,렛츠 챌린지
R26TE16388106,기술용역,2026학년도 오산 AI 코딩교육 프로그램 운영 계약,2026-07-06,6600000,경기도교육청 경기도화성오산교육지원청 오산원일초등학교,7679086,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02033853&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,오산원일초등학교,주식회사 브레인스파크
R26TE16388127,기술용역,AI 정보 리터러시 교육 프로그램 운영 용역 계약,2026-07-03,7037360,경기도교육청 화정고등학교,7530138,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02027599&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,화정고등학교,주식회사 휴몬랩
R26TE16388139,기술용역,"2026학년도 1,2학년 AI 역량강화캠프 운영 용역 계약",2026-07-03,3250000,경기도교육청 발안바이오과학고등학교,7530904,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02028008&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,발안바이오과학고등학교,주식회사 어썸스쿨
R26TE16388392,기술용역,양포초등학교 AI융합형 교육실 구축을 위한 환경개선공사 설계용역 계약,2026-07-06,4299000,경상북도구미교육청 양포초등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02033812&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,양포초등학교,건축사사무소 다함
R26TE16388987,기술용역,2026학년도교원읽걷쓰AI프로젝트『AI에듀스페이스탐방워크숍』버스임차,2026-07-07,650000,인천광역시교육청 인천생활과학고등학교,7310193,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02032889&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,인천생활과학고등학교,신인천관광(주)
R26TE16390191,기술용역,2026학년도 우정초(화성시) AI 에듀테크 교구 구입,2026-03-25,18676000,경기도화성교육청 우정초등학교,7679050,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01666975&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,우정초등학교,참다솜 주식회사
R26TE16390197,기술용역,2026학년도 오산 AI 코딩교육 프로그램 운영 계약,2026-07-06,6600000,경기도교육청 경기도화성오산교육지원청 오산원일초등학교,7679086,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02033853&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,오산원일초등학교,주식회사 브레인스파크
R26TE16390963,기술용역,2026학년도 AI중점학교 프로그램(신산업 인공지능 진로체험) 운영,2026-07-06,3500000,세종특별자치시교육청 집현중학교,9300311,중학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034768&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,집현중학교,퓨쳐캔버스 주식회사
R26TE16390963,기술용역,2026학년도 AI중점학교 프로그램(신산업 인공지능 진로체험) 운영,2026-07-06,3500000,집현중학교,9300311,중학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034768&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,집현중학교,퓨쳐캔버스 주식회사
R26TE16391803,기술용역,AI페스티벌 프로그램 운영 계약,2026-06-30,18000000,경기도부천교육청 신도초등학교,7581087,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02008796&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,신도초등학교,스마트플레이
R26TE16391949,기술용역,2026학년도 AI 중점학교 대학 연계 전공체험 프로그램 참가 전세버스 용역,2026-07-06,850000,충청남도교육청 한일고등학교,8140107,고등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02035085&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,한일고등학교,세종해외관광(주)
R26TE16393434,기술용역,2026학년도 AI(SW)및 미래교육 프로그램 체험 용역,2026-06-01,13200000,경기도교육청 경기도여주교육지원청 세종초등학교,7661016,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01925987&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,세종초등학교,주식회사 에이블
R26TE16393730,기술용역,2026학년도 1학기 AI와 함께 하는 직무분석 로드맵 작성 캠프 위탁 운영,2026-07-06,11622000,대구광역시교육청 경북기계공업고등학교,7240107,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034241&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,경북기계공업고등학교,모티-업
R26TE16394425,기술용역,2026년 마루고등학교 인공지능 미래 직업탐색 프로그램 용역 계약,2026-07-06,5733000,경기도교육청 마루고등학교,7531603,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02029622&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,마루고등학교,주식회사 어썸스쿨
R26TE16395691,기술용역,서울가락초 AI중점학교 1~4학년 코딩 교육 프로그램 용역 계약,2026-07-06,6000000,서울특별시강동교육청 서울가락초등학교,7130102,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02035867&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,서울가락초등학교,주식회사 스팀도서관
R26TE16396808,기술용역,서울가락초 AI중점학교 1~4학년 코딩 교육 프로그램 용역 계약,2026-07-06,6000000,서울특별시강동교육청 서울가락초등학교,7130102,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02035867&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,서울가락초등학교,주식회사 스팀도서관
R26TE16397604,기술용역,AI진로 탐색캠프 운영 용역 계약,2026-07-07,8115000,경기도교육청 저동고등학교,7530117,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02036162&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,저동고등학교,주식회사 에이블
R26TE16423387,기술용역,보평고 창의리더 아카데미 심화반(로봇코딩과정) 프로그램 운영 용역 계약 ,2026-07-07,3789000,경기도교육청 보평고등학교,7530921,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034118&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,보평고등학교,주식회사 티앤비스쿨에듀
R26TE16423895,기술용역,AI중점학교 운영을 위한 프로그램 운영,2026-07-07,3168000,충청남도천안교육청 천안서여자중학교,8151030,중학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02037372&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,천안서여자중학교,주식회사 프로젝트에듀
R26TE16426900,기술용역,2026년 전주효문중 AI 융합형 교육실 건축 설계 용역,2026-06-15,2301000,전북특별자치도교육청 전북특별자치도전주교육지원청 전주효문중학교,8332235,중학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038222&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,전주효문중학교,건축사사무소 케이플렌
R26TE16427413,기술용역,"2026학년도 1,2학년 AI 역량강화캠프 운영 용역 계약",2026-07-03,3250000,경기도교육청 발안바이오과학고등학교,7530904,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02028008&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,발안바이오과학고등학교,주식회사 어썸스쿨
R26TE16427429,기술용역,2026년 전주효문중 AI 융합형 교육실 전기 설계 용역,2026-06-15,1700000,전북특별자치도교육청 전북특별자치도전주교육지원청 전주효문중학교,8332235,중학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038373&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,전주효문중학교,대한엔지니어링
R26TE16427587,기술용역,2026 학생 디지털 AI교육 프로그램 용역 계약,,1350000,경기도안양교육청 부림중학교,7569060,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034945&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,부림중학교,한국인성교육연구소 주식회사
R26TE16427673,기술용역,삽교고등학교 AI 디지털 기반 융합 교육 프로그램 체험 용역 계약,2026-07-07,5000000,충청남도교육청 삽교고등학교,8140088,고등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038465&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,삽교고등학교,주식회사 에이블
R26TE16427813,기술용역,천안가온중학교 2026년 중등연합 교육복지 한국항공대 AI드론융합캠프 전세버스 임차계약(그레이하운드),2026-07-07,420000,충청남도교육청 충청남도천안교육지원청 천안가온중학교,8151225,중학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038519&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,천안가온중학교,그레이하운드 주식회사
R26TE16427904,기술용역,2026학년도 1~4학년 대상 맞춤형 AI 창의융합체험캠프 용역,2026-06-12,4000000,충청남도천안교육청 천안용암초등학교,8151088,초등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01957453&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,천안용암초등학교,(주)이룸에듀테크
R26TE16427939,기술용역,발산중 드론코딩 연계 미래기술 체험교육 계약,2026-07-07,6390000,경기도고양교육청 발산중학교,7621019,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034611&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,발산중학교,동국대학교 드론아카데미
R26TE16428029,기술용역,경산여자중학교 SW-AI교육 채움교실 구축 건축설계용역 ,2026-07-07,5400000,경상북도경산교육청 경산여자중학교,8851096,중학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038008&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,경산여자중학교,다온 건축사사무소
R26TE16428143,기술용역,경산여자중학교 SW-AI교육 채움교실 구축 건축설계용역 ,2026-07-07,5400000,경상북도경산교육청 경산여자중학교,8851096,중학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038008&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,경산여자중학교,다온 건축사사무소
R26TE16428518,기술용역,계원예술중학교 AI 창작 전용 플랫폼 구축 및 관리,2026-07-03,4050000,경기도교육청 경기도성남교육지원청 계원예술중학교,7551295,각종학교(중),경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02030570&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,계원예술중학교,정스랩
R26TE16429247,기술용역,2026년 전주효문중 AI 융합형 교육실 전기 설계 용역,2026-06-15,1700000,전북특별자치도교육청 전북특별자치도전주교육지원청 전주효문중학교,8332235,중학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038373&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,전주효문중학교,대한엔지니어링
R26TE16429322,기술용역,2026년 전주효문중 AI 융합형 교육실 건축 설계 용역,2026-06-15,2301000,전북특별자치도교육청 전북특별자치도전주교육지원청 전주효문중학교,8332235,중학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038222&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,전주효문중학교,건축사사무소 케이플렌
R26TE16429456,기술용역,"2026학년도 AI,디지털 프로그램 체험 참가 버스 임차 용역 계약",2026-06-17,770000,경기도광주교육청 광일중학교,7692041,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01973440&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,광일중학교,주식회사 서울구경
R26TE16429497,기술용역,천안가온중학교 2026년 중등연합 교육복지 한국항공대 AI드론융합캠프 전세버스 임차계약(그레이하운드),2026-07-07,420000,충청남도교육청 충청남도천안교육지원청 천안가온중학교,8151225,중학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038519&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,천안가온중학교,그레이하운드 주식회사
R26TE16429546,기술용역,2026년 전주효문중 AI 융합형 교육실 전기 설계 용역,2026-06-15,1700000,전북특별자치도교육청 전북특별자치도전주교육지원청 전주효문중학교,8332235,중학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038373&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,전주효문중학교,대한엔지니어링
R26TE16430145,기술용역,2026년 전주효문중 AI 융합형 교육실 건축 설계 용역,2026-06-15,2301000,전북특별자치도교육청 전북특별자치도전주교육지원청 전주효문중학교,8332235,중학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038222&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,전주효문중학교,건축사사무소 케이플렌
R26TE16430215,기술용역,2026 작은학교 금빛 인재 프로젝트 인공지능 현장체험학습 버스 임차 계약,2026-07-07,440000,충청남도금산교육청 진산초등학교,8201028,초등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02010703&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,진산초등학교,주식회사대길고속관광
R26TE16430433,기술용역,2026학년도 1학기 AI와 함께 하는 직무분석 로드맵 작성 캠프 위탁 운영,2026-07-06,11622000,대구광역시교육청 경북기계공업고등학교,7240107,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034241&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,경북기계공업고등학교,모티-업
R26TE16430554,기술용역,2026년 원미고 AI·SW 융합 체험 교육 프로그램,2026-07-07,2400000,경기도교육청 원미고등학교,7530106,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034043&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,원미고등학교,주식회사 에이블
R26TE16430688,기술용역,2026학년도 전교 학생자치회 임원 AI리더십 캠프 전세버스 임차 용역,2026-07-07,1540000,인천광역시교육청 한국주얼리고등학교,7310454,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038900&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,한국주얼리고등학교,주식회사 길벗여행사
R26TE16430810,기술용역,향남중학교 2026년 1학년 AI디지털 체험캠프 용역 계약,2026-07-03,6600000,경기도교육청 경기도화성오산교육청 향남중학교,7679124,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02029527&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,향남중학교,주식회사 브레인스파크
R26TE16430913,기술용역,2026학년도 인공지능캠프 교육운영 계약,2026-07-08,3200000,경기도교육청 과천중앙고등학교,7530469,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02039219&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,과천중앙고등학교,주식회사 어나더컴퍼니그룹
R26TE16430955,기술용역,AI진로 탐색캠프 운영 용역 계약,2026-07-07,8115000,경기도교육청 저동고등학교,7530117,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02036162&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,저동고등학교,주식회사 에이블
R26TE16431324,기술용역,(마)역량강화프로그램(뉴로우S 플랫폼) 운영,2026-07-01,19800000,전남광주통합특별시교육청 광주소프트웨어마이스터고등학교,7140392,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02021550&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,광주소프트웨어마이스터고등학교,(주)마이다스인
R26TE16431419,기술용역,2026 진로의날 드림업아카데미(생성형AI 진로캠프  프로그램) 운영 용역 계약 ,2026-07-07,4300000,경기도교육청 별가람고등학교,7531247,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034107&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,별가람고등학교,주식회사 한국미래진로센터
R26TE16431545,기술용역,2026학년도 곤지암고등학교 1학년 학생인성 및 AI 미래역량함양 체험 프로그램 차량 임차 용역 계약,2026-07-07,770000,경기도교육청 곤지암고등학교,7530632,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038545&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,곤지암고등학교,주식회사 서울구경
R26TE16431694,기술용역,삽교고등학교 AI 디지털 기반 융합 교육 프로그램 체험 용역 계약,2026-07-07,5000000,충청남도교육청 삽교고등학교,8140088,고등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038465&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,삽교고등학교,주식회사 에이블
R26TE16431751,기술용역,AI & 디지털 진로박람회 캠프 부스 운영,2026-07-08,6600000,경기도교육청 경기도수원교육지원청 수원다산중학교,7541355,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02039496&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,수원다산중학교,주식회사 브레인스파크
R26TE16432005,기술용역,2026학년도 전교 학생자치회 임원 AI리더십 캠프 전세버스 임차 용역,2026-07-07,1540000,인천광역시교육청 한국주얼리고등학교,7310454,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02038900&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,한국주얼리고등학교,주식회사 길벗여행사
R26TE16432460,기술용역,김포고 AI 주제탐구 프로젝트 용역 계약,2026-07-07,4500000,경기도교육청 김포고등학교,7530058,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02039846&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,김포고등학교,주식회사 파인드아이랩
R26TE16433359,기술용역,2026 진로의날 드림업아카데미(생성형AI 진로캠프  프로그램) 운영 용역 계약 ,2026-07-07,4300000,경기도교육청 별가람고등학교,7531247,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02034107&ctrtChgOrd=00&prcmBsneSeCd=조070003&srchName=ctrtCrst&openUrl=Y,별가람고등학교,주식회사 한국미래진로센터
