계약번호,구분,계약명,계약일,금액,수요기관,학교코드,급별,시도,상세URL,학교명,업체명
R26TE15932763,물품,2026 백양고 AI 및 수학 탐구 교실 프로그램 구입,2026-06-24,6505000,경기도교육청 백양고등학교,7530472,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01984911&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,백양고등학교,주식회사 교육문화
R26TE15933548,물품,2026학년도  컴퓨터응용기계과 실습기자재(EdgeCAM 소프트웨어) 구입 소액수의(견적) 공고,2026-06-22,92344000,경상남도교육청 창원기계공업고등학교,9010151,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01987842&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,창원기계공업고등학교,주식회사 에이원테크놀로지
R26TE15935190,물품,AI 지능형 보안솔루션 구축사업-융복합음향탐지기 구입,2026-06-19,25000000,경기도교육청 경일고등학교,7531618,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01984880&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경일고등학교,주식회사 크랜베리
R26TE15936768,물품,2026학년도 1학기 수익자 방과후프로그램(AI로봇) 재료 구매 계약,2026-06-26,6925000,경기도용인교육청 풍덕초등학교,7751120,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01988803&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,풍덕초등학교,에이에스에듀
R26TE15938061,물품,Adobe 소프트웨어 라이센스 구매 계약,2026-06-22,7837500,경기도교육청 평촌경영고등학교,7531049,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01978934&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,평촌경영고등학교,주식회사 후니테크
R26TE15943261,물품,소프트웨어 라이선스(Adobe) 구매 계약,2026-06-23,11536800,경기도교육청 일산국제컨벤션고등학교,7531050,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01990655&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,일산국제컨벤션고등학교,주식회사 후니테크
R26TE15944657,물품,소프트웨어 라이선스(Adobe) 구매 계약,2026-06-23,11536800,경기도교육청 일산국제컨벤션고등학교,7531050,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01990655&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,일산국제컨벤션고등학교,주식회사 후니테크
R26TE15945934,물품,서울월계초등학교 AI실 구축에 따른 비품 구입 계약,2026-06-18,17725000,서울특별시북부교육청 서울월계초등학교,7051151,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01980150&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서울월계초등학교,주식회사 뉴퍼스
R26TE15977488,물품,2026 백양고 AI 및 수학 탐구 교실 프로그램 구입,2026-06-24,6505000,경기도교육청 백양고등학교,7530472,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01984911&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,백양고등학교,주식회사 교육문화
R26TE15977980,물품,전공부 실습기자재 구입(PCB 설계 통합 소프트웨어),2026-06-23,14300000,중소벤처기업부 구미전자공업고등학교,1421116,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01992482&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,구미전자공업고등학교,코아원
R26TE15979860,물품,부천정보산업고등학교 실습실 및 교육기관용 어도비 소프트웨어 구입계약,2026-06-23,8840700,경기도교육청 부천정보산업고등학교,7530256,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01993032&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부천정보산업고등학교,주식회사 후니테크
R26TE15980274,물품,2026학년도 글로컬 미래꿈터 프로젝트 AI교육 물품 구입,2026-06-24,2400000,경기도안성교육청 서운초등학교,7761037,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01993152&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서운초등학교,아이씨뱅큐(주)
R26TE15980959,물품,Adobe 소프트웨어 라이센스 구매 계약,2026-06-22,7837500,경기도교육청 평촌경영고등학교,7531049,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01978934&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,평촌경영고등학교,주식회사 후니테크
R26TE15981700,물품,부천정보산업고등학교 실습실 및 교육기관용 어도비 소프트웨어 구입계약,2026-06-23,8840700,경기도교육청 부천정보산업고등학교,7530256,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01993032&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부천정보산업고등학교,주식회사 후니테크
R26TE15983070,물품,전공부 실습기자재 구입(PCB 설계 통합 소프트웨어),2026-06-23,14300000,중소벤처기업부 구미전자공업고등학교,1421116,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01992482&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,구미전자공업고등학교,코아원
R26TE15989675,물품,2026학년도  컴퓨터응용기계과 실습기자재(EdgeCAM 소프트웨어) 구입 소액수의(견적) 공고,2026-06-22,92344000,경상남도교육청 창원기계공업고등학교,9010151,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01987842&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,창원기계공업고등학교,주식회사 에이원테크놀로지
R26TE15989861,물품,서울월계초등학교 AI구축에 필요한 물품 제작,2026-06-18,2675000,서울특별시북부교육청 서울월계초등학교,7051151,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01980379&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서울월계초등학교,이디디자인빌드 주식회사
R26TE15991050,물품,2026학년도 스마트건강지킴이 프로그램 운영 소프트웨어 구입 계약,2026-06-25,20000000,경기도교육청 경기도안산교육지원청 슬기초등학교,7611056,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01994412&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,슬기초등학교,주식회사 지피
R26TE16030229,물품,2026학년도 에듀테크 프로그램 구입,,3000000,경기도교육청 은혜고등학교,7530664,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01998565&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,은혜고등학교,플랙티컬 주식회사
R26TE16031748,물품,강하초(건강증진거점학교) AI 학생성장예측 프로그램 구입,2026-06-24,27500000,경기도양평교육청 강하초등학교,7731017,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01940457&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,강하초등학교,주식회사 지피
R26TE16033656,물품,화도초등학교 2026학년도 스마트 건강지킴이 운영 소프트웨어 구매 계약 체결,2026-06-22,20000000,인천광역시강화교육청 화도초등학교,7351028,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01953077&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,화도초등학교,주식회사 지피
R26TE16034796,물품,강하초(건강증진거점학교) AI 학생성장예측 프로그램 구입,2026-06-24,27500000,경기도양평교육청 강하초등학교,7731017,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01940457&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,강하초등학교,주식회사 지피
R26TE16037946,물품,2026학년도 글로컬 미래꿈터 프로젝트 AI교육 물품 구입,2026-06-24,2400000,경기도안성교육청 서운초등학교,7761037,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01993152&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서운초등학교,아이씨뱅큐(주)
R26TE16076245,물품,대구소프트웨어마이스터고 2026년 7~8월 학교급식 부식품 구매,2026-06-29,75616800,대구광역시교육청 대구소프트웨어마이스터고등학교,7240454,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02002467&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구소프트웨어마이스터고등학교,혜성푸드
R26TE16076253,물품,대구소프트웨어마이스터고 2026년 7~8월 학교급식 육류 구매 ,2026-06-30,12795300,대구광역시교육청 대구소프트웨어마이스터고등학교,7240454,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02002471&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구소프트웨어마이스터고등학교,케이(K)푸드
R26TE16079162,물품,경화EB고 Adobe프로그램 구입,2026-06-25,1254000,경기도교육청 경화여자EnglishBusiness고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003240&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경화여자EnglishBusiness고등학교,주식회사 후니테크
R26TE16080093,물품,2026학년도 교과특성화 로봇 소프트웨어 개발 아두이노 구입,2026-06-25,1600000,경기도교육청 은혜고등학교,7530664,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003511&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,은혜고등학교,주식회사 비피
R26TE16080817,물품,대덕소프트웨어마이스터고등학교 2026학년도 무상우유 구매 계약,2026-06-26,2238720,대전광역시교육청 대덕소프트웨어마이스터고등학교,7430310,고등학교,대전광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003015&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대덕소프트웨어마이스터고등학교,서울우유 유성고객센터
R26TE16082274,물품,경화EB고 Adobe프로그램 구입,2026-06-25,1254000,경기도교육청 경화여자EnglishBusiness고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003240&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경화여자EnglishBusiness고등학교,주식회사 후니테크
R26TE16084211,물품,2026학년도 교과특성화 로봇 소프트웨어 개발 아두이노 구입,2026-06-25,1600000,경기도교육청 은혜고등학교,7530664,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003511&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,은혜고등학교,주식회사 비피
R26TE16086964,물품,다산고 2026년 Adobe 라이센스 구입,2026-06-16,1567500,경기도교육청 다산고등학교,7530608,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01969926&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,다산고등학교,주식회사 후니테크
R26TE16087554,물품,2026학년도 스마트건강지킴이 프로그램 운영 소프트웨어 구입 계약,2026-06-25,20000000,경기도교육청 경기도안산교육지원청 슬기초등학교,7611056,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01994412&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,슬기초등학교,주식회사 지피
R26TE16090717,물품,2026 교육용 정품 소프트웨어 라이선스 구매(클립 스튜디오 제품군),2026-06-26,1350000,경기도교육청 창의경영고등학교,7531407,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003050&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,창의경영고등학교,주식회사 후니테크
R26TE16131244,물품,2026 교육용 정품 소프트웨어 라이선스 구매(클립 스튜디오 제품군),2026-06-26,1350000,경기도교육청 창의경영고등학교,7531407,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003050&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,창의경영고등학교,주식회사 후니테크
R26TE16131342,물품,2026학년도 AI 중점학교 3D 프린터 구입,2026-06-25,4047000,경기도교육청 경기도안성교육지원청 안성초등학교,7761038,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003819&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,안성초등학교,(주)이손소프트
R26TE16137360,물품,SW/AI 교육강화 사업 AI 보건의료 융합신문 인쇄,2026-06-26,1250000,경기도교육청 경민IT고등학교,7530995,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02008922&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경민IT고등학교,주식회사 인성재단
R26TE16139192,물품,2026학년도 1학기 수익자 방과후프로그램(AI로봇) 재료 구매 계약,2026-06-26,6925000,경기도용인교육청 풍덕초등학교,7751120,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01988803&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,풍덕초등학교,에이에스에듀
R26TE16139326,물품,고양일고 2027학년도 대학입학전형 대비 AI 생활기록부 분석 프로그램 구입,2026-06-29,1625000,경기도교육청 고양일고등학교,7530892,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02009075&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,고양일고등학교,주식회사 바이브온코퍼레이션
R26TE16140802,물품,고양일고 2027학년도 대학입학전형 대비 AI 생활기록부 분석 프로그램 구입,2026-06-29,1625000,경기도교육청 고양일고등학교,7530892,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02009075&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,고양일고등학교,주식회사 바이브온코퍼레이션
R26TE16141882,물품,2026학년도 AI 중점학교 3D 프린터 구입,2026-06-25,4047000,경기도교육청 경기도안성교육지원청 안성초등학교,7761038,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003819&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,안성초등학교,(주)이손소프트
R26TE16143377,물품,SW/AI 교육강화 사업 AI 보건의료 융합신문 인쇄,2026-06-26,1250000,경기도교육청 경민IT고등학교,7530995,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02008922&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경민IT고등학교,주식회사 인성재단
R26TE16145836,물품,2026학년도 인공지능 및 로봇공학 융합주제탐구 로봇독 구입,2026-07-01,2500000,경기도교육청 수지고등학교,7530093,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02010822&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,수지고등학교,삼성에듀 주식회사
R26TE16182279,물품,대구소프트웨어마이스터고 2026년 7~8월 학교급식 부식품 구매,2026-06-29,75616800,대구광역시교육청 대구소프트웨어마이스터고등학교,7240454,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02002467&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구소프트웨어마이스터고등학교,혜성푸드
R26TE16182328,물품,대덕소프트웨어마이스터고등학교 2026학년도 무상우유 구매 계약,2026-06-26,2238720,대전광역시교육청 대덕소프트웨어마이스터고등학교,7430310,고등학교,대전광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02003015&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대덕소프트웨어마이스터고등학교,서울우유 유성고객센터
R26TE16189212,물품,2026학년도 AI중점학교 수업기자재(충전함) 구입,2026-06-29,2583900,세종특별자치시교육청 해밀중학교,9300269,중학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02013511&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해밀중학교,（주）에스엔에스
R26TE16197116,물품,2026학년도 AI교실 구축사업 물품 구입,2026-06-29,8448000,경기도동두천교육청 이담초등학교,7602076,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02015288&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,이담초등학교,동서 시스템
R26TE16201391,물품,2026학년도 AI디지털 활용 선도학교 물품(소프트웨어)구매 수의계약 안내공고,2026-06-30,33000000,경상북도교육청 경주여자정보고등학교,8750457,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02016204&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경주여자정보고등학교,드림상사
R26TE16229476,물품,대구소프트웨어마이스터고 2026년 7~8월 학교급식 육류 구매 ,2026-06-30,12795300,대구광역시교육청 대구소프트웨어마이스터고등학교,7240454,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02002471&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구소프트웨어마이스터고등학교,케이(K)푸드
R26TE16230264,물품,2026학년도 AI교실 구축사업 물품 구입,2026-06-29,8448000,경기도동두천교육청 이담초등학교,7602076,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02015288&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,이담초등학교,동서 시스템
R26TE16236477,물품,2026학년도 AI디지털 활용 선도학교 물품(소프트웨어)구매 수의계약 안내공고,2026-06-30,33000000,경상북도교육청 경주여자정보고등학교,8750457,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02016204&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경주여자정보고등학교,드림상사
R26TE16236906,물품,2026학년도 DBPIA 구독,2026-04-01,1170000,서울특별시교육청 경기여자고등학교,7010060,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01691807&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경기여자고등학교,주식회사 누리미디어
R26TE16240409,물품,2026학년도 AI중점학교 수업기자재(충전함) 구입,2026-06-29,2583900,세종특별자치시교육청 해밀중학교,9300269,중학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02013511&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해밀중학교,（주）에스엔에스
R26TE16284298,물품,대성여상 특성화고 AI역량강화사업 현수막 등 제작,2026-07-02,2525600,충청북도교육청 대성여자상업고등학교,8000135,고등학교,충청북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02021578&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대성여자상업고등학교,대청정판사
R26TE16284557,물품,2026년 Adobe 라이센스 사용 계약,2026-07-06,13480500,경기도교육청 경기모바일과학고등학교,7530903,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02019600&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경기모바일과학고등학교,주식회사인피네트
R26TE16284808,물품,2026학년도 AI툴 및 교육 프로그램 구입 ,2026-06-05,8021000,경기도교육청 경기도광주하남교육지원청 광주송정초등학교,7692194,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01934006&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,광주송정초등학교,(주)피플즈
R26TE16284807,물품,2026학년도 AI 코딩 교육 프로그램 구입,2026-06-05,6032000,경기도교육청 경기도광주하남교육지원청 광주송정초등학교,7692194,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01934178&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,광주송정초등학교,주식회사 에듀올랩
R26TE16289004,물품,2026학년도 1학기 창의교육(AI·코딩 융합교육) 교재 및 교구 구입,2026-03-09,35113000,서울특별시남부교육청 동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01579285&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,동광초등학교,주식회사 드림잇
R26TE16291208,물품,2026학년도 인공지능 및 로봇공학 융합주제탐구 로봇독 구입,2026-07-01,2500000,경기도교육청 수지고등학교,7530093,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02010822&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,수지고등학교,삼성에듀 주식회사
R26TE16294022,물품,율곡고 2026학년도 도서관 정기간행물 구독 계약 건,2026-07-02,1252500,경기도교육청 율곡고등학교,7530202,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02023477&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,율곡고등학교,주식회사 나이스북
R26TE16315577,물품,2026학년도 대구금포초등학교 클래스팅 AI 수학 러닝 프로그램 구독 계약,2026-03-27,1200000,대구광역시달성교육청 대구하빈초등학교,7281029,초등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01668438&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구하빈초등학교,주식회사 씨티
R26TE16315576,물품,2026학년도 대구금포초등학교 교과서형 AI 디지털 교육자료 영어 및 1학기 수학 구독 변경 계약,2026-05-06,6490700,대구광역시달성교육청 대구하빈초등학교,7281029,초등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01564316&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구하빈초등학교,(주)천재교과서
R26TE16317143,물품,2026학년도 1학기 창의교육(AI·코딩 융합교육) 교재 및 교구 구입,2026-03-09,35113000,서울특별시남부교육청 동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01579285&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,동광초등학교,주식회사 드림잇
R26TE16317435,물품,2026학년도 1학기 창의교육(AI·코딩 융합교육) 교재 및 교구 구입,2026-07-02,35205000,서울특별시남부교육청 동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01579285&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,동광초등학교,주식회사 드림잇
R26TE16319600,물품,오산고 AI 디지털 활용 선도학교 학생 맞춤형 정보교과 수업교구 구입,2026-07-02,10000000,경기도교육청 오산고등학교,7530198,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02025414&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,오산고등학교,주식회사 아이딕
R26TE16319636,물품,AI맞춤형 면접 컨설팅실 운영을 위한 모의면접 시스템 업그레이드,2026-07-02,9900000,울산광역시교육청 울산여자상업고등학교,7480048,고등학교,울산광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02024585&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,울산여자상업고등학교,주식회사 인핸스유
R26TE16322088,물품,율곡고 2026학년도 도서관 정기간행물 구독 계약 건,2026-07-02,1252500,경기도교육청 율곡고등학교,7530202,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02023477&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,율곡고등학교,주식회사 나이스북
R26TE16322884,물품,2026학년도 1학기 창의교육(AI·코딩 융합교육) 교재 및 교구 구입,2026-07-02,35297000,서울특별시남부교육청 동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01579285&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,동광초등학교,주식회사 드림잇
R26TE16323150,물품,지능형 과학실 및 AI중점학교 비품 구입,,7590000,세종특별자치시교육청 다빛초등학교,9300171,초등학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02026269&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,다빛초등학교,주식회사 신성씨앤에스
R26TE16323150,물품,지능형 과학실 및 AI중점학교 비품 구입,,7590000,다빛초등학교,9300171,초등학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02026269&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,다빛초등학교,주식회사 신성씨앤에스
R26TE16324339,물품,2026년 Adobe 라이센스 사용 계약,2026-07-06,13480500,경기도교육청 경기모바일과학고등학교,7530903,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02019600&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,경기모바일과학고등학교,주식회사인피네트
R26TE16325440,물품,오산고 AI 디지털 활용 선도학교 학생 맞춤형 정보교과 수업교구 구입,2026-07-02,10000000,경기도교육청 오산고등학교,7530198,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA02025414&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,오산고등학교,주식회사 아이딕
