계약번호,구분,계약명,계약일,금액,수요기관,학교명,학교코드,급별,시도,상세URL
2023070056887,물품,3학년 기술가정 에듀테크 연계 융합수업 물품구입,2023-07-04,2618000,경기도교육청 경기도화성오산교육지원청 성호중학교,성호중학교,7679114,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230700D71_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070078318,물품,한국도예고등학교 소프트웨어(Adobe) 구매 계약,2023-07-04,2631200,경기도교육청 한국도예고등학교,한국도예고등학교,7530559,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023070157C_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070080078,물품,매홀고등학교 2023학년도 정기간행물 구독 계약,2023-07-05,1499800,경기도교육청 매홀고등학교,매홀고등학교,7531139,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202307019D6_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070080718,물품,수원정보과학고 NCS기반 실습기자재 확충에 따른 소프트웨어 라이선스 연장 구입,2023-07-04,11638000,경기도교육청 수원정보과학고등학교,수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230701B57_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070082155,물품,2023년 미래형 교과서 소프트웨어 AI 수업교구 전자계약 체결,2023-07-05,2664000,경기도교육청 경기도구리남양주교육지원청 남양주송라초등학교,남양주송라초등학교,7652038,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230701EAE_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070103501,물품,2023학년도 인공지능 선도학교 교구(드론) 구입,2023-07-12,13728000,경상북도영주교육청 영주중앙초등학교,영주중앙초등학교,8811046,초등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230702CF8_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070104523,물품,"2023년 2분기 방과후학교(드론항공,코딩로봇) 교재 구매 계약",2023-07-07,1835000,경기도용인교육청 토월초등학교,토월초등학교,7751118,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230702F50_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070124351,물품,감일고등학교 코딩체험활동 운영물품 구입,2023-07-06,2890800,경기도교육청 감일고등학교,감일고등학교,7531390,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230703532_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070130534,물품,2023학년도 인천재능고 AI로봇과 기자재(PCB프린터)구입,2023-07-06,10900000,인천광역시교육청 인천재능고등학교,인천재능고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230703977_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070132811,물품,2023학년도 2분기 방과후학교 교재 및 교구 구매 계약(코딩드론),2023-07-07,1050000,경기도용인교육청 나곡초등학교,나곡초등학교,7751070,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230703C50_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070136386,물품,AI미래도시 프로젝트를 위한 허스키렌즈 구입 계약,2023-07-07,7395000,인천광역시교육청 계산고등학교,계산고등학교,7310037,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230704445_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070165909,물품,"2023학년도 2차 정기간행물(8종, 2023.09~2024.08) 구독",2023-07-10,1276100,경기도교육청 백운고등학교,백운고등학교,7530069,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023070506C_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070196499,물품,회계실무1실 가상화 클라우드 시스템 구축을 위한 소프트웨어 및 네트워크 물품 계약,2023-07-13,6358000,경기도교육청 평촌경영고등학교,평촌경영고등학교,7531049,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230705641_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070201904,물품,한국애니메이션고등학교 실습용 응용소프트웨어 소액수의 견적제출 공고,2023-07-11,23000000,경기도교육청 한국애니메이션고등학교,한국애니메이션고등학교,7530495,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023070601A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070233527,물품,부발중 AI 교구 및 물품 구매,2023-07-11,7040000,경기도교육청 경기도이천교육지원청 부발중학교,부발중학교,7741006,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230706FC0_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070238468,물품,서울탑동초등학교 스마트미래교실 가상스포츠 및 AI교구 구입,2023-07-11,54999000,서울특별시남부교육청 서울탑동초등학교,서울탑동초등학교,7041161,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230707353_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070239185,물품,2023학년도 우주탐사프로젝트(에듀테크 미래교육) 물품 대여,2023-04-11,14400000,경기도의정부교육청 동오초등학교,동오초등학교,7561024,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230707406_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070241102,물품,문백초 인공지능 사물인터넷 시범학교 및 금천구 스마트 교육환경 구축 관련 물품(ZSPACE LAPTOP) 구매,2023-07-11,40000000,서울특별시남부교육청 서울문백초등학교,서울문백초등학교,7041129,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023070760E_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070270673,물품,경화EB고 소프트웨어 구입(Adobe),2023-07-13,1669800,경기도교육청 경화여자EnglishBusiness고등학교,경화여자EnglishBusiness고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230707E6A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070316842,물품,2023년도 한뫼초 정기간행물 구독 계약,2023-07-10,1791600,경기도교육청 경기도고양교육지원청 한뫼초등학교,한뫼초등학교,7621016,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202307090B4_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070324310,물품,강하중 AI교육선도학교 교육용전산기자재 구입 계약,2023-07-13,6290000,경기도양평교육청 강하중학교,강하중학교,7731005,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202307097C2_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070327875,물품,2023학년도 선린중 AI 노트북 구매 건,2023-07-13,33587500,서울특별시중부교육청 선린중학교,선린중학교,7061105,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230709A8F_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070348253,물품,직업계고 실험실습 관련  교육용 소프트웨어 넷클래스 업그레드  구입 대금 지급,2023-07-14,3960000,경기도교육청 통진고등학교,통진고등학교,7530661,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023070A0AE_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023070349069,물품,덕성여자고등학교 AI교실 구축 소프트웨어 및 기자재 구매,2023-07-14,6833200,서울특별시교육청 덕성여자고등학교,덕성여자고등학교,7010148,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023070A0EB_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
