계약번호,구분,계약명,계약일,금액,수요기관,학교명,학교코드,급별,시도,상세URL,업체명
2023040024601,물품,구림초등학교 AI맞춤형 온라인 학습 콘텐츠 공급 및 기기 임대 계약,,16590000,전라남도영암교육청 구림초등학교,구림초등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230400570_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,메가스터디교육 주식회사
2023040024840,물품,AI자율주행차 창의융합코딩 및 메이커교육 교구 구매 계약,2023-04-03,6659000,경기도교육청 경기도군포의왕교육지원청 송안초등학교,송안초등학교,7642143,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230400600_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 엠트리
2023040025324,물품,2023학년도 봉양중·경북소프트웨어고등학교 교복 학교주관 구매 공고,,25788000,경상북도교육청 경북소프트웨어고등학교,경북소프트웨어고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230400720_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,스쿨룩스 의성점
2023040026137,물품,구림초등학교 AI맞춤형 온라인 학습콘텐츠 공급 및 기기 임대 계약,2023-04-03,16590000,전라남도영암교육청 구림초등학교,구림초등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023040084B_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,메가스터디교육 주식회사
2023040028328,물품,2023. 충주여자중학교 E-train 현장체험학습 중식(도시락) 계약,2023-04-04,6684000,충청북도충주교육청 충주여자중학교,충주여자중학교,8021039,중학교,충청북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230400CFE_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 씨엠케이푸드
2023040063537,물품,2023학년도 광주소프트웨어마이스터고등학교 3학년 졸업앨범 제작 및 구매 계약,2023-04-07,4200000,광주광역시교육청 광주소프트웨어마이스터고등학교,광주소프트웨어마이스터고등학교,7140392,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230401CCC_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,마음스튜디오
2023040066283,물품,2023학년도 도서관 정기간행물 구독 계약,2023-04-04,2248800,경기도교육청 수성고등학교,수성고등학교,7530091,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230401EEC_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
2023040070896,물품,2023학년도 3학년 책갈피 프로젝트 정기간행물 구독,2023-04-05,3834000,경기도교육청 마석고등학교,마석고등학교,7530972,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202304022C4_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
2023040103937,물품,"주곡초 3,4학년 AI선도학교 교육활동 물품계약",2023-04-10,3580000,경기도교육청 경기도구리남양주교육청 주곡초등학교,주곡초등학교,7652238,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230403233_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,체험스쿨 한빛
2023040103943,물품,2023학년도 도서관 정기간행 구독계약,2023-04-05,1870800,경기도교육청 율천고등학교,율천고등학교,7530981,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023040323A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
