회계연도,기관명,계약방법,계약명,계약일,계약금액,계약상대자,키워드
2024,명호중학교,1인수의,2학년 학교생활 적응 및 학습동기 강화를 위한 놀이체험 집단 프로그램 실시(S2B),2024-05-28,2200000,한국모험상담협회 부산지부,(전수)
2024,명진초등학교,1인수의,2024학년도 학교신문 제작,2024-05-28,3784000,디자인K,(전수)
2024,명진초등학교,1인수의,2024. 6월 명진초등학교 친환경농산물(목적) 식재료 구먀 계약,2024-05-28,4156300,강서구친환경농산물급식지원센터,(전수)
2024,명진초등학교,1인수의,"2024. 6월 명진초등학교 축산물(닭,오리) 소액수의 구매계약",2024-05-28,2060800,동인,(전수)
2024,동현중학교,1인수의,2024학년도 AI교구 활용 학생활동 카메라 드론 구입,2024-05-28,1521000,쿠팡(주),(전수)
2024,삼성중학교,1인수의,업무 및 수업용 노트북 구입 (3대),2024-05-28,5100000,삼성전자주식회사,(전수)
2024,신곡초등학교,1인수의,2024학년도 2차 학습준비물 구입비 지출,2024-05-28,3441160,드림오피스,(전수)
2024,송도초등학교,1인수의,2024학년도 1학기 전자도서관 전자도서 구입(s2b),2024-05-28,2000000,한국도서,(전수)
2024,서천초등학교,1인수의,2024학년도 학생맞춤지원사업 풋살 동아리 물품 구입비 지급,2024-05-28,1183840,지마켓(옥션),(전수)
2024,서동초등학교,1인수의,옥상 배관 높이 상층 부분 작업 대금 지출 :S2B,2024-05-28,1408000,석목기업사,(전수)
2024,송수초등학교,1인수의,2024 학생문화예술체험활동(6학년 공예품만들기),2024-05-28,3143800,플레이스쿨,(전수)
2024,성지초등학교,1인수의,2024학년도 연계형보살핌늘봄실 컴퓨터 및 모니터 구입,2024-05-28,1179000,주식회사 에이텍,(전수)
2024,센텀초등학교,2인이상수의,2024학년도 2차 학습준비물 구입비 지급,2024-05-28,8435550,다민실업,(전수)
2024,센텀초등학교,1인수의,2024년도 과학실 암막블라인드 설치비 지급,2024-05-28,2074600,문화장식,(전수)
2024,상당초등학교,1인수의,냉난방기 및 선풍기 필터 세척비 지출(S2B),2024-05-28,1945000,뉴이엠방역,(전수)
2024,성도고등학교,1인수의,[G2B] 2024학년도 신입생 체육복 구입,2024-05-28,10710000,네이비짐(Navy Gym),(전수)
2024,세정고등학교,1인수의,[도제교육부_대응]산학일체형 도제학교 양식조리 교재 구입비 지출,2024-05-28,1805400,대한서적,(전수)
2024,상당중학교,1인수의,생태환경 교육을 위한 재료 구입비 지급,2024-05-28,1549800,주식회사 과학생각,(전수)
2024,신정중학교,1인수의,(목)연구학교 운영을 위한 학생 검사비,2024-05-28,1734000,인싸이트,(전수)
2024,신정초등학교,1인수의,4학년 문화예술체험활동비 공연비 지출,2024-05-28,2527000,나눔기획,(전수)
2024,성모여자고등학교,1인수의,냉난방개선 전기공사,2024-05-28,44376380,회광전력(주),(전수)
2024,상당중학교,1인수의,복사용지 및 중질지 구입비 지급,2024-05-28,1927000,사회복지법인 반석복지재단 동행과나눔,(전수)
2024,상당중학교,1인수의,2024학년도 학교운동부 훈련 용품 및 장비 구입비 지급,2024-05-28,1810000,헤엄,(전수)
2024,송정중학교,1인수의,전자태그기반 물품관리시스템 구축 소모품 구입,2024-05-28,1121000,아이티아이에스(주),(전수)
2024,성모여자고등학교,1인수의,인쇄실 유인물 인쇄 및 업무용 복합기 복사용지 구입,2024-05-28,1275000,대신OPC,(전수)
2024,금사초등학교,1인수의,유치원 교무실 교원용 컴퓨터 본체 및 모니터 구입(G2B),2024-05-28,1705690,부산지방조달청,(전수)
2024,남항초등학교,1인수의,교원용 컴퓨터 구입,2024-05-28,4376000,주식회사 삼보컴퓨터,(전수)
2024,금샘고등학교,1인수의,공학관 냉난방기 수리,2024-05-28,2511000,삼성전자서비스(주),(전수)
2024,남산초등학교,1인수의,(s2b)년도 남산초 생존수영 교육,2024-05-28,10162000,점프키즈센터,(전수)
2024,남산초등학교,1인수의,(s2b)전자도서 구입,2024-05-28,2000000,(주) 교보문고,(전수)
2024,내산초등학교,1인수의,(S2B)2024학년도 학교도서관 도서 구입,2024-05-28,7747830,이야기 정원,(전수)
2024,금성고등학교,1인수의,현관 게시물 제작 및 설치,2024-05-28,1892000,수성그래픽스,(전수)
2024,금사초등학교,1인수의,"명품체육의 날 요트체험 실시(5,6학년)",2024-05-28,1710000,부산요트투어 요트와,(전수)
2024,낙동초등학교,1인수의,늘봄학교 미래형방과후프로그램 드론축구교실 수업 재료 구입비 지급,2024-05-28,1659300,S2B 학교장터,(전수)
2024,다송중학교,1인수의,2024학년도 검도부 훈련용품 구입,2024-05-28,3000000,대도상사,(전수)
2024,다송중학교,2인이상수의,"2024년 6월 다송중학교 축산물(소,돼지)구매 계약",2024-05-28,5203200,주식회사 산하육가공,(전수)
2024,다송중학교,2인이상수의,2024년 6월 다송중학교 농수공잡곡 구매 계약,2024-05-28,25630000,수성푸드,(전수)
2024,다송중학교,2인이상수의,"2024년 6월 다송중학교 가금류(닭, 오리)구매 계약",2024-05-28,1269100,푸르미식품,(전수)
2024,다선중학교,1인수의,2024학년도 학생 심폐소생술교육 실시 관련 교육비 지출,2024-05-28,1320000,"다솜에듀,골든타임구조단",(전수)
2024,다선중학교,1인수의,2024학년도 정보교과 실습 물품 구입,2024-05-28,1620500,주식회사 유니셀,(전수)
2024,낙민초등학교,1인수의,유치원 안심환경 조성 공사(s2b),2024-05-28,2376000,아남기업,(전수)
2024,달산유치원,1인수의,2024학년도 달산 가족체험의 날(가족운동회) 진행비 지급,2024-05-28,1430000,키즈히어로,(전수)
2024,다대초등학교,1인수의,교사동 입구 화단 식재작업(S2B),2024-05-28,4757500,이레조경,(전수)
2024,금정초등학교,1인수의,2024학년도 5학년 1학기 현장체험학습 차량비 지출,2024-05-28,3333720,(주)부산은성관광,(전수)
2024,남도여자중학교,1인수의,[s2b]2024학년도 교육경비 지원사업 문예체 동아리 악기 구입비 지급,2024-05-28,1250000,조은악기,(전수)
2024,당리초등학교,1인수의,"2024학년도 4, 5학년 생존수영 실기교육 체험비 지급(S2B)",2024-05-28,1752000,송도해양레포츠센터,(전수)
2024,기장초등학교,1인수의,2024 생존수영 실기교육비 지급,2024-05-28,8575000,부산광역시기장군도시관리공단,(전수)
2024,기장초등학교,1인수의,2024. 유치원 6월 학습준비물 구입,2024-05-28,1103530,네이버파이낸셜(주) NAVER FINANCIAL,(전수)
2024,다대초등학교,1인수의,2024 발전소 주변 지역 지원사업(교육지자재)노트북 구입(G2B),2024-05-28,6834880,삼성전자 주식회사,(전수)
2024,다대초등학교,1인수의,2024 휴식과 놀이가 있는 학교 운영을 위한 인성놀이 교구 구입,2024-05-28,1085980,(주)아이스크림미디어,(전수)
2024,다송초등학교,1인수의,2024학년도 5학년 생존수영 실기교육비 지출,2024-05-28,1194000,한국해양대학교부설평생교육원,(전수)
2024,금명여자고등학교,1인수의,과학 교과 필수 교구 부족분 구입,2024-05-28,4307550,대성정보과학,(전수)
2024,학력인정부산예원고등학교,1인수의,2024학년도 미용과 교육기자재 구입(네일책상),2024-05-28,2070000,나경디자인,(전수)
2024,학력인정부산예원고등학교,1인수의,2024학년도 스마트IT과 교육기자재 구입(컴퓨터의자),2024-05-28,3021700,굿 퍼스,(전수)
2024,학력인정부산예원고등학교,1인수의,2024학년도 미용과 교육기자재 구입(스툴의자),2024-05-28,1800000,(주)금강교구,(전수)
2024,학력인정부산예원고등학교,1인수의,2024학년도 미용과 교육기자재 구입(헤어책상),2024-05-28,2040000,(주)라온가구,(전수)
2024,학력인정부산예원고등학교,1인수의,2024학년도 스마트IT과 교육기자재 구입(2인컴퓨터책상),2024-05-28,2664900,주식회사 버킷플에이스,(전수)
2024,포천초등학교,1인수의,복사용지 및 인쇄용지 구입비~s2b,2024-05-28,1910000,한국장애인고용지원(주),(전수)
2024,학력인정부산예원고등학교,1인수의,2024학년도 유아교육과 교육기자재 구입(노트북),2024-05-28,3105000,(주)벧엘씨앤씨,(전수)
2024,학산여자고등학교,1인수의,교무실 전자복사기 구입의 건,2024-05-28,4345000,부산지방조달청,(전수)
2024,화명고등학교,2인이상수의,화명고 6월 가금류 구매,2024-05-28,3755850,베스이유통,(전수)
2024,화명고등학교,2인이상수의,화명고 6월 공산품 구매,2024-05-28,36788960,주식회사 성신유통,(전수)
2024,토성초등학교,1인수의,2024 서구희망교육지구 악기지원사업 악기구입비 지급,2024-05-28,2650560,주식회사 지마켓,(전수)
2024,화명고등학교,2인이상수의,화명고 6월 농수김치잡곡류 구매,2024-05-28,24452000,YS유통,(전수)
2024,초연중학교,2인이상수의,"6월분 가금류(닭,오리) 식재료 구매 계약서",2024-05-28,1989500,주식회사 신남,(전수)
2024,화명고등학교,2인이상수의,화명고 6월 육류 구매,2024-05-28,2872300,(주)남영축산,(전수)
2024,초연중학교,2인이상수의,6월분 농수공잡곡 식재로 구매 계약서,2024-05-28,33640580,정훈푸드,(전수)
2024,해강중학교,1인수의,2024학년도 자유학기 주제선택프로그램 공예반 2기 재료 구입비 지급(원인),2024-05-28,1785000,지호락,(전수)
2024,초연중학교,1인수의,6월분 친환경농산물 식재료 구매 계약서,2024-05-28,4736800,금정구친환경농산물급식지원센터,(전수)
2024,토성초등학교,1인수의,전산소모품 구입비 지급,2024-05-28,1045120,주식회사 지마켓,(전수)
2024,해운대중학교,1인수의,화단 식재용 배롱나무 구입비,2024-05-28,1210000,(주)삼국씨앤디,(전수)
2024,초장중학교,1인수의,냉난방기 기본세척 실시,2024-05-28,1497100,(주)부산에스비엠,(전수)
2024,해운대여자고등학교,1인수의,서편 지하창고 안 배수관 보수 공사,2024-05-28,7400000,케이엠씨앤에스,(전수)
2024,해운대여자고등학교,1인수의,2024학년도 학부모상담실용 비스포크형 상담 부스(방음실) 구입,2024-05-28,9400000,주식회사 루원,(전수)
2024,해운대여자고등학교,1인수의,2024학년도 실내 수직정원 조성용 관엽식물 및 램프 설치,2024-05-28,2150000,주식회사비오시스,(전수)
2024,해운대관광고등학교,1인수의,2024학년도 상반기 학교도서관 신간 도서 구입,2024-05-28,1631700,한양서적,(전수)
2024,포천초등학교,1인수의,2024학년도 학교 화단 식물 식재 및 재료구입-s2b,2024-05-28,1780000,대운농원,(전수)
2024,해원초등학교,1인수의,2024학년도 2학년 1학기 현장체험학습 체험활동비 및 점심비 지출,2024-05-28,3269500,부산광역시기장군도시관리공단(기장문화예절학교),(전수)
2024,초연중학교,2인이상수의,"6월분 육류(소,돼지) 식재로 구매 계약서",2024-05-28,6416600,우림축산,(전수)
2024,해연중학교,1인수의,2024학년도 두드림학교 자기주도학습 프로그램 운영비,2024-05-28,5000000,스터디에듀,(전수)
2024,해빛초등학교,1인수의,교수학습자료 인쇄용지 구입(G2B),2024-05-28,1410000,부산지방조달청,(전수)
2024,초연중학교,1인수의,2024학년도 초연중학교 학급세우기 집단상담 운영 경비 지출,2024-05-28,2164840,한국모험상담협회 부산지부,(전수)
2024,혜광고등학교,1인수의,2024학년도 간부수련회 경비 신청,2024-05-28,2432000,금련산청소년수련원,(전수)
2024,혜화여자고등학교,1인수의,2024학년도 학교 신문 만들기 진로 체험 프로그램 운영의 건,2024-05-28,6000000,부산일보(주),(전수)
2024,부산여자고등학교,1인수의,2024학년도 2학년 진로심리검사 실시(s2b),2024-05-28,1170000,한국가이던스,(전수)
2024,부산남중학교,1인수의,2024학년도 학부모 상담실 비품 구입,2024-05-28,4146000,(주)동연디자인,(전수)
2024,보림초등학교,1인수의,블렌디드 교실 구축 물품(전자칠판) 구입비 지급(G2B),2024-05-28,39409200,(주)한성컴퓨터,(전수)
2024,백양중학교,1인수의,"화장실 소모품(점보롤, 핸드타올) 구입비 지급",2024-05-28,1420000,(사)장애인고용진흥회 부산사업소,(전수)
2024,부산백양고등학교,1인수의,과학탐구문화확산 과학동아리탐구활동 프로그램 운영 (S2B),2024-05-28,2000000,드림피아,(전수)
2024,부산여자고등학교,1인수의,학부모 상담실 구축을 위한 물품 구입(g2b),2024-05-28,2610200,주식회사 오피스안건사,(전수)
2024,부산여자고등학교,1인수의,"학부모 상담실 구축을 위한 물품 구입(CCTV, s2b)",2024-05-28,3300000,(주)시티캅,(전수)
2024,부산솔빛학교,1인수의,(G2B) 2024년 통학버스(수소대형승합차) 구매 계약,2024-05-28,1400420000,현대자동차 주식회사,(전수)
2024,반안중학교,1인수의,2024학년도 학교도서관 도서구입,2024-05-28,7829910,해운도서,(전수)
2024,부산관광고등학교,1인수의,(도제정부지원금)&apos;24 산학일체형 도제학교 학습근로자 역량 강화 연수(호텔),2024-05-28,15242000,와이씨앤티(주),(전수)
2024,부산고등학교,1인수의,냉난방기 냉매 배관 보수 작업비 지출,2024-05-28,2679500,하이엠솔루텍주식회사,(전수)
2024,부산고등학교,1인수의,2024학년도 진로진학 프로그램 구입비,2024-05-28,1000000,김영일교육컨설팅(주),(전수)
2024,부산서여자고등학교,1인수의,2024학년도 1학기 학교도서관 신간도서 구입,2024-05-28,5809860,상학당서점,(전수)
2024,부산동여자고등학교,1인수의,2024학년도 1차 도서 구입,2024-05-28,6028950,신한빛서점,(전수)
2024,봉학초등학교,1인수의,"2024년 6월 대교초,대평초,봉학초등학교 육류 종합계약",2024-05-28,2083660,청정물산,(전수)
2024,봉학초등학교,1인수의,"2024년 6월 대교초,대평초,봉학초등학교 농산물, 수산물, 가공식품, 곡류 종합계약",2024-05-28,10275000,유창상사,(전수)
2024,부산서여자고등학교,1인수의,냉난방기 종합(기본)세척 용역 실시,2024-05-28,4727800,(주)에이스크리닝,(전수)
2024,부산동성고등학교,1인수의,업무용 모니터 구입의 건,2024-05-28,10530000,삼성전자서비스(주),(전수)
2024,봉삼초등학교,1인수의,"동삼초,봉삼초등학교,절영초등학교 육류 종합계약 소액수의",2024-05-28,2557640,현대축산,(전수)
2024,봉삼초등학교,1인수의,"동삼초,봉삼초등학교,절영초등학교 농산물, 수산물, 가공식품, 곡류 종합계약 소액수의",2024-05-28,10100310,한성상사,(전수)
2024,봉삼초등학교,1인수의,"동삼초,봉삼초등학교,절영초등학교 농산물, 곡류 종합계약 소액수의",2024-05-28,1780230,안전한학교급식을위한부산경남생산자영농조합법인,(전수)
2024,봉삼초등학교,1인수의,"동삼초,봉삼초등학교,절영초등학교 가금류 종합계약 소액수의",2024-05-28,1227990,글로리푸드,(전수)
2024,반여고등학교,2인이상수의,"반여고등학교 육류(소,돼지) 소액수의",2024-05-28,9422800,가나다푸드,(전수)
2024,부산동성고등학교,1인수의,"1학년 수련활동 프로그램비 지급(수,운)",2024-05-28,8628500,금련산청소년수련원,(전수)
2024,반여고등학교,2인이상수의,"반여고등학교 가금류(닭,오리) 소액수의",2024-05-28,3443000,(주)다온푸드,(전수)
2024,반여고등학교,1인수의,반여고등학교 양곡 식재료 구입,2024-05-28,2720000,가락농협미곡종합처리장,(전수)
2024,지산고등학교,1인수의,2024학년도 고교학점제 준비학교 운영 관련 진로탐색 교육용 진로디자인 책자 구입,2024-05-28,2848000,에코디자인&북스,(전수)
2024,좌천초등학교,1인수의,(S2B) 냉난방기 종합세척 실시,2024-05-28,2647000,(주)부산에스비엠,(전수)
2024,중리초등학교,1인수의,소방시설 보수 공사비 지출,2024-05-28,1314500,(주) 남경이엔지,(전수)
2024,장전초등학교,1인수의,우수스포츠클럽 축구부 물품 구입,2024-05-28,1003100,쿠팡(주),(전수)
2024,정원초등학교,1인수의,[원인]2024학년도 5학년 1학기 현장체험학습 체험비 및 식사비 지급,2024-05-28,3836500,부산광역시기장군도시관리공단,(전수)
2024,일광유치원,1인수의,2024학년도 입학 백일 선물 구입비 지출(S2B),2024-05-28,2916000,위즈더미,(전수)
2024,초량초등학교,1인수의,자동커피기계 렌탈료 지출,2024-05-28,1399200,DS기업,(전수)
2024,장서초등학교,1인수의,우수학교스포츠클럽 유니폼 구입비 지급,2024-05-28,1900000,(주)에이비스포츠,(전수)
2024,일광초등학교,1인수의,(S2B) 2024학년도 생존수영 운영,2024-05-28,25866000,망고키즈수영장 해운대점,(전수)
2024,장안중학교,1인수의,2024학년도 3학년 현장체험학습 실시(안동 하회마을 교육열차 프로그램 학생 및 인솔교사,2024-05-28,13687000,주식회사 다올여행,(전수)
2024,동백초등학교,1인수의,2024학년도 교육복지우선지원사업 프로그램 운영비 지출,2024-05-28,3130890,지마켓글로벌 유한책임회사,(전수)
2024,대연초등학교,1인수의,2024학년도 교육복지우선지원사업 &apos;마음튼튼(푸드테라피)&apos; 운영비 지출-,2024-05-28,3000000,신나고 맛있고 행복한 푸드아트 박경란연구소,(전수)
2024,대덕여자고등학교,2인이상수의,6월 대덕여자고등학교 농수공김치류 소액수의,2024-05-28,42746000,하신푸드,(전수)
2024,대연초등학교,1인수의,[S2B] 교내 혼합폐기물 처리 용역,2024-05-28,1650000,경인산업,(전수)
2024,동인고등학교,1인수의,2024학년도 1분기 학교생활 우수자 프로그램 시상용 문화상품권 구입비 지출,2024-05-28,3260000,해운도서,(전수)
2024,동삼초등학교,1인수의,[원인]학교 냉난방기 기본세척비 및 교실 선풍기 세척비 지출,2024-05-28,1358500,동원클린시스템,(전수)
2024,대신초등학교,1인수의,화장실 소모품(핸드타올외 4종) 및 시설소모품 구입 지출(S2B),2024-05-28,1531160,S2B(학교장터_선결제),(전수)
2024,동래여자중학교,1인수의,2024학년도 제3종시설물 정기안전점검(상반기),2024-05-28,1320000,(주)지오 씨앤에스진단,(전수)
2024,덕양초등학교,1인수의,학부모 상담실 구축 물품 구입(노트북),2024-05-28,1430000,엘지전자주식회사,(전수)
2024,덕두초등학교,1인수의,5~6학년 늘봄학교 미래형 프로그램 중급반 준비물 및 학교sw교육지원 교구 구입비 지출-s,2024-05-28,3906000,주식회사 쿠스,(전수)
2024,덕양초등학교,1인수의,학부모 상담실 구축 비품 구입(쇼파 외),2024-05-28,2772000,(주)동연디자인,(전수)
2024,동양초등학교,1인수의,2024년도 기계설비 성능점검 용역,2024-05-28,4290000,경민설비건설(주),(전수)
2024,동양초등학교,1인수의,메쉬휀스 설치 공사,2024-05-28,1227300,(주)한수유니텍,(전수)
2024,덕원중학교,1인수의,2024학년도 교육정보인프라 사업(교사용 노트북) 구매,2024-05-28,6200000,부산지방조달청,(전수)
2024,더푸르네유치원,1인수의,6월 학습준비물 구입,2024-05-28,2346450,(주) 서원상사,(전수)
2024,동아중학교,1인수의,2024학년도 두드림학교 프로그램 개인 심리상담료 지출,2024-05-28,1000000,이솔 모래누리 심리상담센터,(전수)
2024,데레사여자고등학교,2인이상수의,2024학년도 수배전반 교체 및 기타 전기공사 계약,2024-05-28,76770000,베스트원주식회사,(전수)
2024,대신초등학교,1인수의,복사용지 및 중질지 구입 지출(S2B),2024-05-28,1491000,사)부산광역시장애인생산품판매시설,(전수)
2024,대동고등학교,1인수의,2024학년도 1학기 과학과 물품 구입비 지급,2024-05-28,3125630,동기상사,(전수)
2024,부산정보고등학교,1인수의,(도제 국고) 24년도 산학일체형 도제학교 홍보(1차 버스광고) 용역,2024-05-28,1892000,주식회사 비엔애드,(전수)
2024,부산정보고등학교,1인수의,제 48회 문화체육관광부장관기 전국 고등학교 축구대회 버스대여,2024-05-28,3940000,(주)수정관광화물,(전수)
2024,부산천사의학교,1인수의,A동 옥상방수공사,2024-05-28,21974700,(주)성호이엔지,(전수)
2024,부산정보관광고등학교,1인수의,"2024학년도 1,2,3학년 남부메이커교육센터 체험활동 중식 제공",2024-05-28,3191500,롯데리아 대연점,(전수)
2024,부산자동차고등학교,1인수의,(원인)생산자동화과정 CAD실 기자재(평판레이저 조각기) 수리[S2B],2024-05-28,1650000,부광GTC,(전수)
2024,부산중앙중학교,1인수의,공기청정기필터 구입,2024-05-28,1429680,주식회사 인허브,(전수)
2024,사하초등학교,1인수의,2024년도 제3종 시설물(건축물) 정기 및 정밀안전점검 실시비 지급(s2b),2024-05-28,7920000,범창종합건설(주),(전수)
2024,부산예술고등학교,2인이상수의,"부산예술고등학교 6월 가금류(닭,오리) 최종 계약",2024-05-28,10511700,글로리푸드,(전수)
2024,부산예술고등학교,2인이상수의,부산예술고등학교 6월 농수산 최종 계약,2024-05-28,43998700,하나로푸드,(전수)
2024,부산예술고등학교,2인이상수의,"부산예술고등학교 6월 육류(소,돼지) 최종계약",2024-05-28,13165700,주식회사 다온축산,(전수)
2024,부산예술고등학교,1인수의,Adobe 프로그램 구입비,2024-05-28,6270000,주식회사 티제이앤앤에스,(전수)
2024,사동초등학교,1인수의,교육과정 워크숍 및 서부산오케스트라축제 차량비 지출,2024-05-28,1237000,해운대고속관광 협동조합,(전수)
2024,분포고등학교,1인수의,2024학년도 1학기 도서(종이도서) 구입비 지출(학교장터),2024-05-28,4039910,경성대학교 구내서점,(전수)
2024,부산예술고등학교,2인이상수의,부산예술고등학교 6월 공산품 최종계약,2024-05-28,46609840,한영,(전수)
2024,사직고등학교,1인수의,[원인] 2024학년도 개교기념 학교 홍보물품 구입(S2B),2024-05-28,1144000,기프트행성,(전수)
2024,부산혜원학교,1인수의,질문하는 학교 질문의 벼르박 제작 설치의 건,2024-05-28,1320000,싸인센터대웅,(전수)
2024,부산장안고등학교,1인수의,교내 CCTV 설치,2024-05-28,2076800,주식회사 빛가람시스템,(전수)
2024,사직여자중학교,1인수의,정보 교과 교구 구매,2024-05-28,2900000,학교장터,(전수)
2024,부산혜성학교,1인수의,2024학년도 학교기업 꿈이룸 직업체험 물품(유리용 상회전사지 세트 외 46종)구입,2024-05-28,1542600,네이버파이낸셜(주),(전수)
2024,화정초등학교,1인수의,2024학년도 화정초등학교 도서관 1차 도서 구입,2024-05-28,7807900,석정도서,(전수)
2024,구남중학교,1인수의,2024학년도 북부교육장배 학교스포츠클럽 배드민턴대회 운영물품 구입,2024-05-28,1150000,현대스포츠,(전수)
2024,구서여자중학교,1인수의,전자태그(RFID)기반 물품관리시스템 구축 용역비 지출,2024-05-28,3080000,화인정보기술(주),(전수)
2024,금강초등학교,1인수의,2024학년도 금강초 IB TF팀 전문적 학습공동체 자료 구입비 지출,2024-05-28,1125530,(주)아이스크림미디어,(전수)
2024,금강초등학교,1인수의,2024학년도 2분기 학습준비물 구입,2024-05-28,3247050,드림오피스,(전수)
2024,개성고등학교,1인수의,2024학년도 체육교육과정특성화학교 운영 물품 구입비 지출,2024-05-28,1360000,대연스포츠,(전수)
2024,구서여자중학교,1인수의,과학 실험실습 물품(시간기록계 외 13종) 구입비 지급,2024-05-28,1059910,대한교재,(전수)
2024,구서여자중학교,1인수의,전자태그(RFID)기반 물품관리시스템 소모품 구입비 지출,2024-05-28,6666000,화인정보기술(주),(전수)
2024,개포초등학교,1인수의,2024학년도 생존수영 이론 수업 운영비 지출[학교장터],2024-05-28,1080000,(재)서울기독교청년회유지재단,(전수)
2024,강동초등학교,1인수의,2024학년도 2분기 학습준비물 구입,2024-05-28,4474370,드림오피스,(전수)
2024,개포초등학교,1인수의,2024학년도 유치원 도서구입[학교장터],2024-05-28,1366110,북컬쳐서면점(코믹세상),(전수)
2024,경성전자고등학교,1인수의,2024학년도 전자과 실습 재료(2차) 구입,2024-05-28,7499000,대일전산,(전수)
2024,강동초등학교,1인수의,본관 1층 늘봄교실(현 상담실) 싱크대 및 온수기 설치,2024-05-28,3630000,(주)부산종합콘트롤,(전수)
2024,구남초등학교,1인수의,2024학년도 1학기 도서 구입비 지급(S2B),2024-05-28,5787000,부산도서,(전수)
2024,경혜여자고등학교,1인수의,경혜여자고등학교 냉난방개선사업 전기감리용역비 지급,2024-05-28,8877000,주식회사 우일엔지니어링,(전수)
2024,가야초등학교,1인수의,학생용 책걸상 구입,2024-05-28,3533630,주식회사 계림퍼니처,(전수)
2024,가야초등학교,1인수의,상담실 구축 비품 구매,2024-05-28,8788850,주식회사 제이퍼스,(전수)
2024,괴정초등학교,1인수의,2024학년도 상반기 냉난방기 일반세척 비용 지급 (S2B),2024-05-28,1353000,대경기업,(전수)
2024,경일중학교,1인수의,"플로터 용지, 칼라복사기 토너 구입(S2B)",2024-05-28,2387000,LC토탈서비스,(전수)
2024,경일고등학교,1인수의,학교폭력예방캠페인 활동 물품 구매 대금 지급,2024-05-28,1113200,(주)판촉사랑,(전수)
2024,가야고등학교,1인수의,교내 훼손된 방충망 교체 제작 설치 건 계약 요청,2024-05-28,1300000,동영기업,(전수)
2024,광일초등학교,1인수의,"(원인행위) 유치원 미래형 디지털 교실 구축 물품( 태블릿PC, 거치대)",2024-05-27,6100000,프렌즈,(전수)
2024,구학초등학교,1인수의,2024학년도 1학년 1학기 현장체험학습 체험비 지급,2024-05-27,1008000,김해가야테마파크,(전수)
2024,금곡고등학교,1인수의,금곡고 자기주도 학습공간 및 맞춤형안심공간 설계 용역비 지급,2024-05-27,4550000,주식회사 비엠건축사사무소,(전수)
2024,가야여자중학교,1인수의,[S2B] 학교 진입로 포장 보수작업,2024-05-27,5627600,주식회사나인포조경,(전수)
2024,경혜여자고등학교,1인수의,경혜여자고등학교 냉난방개선사업 냉난방기(관급) 구매비 지출,2024-05-27,190581430,삼성전자 주식회사,(전수)
2024,가락초등학교,1인수의,2024학년도 1학기 도서 구입 대금 지출,2024-05-27,3781710,코코래빗 명지점,(전수)
2024,거학초등학교,1인수의,(s2b) 프린터 토너 및 전산 소모품 구입대금 지급,2024-05-27,3413000,블랙테크,(전수)
2024,금곡초등학교,1인수의,2024학년도 2분기 학습준비물 구입비 지급(S2B),2024-05-27,1976050,(주) 서원상사,(전수)
2024,가락초등학교,1인수의,교내 폐목재 등 폐기물 처리 대금 지출,2024-05-27,1500000,유신특수운수,(전수)
2024,가람중학교,1인수의,2024학년도 1학기 도서실 도서 구입(1차),2024-05-27,4734270,장학서점,(전수)
2024,개금초등학교,2인이상수의,"6월 개금초,개화초등학교 가금류 종합계약",2024-05-27,2521070,골든미트,(전수)
2024,개금초등학교,2인이상수의,"6월 개금초,개화초등학교 농수공잡곡류 종합계약",2024-05-27,31693830,펭수푸드,(전수)
2024,개금초등학교,2인이상수의,"6월 개금초,개화초등학교 육류 종합계약",2024-05-27,2004900,대성미트,(전수)
2024,개금초등학교,1인수의,"6월 개금초,개화초등학교 친환경 농산물 종합계약",2024-05-27,6245500,금정구친환경농산물급식지원센터,(전수)
2024,구평초등학교,1인수의,생태환경교육 지원사업 물품 구입,2024-05-27,2547200,(주)아이스크림미디어,(전수)
2024,개금고등학교,1인수의,2024학년도 1차 도서관 자료(정기간행물) 구독료 지출,2024-05-27,1053800,주식회사 나이스북,(전수)
2024,경일중학교,1인수의,업무용 용지 구입(S2B),2024-05-27,1955000,대신OPC,(전수)
2024,교리초등학교,1인수의,"(유치원)6월 생일축하, 놀이준비물 및 유아장애인식개선교육자료 구입",2024-05-27,3883140,11번가 주식회사,(전수)
2024,경일고등학교,1인수의,(G2B) 교사용 노트북 구입비 지급,2024-05-27,23580340,삼성전자 주식회사,(전수)
2024,금강초등학교,2인이상수의,"금강초등학교 6월 가금류(닭, 오리) 구입",2024-05-27,2921700,(주)엔푸드,(전수)
2024,금강초등학교,2인이상수의,금강초등학교 6월 농·수·공·잡곡류 구입,2024-05-27,28189531,한영,(전수)
2024,금강초등학교,2인이상수의,"금강초등학교 6월 육류(소, 돼지) 구입",2024-05-27,5752540,유한미트,(전수)
2024,금강초등학교,1인수의,금강초등학교 6월 친환경농산물(쌀포함) 식재료 구입,2024-05-27,5649750,금정구친환경농산물급식지원센터,(전수)
2024,감만중학교,1인수의,2024년 제3종시설물 정밀 및 정기안전점검 실시,2024-05-27,7700000,범창종합건설(주),(전수)
2024,감천초등학교,1인수의,방과후 자율동아리(우쿨렐레 동아리) 악기 구입비 지출,2024-05-27,1659000,"이베이코리아유한책임회사(G마켓,옥션)",(전수)
2024,경남공업고등학교,1인수의,경남공고 소방보수공사,2024-05-27,2600000,(주)가가이엔지,(전수)
