회계연도,기관명,계약방법,계약명,계약일,계약금액,계약상대자,키워드
2023,광안초등학교,2인이상수의,2023학년도 돌봄교실 프로그램 운영비 지출,2023-01-31,26970000,사단법인 동의애프터스쿨,(전수)
2023,동천고등학교,1인수의,2023학년도 교내 전기안전관리 대행용역비 지출,2023-01-30,5412000,(주)한국나이스이테크,(전수)
2023,송정초등학교,1인수의,2023학년도 1월 방과후학교 강사료 지급,2023-01-25,13674810,사단법인 신라배움나눔공동체,(전수)
2023,송정초등학교,1인수의,2023학년도 1월 방과후학교 교재비 및 재료비 지급,2023-01-25,3223000,사단법인 신라배움나눔공동체,(전수)
2023,덕포초등학교,2인이상수의,"2024년 1-2월 덕포초,삼덕초등학교 농산물, 수산물, 가공식품, 곡류 종합계약 소액수의",2023-01-23,8397940,수정,(전수)
2023,송정초등학교,1인수의,2023학년도 2월 방과후학교 교재 및 재료비 지급,2023-01-20,2544000,사단법인 신라배움나눔공동체,(전수)
2023,송정초등학교,1인수의,2023학년도 방과후학교 2월 강사료 지급,2023-01-20,13227440,사단법인 신라배움나눔공동체,(전수)
2023,동천고등학교,1인수의,2023학년도 교내 소방안전관리 대행용역비 지출,2023-01-10,2376000,주식회사성광소방,(전수)
2023,송수초등학교,1인수의,2023학년도 전기안전관리대행 용역비 지급,2023-02-28,3960000,(주)남부전기안전공단,(전수)
2023,성모여자고등학교,1인수의,2023학년도 전기관리 유지대행 용역료 지급,2023-02-28,4800000,(주)중앙전기관리기술단,(전수)
2023,오션유치원,1인수의,2023년도 공기청정기 임차용역비 지급,2023-02-28,2336400,웅진코웨이(주),(전수)
2023,센텀초등학교,1인수의,2023학년도 기계설비 유지관리용역비 지급,2023-02-28,6540000,(주)세정이엔지,(전수)
2023,센텀초등학교,1인수의,2023학년도 방과후교무실 복사기 렌탈료 지급,2023-02-28,1056000,칼라디지탈OA,(전수)
2023,센텀초등학교,1인수의,2023학년도 본관 및 모듈러교실 무인경비 위탁용역비 지급,2023-02-28,3564000,(주)시티캅,(전수)
2023,센텀초등학교,1인수의,"2023학년도 본관, 모듈러교실 화장실 탈취제 위탁용역비 지급",2023-02-28,3828000,선진B&T,(전수)
2023,센텀초등학교,1인수의,2023학년도 소방설비 안전관리대행 용역비 지급,2023-02-28,2400000,(주)가가이엔지,(전수)
2023,센텀초등학교,1인수의,2023학년도 전산유지보수 위탁 용역비 지급,2023-02-28,7128000,아이엠테크,(전수)
2023,송수초등학교,1인수의,2023학년도 전산장비 및 전산망 유지보수 용역비 지급,2023-02-28,3600000,아이엠테크,(전수)
2023,송수초등학교,1인수의,2023학년도 스탠드형 공기청정기 위탁관리 용역비 지급,2023-02-28,12360000,후드솔로몬,(전수)
2023,송수초등학교,1인수의,2023학년도 방화관리자업무및소방시설유지관리 용역비 지급,2023-02-28,1920000,(주)정엔지니어링,(전수)
2023,성모여자고등학교,1인수의,2023학년도 소방안전관리 위탁 용역료 지급,2023-02-28,2772000,(주)현대방재,(전수)
2023,성모여자고등학교,1인수의,2023학년도 급여회계관리시스템 유지보수 위탁 용역료 지급,2023-02-28,1320000,하나윈,(전수)
2023,충렬고등학교,1인수의,냉난방기 유지보수비 지급(S2B),2023-02-28,7800000,하이엠솔루텍주식회사,(전수)
2023,성모여자고등학교,1인수의,2023학년도 근태관리시스템 유지보수 위탁 용역료 지급,2023-02-28,1320000,(주)에스케이쉴더스 부산지점,(전수)
2023,성모여자고등학교,1인수의,2023학년도 교무실 복사기 임대(렌탈)계약 용역료 지급,2023-02-28,3960000,현대OA시스템,(전수)
2023,성모여자고등학교,1인수의,2023학년도 2월 지역자활센터 인력(도서관 도우미) 파견 용역비 지급,2023-02-28,1100000,부산부산진 지역자활센터,(전수)
2023,송수초등학교,1인수의,2023학년도 방향제 교체 용역비 지급,2023-02-28,2860000,선진B&T,(전수)
2023,송정초등학교,1인수의,돌봄교실 2월 특기적성 프로그램 강사비 지급,2023-02-27,1680000,사단법인 신라배움나눔공동체,(전수)
2023,응봉초등학교,1인수의,[원인] 2023학년도 2월 돌봄교실 특기적성 수업 강사비 지급,2023-02-27,1680000,(사)경성청소년교육진흥원,(전수)
2023,인지중학교,1인수의,2023학년도 무인기계경비용역비 지급,2023-02-27,1980000,(주)시티캅,(전수)
2023,인지중학교,1인수의,2023학년도 사무기기(복사기) 임대료 지급,2023-02-27,10692000,삼흥OA시스템,(전수)
2023,인지중학교,1인수의,2023학년도 소방안전관리 용역비 지급,2023-02-27,1980000,(주)가가이엔지,(전수)
2023,인지중학교,1인수의,2023학년도 전기안전관리용역비 지급,2023-02-27,4356000,(주)부성이엔지,(전수)
2023,인지중학교,1인수의,2023학년도 전산장비유지보수 용역비 지급,2023-02-27,3000000,지앤텍,(전수)
2023,명지중학교,1인수의,2023학년도 무인 기계경비 용역료 지급,2023-02-24,2376000,에스케이쉴더스(주),(전수)
2023,명지중학교,1인수의,2023학년도 소방안전관리 대행 용역비 지급,2023-02-24,2361000,(주) 남경이엔지,(전수)
2023,명지중학교,1인수의,2023학년도 전기안전관리 용역료 지급,2023-02-24,6600000,(주)한국나이스이테크,(전수)
2023,명지중학교,1인수의,2023학년도 전산장비 유지보수 용역비 지급,2023-02-24,5940000,일성시스템,(전수)
2023,부산혜원학교,1인수의,2023학년도 프린터 임대료 지급의 건,2023-02-24,13068000,삼성O.A,(전수)
2023,부산혜원학교,1인수의,"2023학년도 컴퓨터, 네트워크 유지보수 용역비 지급의 건",2023-02-24,4320000,삼성O.A,(전수)
2023,금사중학교,1인수의,2023학년도 무인기계 경비 대금 지출,2023-02-24,2040000,에스케이쉴더스(주) 동부산지점,(전수)
2023,금사중학교,1인수의,2023학년도 복사기 렌탈 대금 지출,2023-02-24,6890400,롯데OA,(전수)
2023,금사중학교,1인수의,2023학년도 소방시설 관리 용역 대금 지출,2023-02-24,1691000,(주) 남경이엔지,(전수)
2023,금사중학교,1인수의,2023학년도 전기안전 관리용역 대금 지출,2023-02-24,3784440,(주)쌍용전기안전공단,(전수)
2023,금사중학교,1인수의,2023학년도 학내망 유지보수 대금 지출,2023-02-24,2376000,한빛정보시스템,(전수)
2023,수영초등학교,1인수의,2023학년도 전산장비(컴퓨터) 유지보수 용역비 지급(S2B),2023-02-24,1750000,알파정보,(전수)
2023,수영초등학교,1인수의,2023학년도 전기안전관리 용역비 지급(S2B),2023-02-24,4235000,(주)쌍용전기안전공단,(전수)
2023,수영초등학교,1인수의,2023학년도 수족관관리 용역비 지급(S2B),2023-02-24,1155000,아쿠아갤러리(AQUA GALLERY),(전수)
2023,수영초등학교,1인수의,2023학년도 소방안전관리 용역비 지급(S2B),2023-02-24,1412160,(주) 남경이엔지,(전수)
2023,수영초등학교,1인수의,2023학년도 복합기 및 프린터 렌탈비 지급(S2B),2023-02-24,4224000,성진IT,(전수)
2023,수영초등학교,1인수의,2022학년도 무인경비 용역비 지급(S2B),2023-02-24,2387000,(주)시티캅,(전수)
2023,학장초등학교,1인수의,2023.4월~2024.2월 학교 도서도우미 파견 용역비 지출,2023-02-23,12100000,사회적협동조합 사상지역자활센터,(전수)
2023,학장초등학교,1인수의,2023학년도 무인경비시스템 위탁용역비 지급,2023-02-23,3300000,(주)시티캅,(전수)
2023,학장초등학교,1인수의,2023학년도 소방시설 안전관리 용역비 지급,2023-02-23,2412160,(주) 남경이엔지,(전수)
2023,개금여자중학교,1인수의,2023학년도 교무실 복사기 임대료 지출(s2b),2023-02-23,1320000,(주) Y.E.S세진,(전수)
2023,학장초등학교,1인수의,2023학년도 정보유지보수 용역비 지급,2023-02-23,2400000,일신OA시스템 (주),(전수)
2023,내산초등학교,1인수의,2023학년도 학내전산망 유지보수 및 용역료 지급,2023-02-23,2160000,영재정보시스템,(전수)
2023,내산초등학교,1인수의,2023학년도 무인경비시스템용역료 지급,2023-02-23,3036000,(주)시티캅,(전수)
2023,내산초등학교,1인수의,2023학년도 복사기 및 프린터 임대료 지급,2023-02-23,4620000,신도OA서비스,(전수)
2023,내산초등학교,1인수의,2023학년도 소방시설안전관리 용역료지급,2023-02-23,2244000,(주)가가이엔지,(전수)
2023,내산초등학교,1인수의,2023학년도 전기안전관리 용역료 지급,2023-02-23,2178000,(주)한국나이스이테크,(전수)
2023,개금여자중학교,1인수의,2023학년도 정보화기기 유지관리 용역료 지출(s2b),2023-02-23,2880000,일신OA시스템 (주),(전수)
2023,개금여자중학교,1인수의,2023학년도 무인기계경비 용역료 지출(s2b),2023-02-23,4158000,(주) 에스원,(전수)
2023,개금여자중학교,1인수의,2023학년도 전기안전관리 용역료 지출(s2b),2023-02-23,3480000,(주)현대전기안전관리,(전수)
2023,개금여자중학교,1인수의,2023학년도 소방시설안전관리 용역료 지출(s2b),2023-02-23,1811000,(주) 남경이엔지,(전수)
2023,부산혜원학교,1인수의,2023학년도 무인경비 용역비 지급의 건,2023-02-22,2400000,(주)대민보안공사,(전수)
2023,부산혜원학교,1인수의,2023학년도 소방안전관리 용역비 지급의 건,2023-02-22,2376000,(주)부성이엠씨,(전수)
2023,부산혜원학교,1인수의,2023학년도 전기안전관리 용역비 지급의 건,2023-02-22,3168000,(주)한국나이스이테크,(전수)
2023,용수중학교,1인수의,2023학년도 원어민영어보조교사 원룸 연간임대비 지급,2023-02-20,6000000,문세영,(전수)
2023,용수중학교,1인수의,2023학년도 컴퓨터유지보수 연간용역비 지급,2023-02-20,2904000,애니플러스,(전수)
2023,동천고등학교,1인수의,2023학년도 교내 음식물 처리기 관리용역비 지출,2023-02-17,5640000,주식회사 하연렌탈,(전수)
2023,용수중학교,1인수의,2023학년도 무인경비 연간용역비 지급,2023-02-17,6780000,(주) 에스원,(전수)
2023,용수중학교,1인수의,2023학년도 복사기 연간임대비 지급,2023-02-17,5280000,LC토탈서비스,(전수)
2023,용수중학교,1인수의,2023학년도 소방안전관리 연간용역비 지급,2023-02-17,2653370,(주) 남경이엔지,(전수)
2023,용수중학교,1인수의,2023학년도 전기안전관리 연간용역비 지급,2023-02-17,6240000,(주)한국나이스이테크,(전수)
2023,금빛초등학교,1인수의,2023학년도 냉난방기 유지관리 용역비 지급,2023-02-17,7304000,하이엠솔루텍주식회사,(전수)
2023,금정전자고등학교,1인수의,소방시설 안전점검대행 용역 재공고,2023-02-16,2376000,(주)이레텍,(전수)
2023,금정전자고등학교,1인수의,상벌점관리유지보수,2023-02-15,1080000,신영C.I.S,(전수)
2023,금정전자고등학교,1인수의,공기청향제 교체,2023-02-15,1560000,그린피스,(전수)
2023,금정전자고등학교,1인수의,복사기 임대료 및 유지보수비,2023-02-15,6028000,신도사무자동화시스템,(전수)
2023,금정전자고등학교,1인수의,회계 S/W 사용료,2023-02-15,1320000,하나윈,(전수)
2023,금정전자고등학교,1인수의,도서관 전담요원 용역,2023-02-14,13200000,사회적협동조합 금정구지역자활센터,(전수)
2023,삼성여자고등학교,1인수의,2023학년도 기계설비 유지관리 위탁용역 시행,2023-02-14,3960000,(주)정엔지니어링,(전수)
2023,반여초등학교,1인수의,2023학년도 학내망 및 정보기기 유지보수 용역비 지급,2023-02-13,2904000,제이투시스템,(전수)
2023,명원초등학교,1인수의,2023학년도 복사기임대 용역료 납부,2023-02-13,10758000,LC토탈서비스,(전수)
2023,반여초등학교,1인수의,2023학년도 기계설비 유지관리 용역비 지급,2023-02-13,6720000,에스와이씨앤씨(주),(전수)
2023,반여초등학교,1인수의,2023학년도 복합기 임대 용역비 지급,2023-02-13,7548000,아이피시스템,(전수)
2023,반여초등학교,1인수의,2023학년도 소방안전관리 용역비 지급,2023-02-13,2376000,(주)유일소방기술,(전수)
2023,반여초등학교,1인수의,2023학년도 시스템기계경비 용역비 지급,2023-02-13,5496000,(주) 에스원,(전수)
2023,반여초등학교,1인수의,2023학년도 전기안전관리 용역비 지급,2023-02-13,3696000,(주)쌍용전기안전공단,(전수)
2023,성모여자고등학교,1인수의,2023학년도 공기청정기 렌탈 용역,2023-02-10,5256900,코웨이(주),(전수)
2023,금정전자고등학교,1인수의,공기청정기 임차 및 유지관리 용역 1차(2023~2025),2023-02-10,5160000,쿠쿠홈시스주식회사,(전수)
2023,수영초등학교,1인수의,2023학년도 공기청정기 렌탈비 지급(G2B),2023-02-10,1612500,쿠쿠홈시스 주식회사,(전수)
2023,명원초등학교,1인수의,2023학년도 휠체어리프트 유지보수 위탁용역료 납부,2023-02-09,2904000,(주) 신우프론티어,(전수)
2023,금정전자고등학교,1인수의,학내망 유지보수 용역,2023-02-08,6600000,(주)에이넷시스템,(전수)
2023,명원초등학교,1인수의,2023학년도 전기안전관리 위탁용역료 납부,2023-02-08,9900000,(주)쌍용전기안전공단,(전수)
2023,금정전자고등학교,1인수의,정화조관리용역,2023-02-08,2640000,천호환경(주),(전수)
2023,명원초등학교,1인수의,2023학년도 전산유지보수 용역료 납부,2023-02-08,5940000,토탈전산시스템,(전수)
2023,명원초등학교,1인수의,2023학년도 기계설비유지관리 위탁용역료 납부,2023-02-08,6540000,(주)세정이엔지,(전수)
2023,명원초등학교,1인수의,2023학년도 무인경비시스템 위탁용역료 납부,2023-02-08,7920000,(주)시티캅,(전수)
2023,명원초등학교,1인수의,2023학년도 소방안전관리 위탁용역료 납부,2023-02-08,2653370,(주) 남경이엔지,(전수)
2023,금정전자고등학교,1인수의,무인경비 및 CCTV 유지보수 용역(2021-2023),2023-02-07,6600000,(주) 에스원,(전수)
2023,금정전자고등학교,1인수의,덤웨이트안전관리 용역,2023-02-07,1650000,(주) 영진엘리베이터,(전수)
2023,신천초등학교,1인수의,2023학년도 시스템냉난방기 유지관리 용역료 지급,2023-02-07,7920000,하이엠솔루텍주식회사,(전수)
2023,신천초등학교,1인수의,2023학년도 무인기계경비 용역료 지급,2023-02-07,4248000,(주) 에스원,(전수)
2023,금정전자고등학교,1인수의,전기안전관리대행 용역,2023-02-07,6784800,(주)부산전기안전기술,(전수)
2023,신천초등학교,1인수의,2023학년도 전기안전관리 용역료 지급,2023-02-06,5478000,(주)남부전기안전공단,(전수)
2023,신천초등학교,1인수의,2023학년도 소방안전관리 용역료 지급,2023-02-06,2231250,(주) 남경이엔지,(전수)
2023,신천초등학교,1인수의,2023학년도 교무실 및 행정실 복사기 렌탈료 지급,2023-02-06,3564000,일신OA시스템 (주),(전수)
2023,신천초등학교,1인수의,2023학년도 전산장비 유지보수 용역료 지급,2023-02-06,2400000,일신OA시스템 (주),(전수)
2023,반여초등학교,1인수의,2023학년도 기름걸레 용역 견적 요청,2023-02-03,1463000,보명기업,(전수)
2023,백양초등학교,1인수의,"2023학년도 1,6학년 연구실 및 영어전담실 컬러프린터 임대 용역비 지급",2023-03-31,1188000,동부종합사무기,(전수)
2023,대양고등학교,1인수의,대양고등학교 학교공간 재구조화 촉진자 용역계약비 지급,2023-03-31,9600000,동의대학교 산학협력단,(전수)
2023,명지중학교,1인수의,2023학년도 도서관 파견인력 인건비 지급,2023-03-31,14181810,강서구지역지활센터,(전수)
2023,초량초등학교,1인수의,2023년도 도서관 사서 인력지원 용역 대금 지출,2023-03-31,13200000,동구지역자활센터 구창우,(전수)
2023,구서여자중학교,1인수의,"2023학년도 화장실 악취제거용 방향제,탈취제 교체 용역대금 지급(매월 검수 후 지급)",2023-03-31,1650000,선진B&T,(전수)
2023,구서여자중학교,1인수의,2023학년도 기름걸레 교체 용역대금 지급(매월 검수 후 지급),2023-03-31,2343000,더스콘,(전수)
2023,백양초등학교,1인수의,2023학년도 행정실 컬러복합기 임대 용역비 지급,2023-03-31,1584000,동부종합사무기,(전수)
2023,성모여자고등학교,1인수의,2023학년도 기계설비 유지관리 용역 계약,2023-03-30,5500000,에스와이씨앤씨(주),(전수)
2023,덕문여자고등학교,1인수의,2023학년도 기계설비유지관리 용역[S2B],2023-03-30,4356000,(주)정엔지니어링,(전수)
2023,광명고등학교,1인수의,자율동아리 드론영상반 장비구입 요청,2023-03-29,2847000,네이버파이낸셜 주식회사,(전수)
2023,인지중학교,1인수의,2023학년도 기계설비 유지관리 용역비,2023-03-29,5830000,에스와이씨앤씨(주),(전수)
2023,동천고등학교,1인수의,2023학년도 기계설비 유지관리 용역비 지출,2023-03-28,6352500,주식회사 나젤이텍,(전수)
2023,수영초등학교,1인수의,2023학년도 기계설비 시설물 유지관리 업무위탁 용역비 지급(S2B),2023-03-28,2772000,(주)세광,(전수)
2023,예문여자고등학교,1인수의,2023학년도 학교공간 재구조화 사업 촉진자 용역,2023-03-27,9600000,심즈 건축사사무소,(전수)
2023,영도여자고등학교,1인수의,2023학년도 무인경비 용역비 지출,2023-03-27,4320000,(주) 에스원,(전수)
2023,성동중학교,1인수의,2023학년도 유지보수업체(기태시스템외10곳) 용역비 지출,2023-03-27,23744480,기태시스템,(전수)
2023,동항중학교,1인수의,2023년 4월 ~ 2024년 2월 소방시설안전관리용역비 지급(S2B),2023-03-27,2200000,(주) 남경이엔지,(전수)
2023,금정초등학교,1인수의,2023학년도 금정구지역자활센터 학교 도서관 실무원 용역 시행,2023-03-24,13150000,사회적협동조합 금정구지역자활센터,(전수)
2023,연포초등학교,1인수의,2023년 소방시설안전관리대행 용역료,2023-03-24,2412160,(주) 남경이엔지,(전수)
2023,해운대공업고등학교,1인수의,도서관 지역자활센터 인력지원 용역비 지급,2023-03-24,13200000,해운대지역자활센터,(전수)
2023,남산중학교,1인수의,기계설비유지관리점검 용역 실시,2023-03-24,5082000,(주)세광,(전수)
2023,구서여자중학교,1인수의,2023학년도 CCTV 렌탈 용역대금 지급(매월 검수 후 지급),2023-03-24,2640000,(주) 에스원,(전수)
2023,구서여자중학교,1인수의,2023학년도 교무실 디지털흑백A3복합기(팩스기능 및 칼라프린터 기능 추가) 임대 용역대금,2023-03-24,3696000,주식회사태희정보기술,(전수)
2023,구서여자중학교,1인수의,2023학년도 발간실 인쇄기 임대 용역대금 지급(매월 검수 후 지급),2023-03-24,1980000,신도OA서비스,(전수)
2023,구서여자중학교,1인수의,"2023학년도 복사기 임대(교무실,행정실) 용역대금 지급(매월 검수 후 지급)",2023-03-24,3168000,주식회사태희정보기술,(전수)
2023,구서여자중학교,1인수의,2023학년도 소방시설안전관리대행 용역대금 지급(매월 검수 후 지급),2023-03-24,2400000,(주)더베스트이앤씨,(전수)
2023,구서여자중학교,1인수의,2023학년도 시스템경비(무인기계경비) 용역대금 지급(매월 검수 후 지급),2023-03-24,4499040,(주) 에스원,(전수)
2023,구서여자중학교,1인수의,2023학년도 전기설비 안전관리대행 용역대금 지급(매월 검수 후 지급),2023-03-24,3169320,(주)한국나이스이테크,(전수)
2023,구서여자중학교,1인수의,2023학년도 학내전산망유지보수관리 용역대금 지급(매월 검수 후 지급),2023-03-24,3960000,주식회사태희정보기술,(전수)
2023,동현초등학교,1인수의,"2023학년도 전산유지보수, 복사기 렌탈, 무함프린터 임대 용역료 지급",2023-03-24,7416000,대일전산 OA,(전수)
2023,연포초등학교,1인수의,2023 기계설비유지관리 용역,2023-03-24,6540000,(주)세정이엔지,(전수)
2023,연천초등학교,1인수의,2023학년도 칼라잉크프린터 렌탈비 지출,2023-03-24,4103000,무한사무기,(전수)
2023,부산수영중학교,1인수의,2023학년도 정보화기기유지보수 용역료 지출,2023-03-24,3600000,앤네트웍스,(전수)
2023,호암초등학교,1인수의,2023. 전산장비 유지보수 용역료 지급,2023-03-24,2244000,일신OA시스템 (주),(전수)
2023,부산수영중학교,1인수의,2023학년도 무인경비시스템 용역료 지출,2023-03-24,3960000,(주) 에스원,(전수)
2023,센텀고등학교,1인수의,2023학년도 학교도서관 지원 지역자활센터 인력 용역비 지출,2023-03-24,13200000,해운대지역자활센터,(전수)
2023,성지초등학교,1인수의,2023학년도 공기청정기 렌탈료 지급,2023-03-24,1401840,코웨이(주),(전수)
2023,영도여자고등학교,1인수의,2023학년도 소방안전관리 용역비 지출,2023-03-24,1620000,(주)가가이엔지,(전수)
2023,부산수영중학교,1인수의,2023학년도 복사기임대 용역료 지출,2023-03-24,4488000,삼흥OA시스템,(전수)
2023,영도여자고등학교,1인수의,2023학년도 전기안전관리 용역비 지출,2023-03-24,3696000,(주)서광전기안전기술단,(전수)
2023,부산수영중학교,1인수의,2023학년도 전기안전관리 용역료 지출,2023-03-24,7920000,(주)한국나이스이테크,(전수)
2023,부산수영중학교,1인수의,2023학년도 소방시설관리 용역료 지출,2023-03-24,1931000,(주) 남경이엔지,(전수)
2023,해운대공업고등학교,1인수의,(도제_목적)2023년 산학일체형 도제학교 복사기 임대 용역비 지급,2023-03-23,1200000,신도OA서비스,(전수)
2023,해운대공업고등학교,1인수의,2023학년도 소방시설 안전관리 용역비 지급,2023-03-23,4620000,(주)더베스트이앤씨,(전수)
2023,반여초등학교,1인수의,유치원 방과후과정 23학년도 특색교육 물품 구입비 지급,2023-03-23,5057500,위드어스에듀,(전수)
2023,부산수영중학교,1인수의,2023학년도 기계설비유지관리 용역료 지출,2023-03-23,6540000,(주)세정이엔지,(전수)
2023,오션중학교,1인수의,2023학년도 휠체어리프트 유지보수 용역,2023-03-23,1584000,(주)신우프론티어,(전수)
2023,주례여자고등학교,2인이상수의,2023학년도 공기청정기(교육청통합계약) 임대-코웨이,2023-03-22,5256900,코웨이 주식회사,(전수)
2023,연포초등학교,1인수의,2023년 복사기임차,2023-03-22,12000000,동부종합사무기,(전수)
2023,영도여자고등학교,1인수의,2023학년도 전산유지보수 용역비 지출,2023-03-22,9840000,이큐피(2qp),(전수)
2023,부산보건고등학교,1인수의,학교공간 재구조화사업 촉진자 용역비 지출 원인행위,2023-03-22,9600000,디자인그룹윤건축사사무소,(전수)
2023,금강초등학교,1인수의,2023학년도 학교도서관 지원 지역자활센터 인력용역비,2023-03-21,19724950,부산동래지역자활센터,(전수)
2023,연포초등학교,1인수의,2023학년 병성유치원 생물관리부스 관리 용역,2023-03-21,3000000,사상수족관,(전수)
2023,주감중학교,1인수의,공기정화장치 렌탈비,2023-03-21,6389900,코웨이(주),(전수)
2023,동항중학교,1인수의,2023년 3월 ~ 2024년 2월 전산기기유지보수용역비 지급(S2B),2023-03-21,5280000,청하네트웍스 주식회사,(전수)
2023,반송중학교,1인수의,[S2B]학교공간 재구조화 촉진자 용역,2023-03-21,9600000,건축사사무소 소슬,(전수)
2023,동항중학교,1인수의,2023년 3월 ~ 2024년 2월 무인경비용역비 지급(S2B),2023-03-21,3511200,(주) 에스원,(전수)
2023,동항중학교,1인수의,"2023년 3월 ~ 2024년 2월 교무실, 행정실 복사기 렌탈비 지급(S2B)",2023-03-21,2904000,삼흥OA시스템,(전수)
2023,일광중학교,1인수의,교직원 복지용 안마기 렌탈비 지급,2023-03-21,1715000,주식회사 바디프랜드,(전수)
2023,동항중학교,1인수의,2023년 3월 ~ 2024년 2월 전기안전관리용역비 지급(S2B),2023-03-20,3300000,(주)대한전기설비안전관리,(전수)
2023,화명초등학교,1인수의,2023학년도 컴퓨터 유지보수 용역비 지출,2023-03-20,2376000,한빛정보시스템,(전수)
2023,주례중학교,1인수의,2023학년도 공기청정기 임차료 지급,2023-03-20,1947000,코웨이(주),(전수)
2023,명호중학교,1인수의,2023년 인쇄기 유지보수비 및 복사기 렌탈서비스 대금 지급,2023-03-20,7260000,LC토탈서비스,(전수)
2023,화명초등학교,1인수의,2023학년도 학교도서관 사서실무원 파견 용역비 지출,2023-03-20,13200000,북구희망터지역자활센터,(전수)
2023,백양초등학교,1인수의,2023학년도 정보화기기 유지보수 용역비 지급,2023-03-20,3600000,동부종합사무기,(전수)
2023,화명초등학교,1인수의,2023학년도 무인기계경비 용역비 지출,2023-03-20,2640000,(주)시티캅,(전수)
2023,백양초등학교,1인수의,2023학년도 전기안전관리 용역비 지급,2023-03-20,9000000,(주)항도전기관리,(전수)
2023,백양초등학교,1인수의,2023학년도 소방시설관리 용역비 및 소방시설전문인배상책임공제료 지급,2023-03-20,2653370,(주) 남경이엔지,(전수)
2023,화명초등학교,1인수의,2023학년도 복사기 및 프린터 임대료 지출,2023-03-20,7986000,삼일OA시스템,(전수)
2023,해운대공업고등학교,1인수의,2023학년도 학내전산망유지보수 용역비 지급,2023-03-20,13200000,위드컴정보,(전수)
2023,해운대공업고등학교,1인수의,2023학년도 기계설비유지관리 용역비 지급,2023-03-20,6540000,(주)세정이엔지,(전수)
2023,부산소프트웨어마이스터고등학교,1인수의,[2023-교육] 마이스터 역량 인증 시스템 유지관리비 지급,2023-03-20,2750000,(주) 비.엘소프트,(전수)
2023,백양초등학교,1인수의,2023학년도 복사기 및 프린터기 임차 용역비 지급,2023-03-20,3168000,성진IT,(전수)
2023,광무여자중학교,1인수의,2023학년도 관리실 공기청정기 관리서비스비 지출,2023-03-20,1945200,엘지전자(주),(전수)
2023,화명초등학교,1인수의,2023학년도 소방시설안전관리 용역비 지출,2023-03-20,2280000,(주)가가이엔지,(전수)
2023,양덕여자중학교,1인수의,2023학년도 공기청정기렌탈비 지급,2023-03-20,4867500,코웨이(주),(전수)
2023,해운대공업고등학교,1인수의,2023학년도 전기설비 안전관리 용역비 지급,2023-03-20,7920000,(주)서광전기안전기술단,(전수)
2023,성동초등학교,1인수의,2023학년도 기계설비 유지관리 운영 위탁 용역,2023-03-17,3630000,에스와이씨앤씨(주),(전수)
2023,해빛유치원,1인수의,2023년도 전기설비안전관리위탁 용역비 지급,2023-03-17,1848000,(주)기웅전력,(전수)
2023,부일전자디자인고등학교,1인수의,교내 화장실 및 특별실 비치용 방향제 구입,2023-03-17,1980000,선진B＆T,(전수)
2023,장전초등학교,1인수의,2023학년도 기계경비 용역료 지급,2023-03-17,3300000,(주)시티캅,(전수)
2023,동주여자고등학교,1인수의,2023학년도 자가용 전기설비 안전관리 용역 계약건,2023-03-16,2178000,(주)서광전기안전기술단,(전수)
2023,동주여자고등학교,1인수의,2023학년도 컴퓨터(노트북) 및 네트워크 유지보수 용역 계약건,2023-03-16,2376000,윤민시스템,(전수)
2023,동주여자고등학교,1인수의,2023학년도 소방시설 안전관리 용역 계약건,2023-03-16,1811000,(주) 남경이엔지,(전수)
2023,동주여자고등학교,1인수의,2023학년도 사무용 복합기 및 컬러프린터 임차 용역 계약건,2023-03-16,5463480,주식회사 사이클론,(전수)
2023,부산산업학교,1인수의,2023학년도 시설유지보수 용역비 지급,2023-03-16,41679840,(주) 에스원,(전수)
2023,부산과학고등학교,1인수의,"2023학년도 영재교육원 홈페이지 유지관리비 지급(S2B, 원인)",2023-03-16,1452000,CNK엔터테이먼트,(전수)
2023,연천초등학교,1인수의,2023학년도 무인경비시스템 용역료 지출,2023-03-16,2904000,(주)시티캅,(전수)
2023,연천초등학교,1인수의,2023학년도 복합기 및 인쇄기 렌탈료 지출,2023-03-16,4620000,(주)Y.E.S 세진,(전수)
2023,연천초등학교,1인수의,2023학년도 소방시설유지보수비 지출,2023-03-16,3194400,(주)더베스트이앤씨,(전수)
2023,연천초등학교,1인수의,2023학년도 유치원 사무기기 렌탈료 지출,2023-03-16,2640000,(주)Y.E.S 세진,(전수)
2023,연천초등학교,1인수의,2023학년도 전기설비안전유지보수 지출,2023-03-16,3432000,(주)대한전기설비안전관리,(전수)
2023,연천초등학교,1인수의,2023학년도 정보화기기유지보수비 지출,2023-03-16,3600000,알파정보,(전수)
2023,연포초등학교,1인수의,2023년 정보화기기 유지보수,2023-03-16,7920000,대성아이티,(전수)
2023,연천초등학교,1인수의,2023학년도 돌봄교실 출입통제시스템 유지보수용역비 지출,2023-03-16,1056000,(주)에이디티캡스,(전수)
2023,신남초등학교,1인수의,2023년도 무인경비용역료 지급,2023-03-15,2000000,(주)시티캅,(전수)
2023,동백중학교,1인수의,2023학년도 아이엠스쿨 프리미엄 서비스 사용 금액 지출,2023-03-15,1267200,엔에이치엔에듀 주식회사(NHN Edu.Corp.),(전수)
2023,화명꿈유치원,1인수의,2023학년도 서비스용역(무인기계경비) 지출,2023-03-15,2200000,(주)에스원,(전수)
