계약번호,구분,계약명,계약일,금액,수요기관,학교명,학교코드,급별,시도,상세URL
R25TE05550325,물품,전북인공지능고등학교 AI 교실 기자재(LED) 구매,2025-07-02,54780000,전북특별자치도교육청 전북인공지능고등학교,전북인공지능고등학교,8321270,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00693820&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05550552,물품,전북인공지능고등학교 AI 교실 기자재(LED) 구매,2025-07-02,54780000,전북특별자치도교육청 전북인공지능고등학교,전북인공지능고등학교,8321270,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00693820&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05550748,물품,전북인공지능고등학교 AI 교실 기자재(LED) 구매,2025-07-02,54780000,전북특별자치도교육청 전북인공지능고등학교,전북인공지능고등학교,8321270,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00693820&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05575816,물품,2025학년도 한서고등학교 AI 컨설턴트 프로그램 구입,2025-07-01,3300000,서울특별시교육청 한서고등학교,한서고등학교,7010253,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00686331&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05578736,물품,시흥중학교 2025학년도 디지털기반 선도학교 운영을 위한 라이센스 계정 구입 ,2025-05-08,6495000,경기도교육청 경기도시흥교육지원청 시흥중학교,시흥중학교,7781010,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00500869&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05585986,물품,2025학년도 디지털기반 연구학교 AI 코스웨어 구입 계약,2025-05-16,7200000,경기도파주교육청 임진초등학교,임진초등학교,7681020,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00496761&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05607855,물품,김포과학기술고등학교 메이커스페이스 공간구성을 위한 물품(자동화검사공정시스템및AI로봇)구매,2025-06-05,78030000,경기도교육청 김포과학기술고등학교,김포과학기술고등학교,7531517,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00592861&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05613608,물품,김포과학기술고등학교 메이커스페이스 공간구성을 위한 물품(자동화검사공정시스템및AI로봇)구매,2025-07-07,78030000,경기도교육청 김포과학기술고등학교,김포과학기술고등학교,7531517,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00592861&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05643305,물품,김포과학기술고등학교 메이커스페이스 공간구성을 위한 물품(자동화검사공정시스템및AI로봇)구매,2025-07-07,78030000,경기도교육청 김포과학기술고등학교,김포과학기술고등학교,7531517,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00592861&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05644599,물품,2025학년도 4학년 청개구리 코딩드론교실 재료 구입 ,2025-07-04,10640000,경기도수원교육청 산의초등학교,산의초등학교,7541081,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00702784&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05649695,물품,[중기부] 취업맞춤반 실습재료(스마트 팩토리 코딩 키트 외 13종) 구입 계약,2025-07-07,4200000,광주광역시교육청 동일미래과학고등학교,동일미래과학고등학교,7140390,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00705552&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05651890,물품,2025학년도 부곡중앙초병설유치원 언플러그드 코딩 활동지 구입 변경 계약,2025-07-07,2507000,경기도교육청 경기도군포의왕교육지원청 부곡중앙초등학교,부곡중앙초등학교,7642121,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00602964&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05653925,물품,전공부 실습기자재 구입(그래픽소프트웨어),2025-07-08,12650000,중소벤처기업부 구미전자공업고등학교,구미전자공업고등학교,1421116,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00704563&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05653999,물품,2025학년도 부곡중앙초병설유치원 언플러그드 코딩 활동지 구입 변경 계약,2025-07-07,2507000,경기도교육청 경기도군포의왕교육지원청 부곡중앙초등학교,부곡중앙초등학교,7642121,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00602964&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05685848,물품,회룡초 건강증진학교 성장예측시스템 프로그램 라이선스 구입 및 운영 ,2025-07-08,33000000,경기도의정부교육청 회룡초등학교,회룡초등학교,7561042,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00705833&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05688132,물품,다산고 2025년 Adobe 라이센스 구입,2025-07-01,1567500,경기도교육청 다산고등학교,다산고등학교,7530608,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00686429&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05688513,물품,[중기부] 취업맞춤반 실습재료(스마트 팩토리 코딩 키트 외 13종) 구입 계약,2025-07-07,4200000,광주광역시교육청 동일미래과학고등학교,동일미래과학고등학교,7140390,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00705552&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05691263,물품,전공부 실습기자재 구입(그래픽소프트웨어),2025-07-08,12650000,중소벤처기업부 구미전자공업고등학교,구미전자공업고등학교,1421116,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00704563&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05691455,물품,2025학년도 4학년 청개구리 코딩드론교실 재료 구입 ,2025-07-04,10640000,경기도수원교육청 산의초등학교,산의초등학교,7541081,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00702784&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05692962,물품,산곡여중 AI 융합교육 중심학교 관련 가구 구입 계약(컴퓨터 책상),2025-07-08,5960000,인천광역시북부교육청 산곡여자중학교,산곡여자중학교,7331068,중학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00709228&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05695740,물품,회룡초 건강증진학교 성장예측시스템 프로그램 라이선스 구입 및 운영 ,2025-07-08,33000000,경기도의정부교육청 회룡초등학교,회룡초등학교,7561042,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00705833&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05696304,물품,2025 광수중 스마트기기(AI노트북 외 9종) 구매 입찰 공고 계약,2025-06-26,92498760,경기도광주교육청 광수중학교,광수중학교,7692040,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00677107&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05696344,물품,2025 광수중 스마트기기(AI노트북 외 9종) 구매 입찰 공고 계약,2025-06-26,92498760,경기도광주교육청 광수중학교,광수중학교,7692040,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00677107&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05697205,물품,이천고 연구학교 운영 에듀테크 계정(구글 워크스페이스 제미나이) 구매 ,2025-07-08,3800000,경기도교육청 이천고등학교,이천고등학교,7530112,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00710247&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05697647,물품,산곡여중 AI 융합교육 중심학교 관련 가구 구입 계약(컴퓨터 책상),2025-07-08,5960000,인천광역시북부교육청 산곡여자중학교,산곡여자중학교,7331068,중학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00709228&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05700688,물품,이천고 연구학교 운영 에듀테크 계정(구글 워크스페이스 제미나이) 구매 ,2025-07-08,3800000,경기도교육청 이천고등학교,이천고등학교,7530112,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00710247&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05731859,물품,탄천초등학교 2025학년도 학교도서관 정기간행물 과학소년 외 7종 구독 전자계약,2025-07-09,1025700,경기도성남교육청 탄천초등학교,탄천초등학교,7551097,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00713243&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05733926,물품,청연중 건강증진 모델학교 비품(메타버스 사이클) 구입,2025-07-16,19000000,경기도교육청 경기도화성오산교육지원청 청연중학교,청연중학교,7679519,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00712954&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05778003,물품,부천정보산업고등학교 실험실습실 Adobe 소프트웨어 구입 계약,2025-07-10,8460000,경기도교육청 부천정보산업고등학교,부천정보산업고등학교,7530256,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00718113&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05780575,물품,부천정보산업고등학교 실험실습실 Adobe 소프트웨어 구입 계약,2025-07-10,8460000,경기도교육청 부천정보산업고등학교,부천정보산업고등학교,7530256,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00718113&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05782416,물품,2025학년도 컴퓨터실 그래픽프로그램 라이선스 구입,2025-07-10,2445300,경기도교육청 고양국제고등학교,고양국제고등학교,7530977,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00690963&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05785720,물품,2025학년도 경기물류고 소프트웨어 라이선스 구입 계약,2025-07-11,3887400,경기도교육청 경기물류고등학교,경기물류고등학교,7530945,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00718421&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05819822,물품,AI팩토리(미래교실) 비품(VR장비) 구입,2025-07-09,15976200,광주광역시교육청 송원여자상업고등학교,송원여자상업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00711849&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05823022,물품,2025학년도 경기물류고 소프트웨어 라이선스 구입 계약,2025-07-11,3887400,경기도교육청 경기물류고등학교,경기물류고등학교,7530945,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00718421&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05825512,물품,장성중앙초등학교 AI기반 어린이 성장관리 프로그램 구입 요청,2025-07-14,22000000,전라남도장성교육청 장성중앙초등학교,장성중앙초등학교,8692009,초등학교,전남광주통합특별시(전남),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00723119&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05825624,물품,탄천초등학교 2025학년도 학교도서관 정기간행물 과학소년 외 7종 구독 전자계약,2025-07-09,1025700,경기도성남교육청 탄천초등학교,탄천초등학교,7551097,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00713243&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05833198,물품,AI 코스웨어 학습 관리형 프로그램 구입,2025-05-28,10000000,대구광역시남부교육청 남대구초등학교,남대구초등학교,7271066,초등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00576815&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05833332,물품,경기영상과학고 2025년 응용소프트웨어(Adobe) 구매  계약,2025-07-17,28215000,경기도교육청 경기영상과학고등학교,경기영상과학고등학교,7530943,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00724916&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05864803,물품,안양부안초 SW코딩 교구 구입,2025-07-14,4928000,경기도안양교육청 안양부안초등학교,안양부안초등학교,7569037,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00719386&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05870337,물품,안양부안초 SW코딩 교구 구입,2025-07-14,4928000,경기도안양교육청 안양부안초등학교,안양부안초등학교,7569037,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00719386&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05870826,물품,전곡초_디지털 독서 플렛폼 밀리의서재 구독 계약,2025-07-15,9315000,경기도연천교육청 전곡초등학교,전곡초등학교,7701020,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00727552&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05876529,물품,2025년 경기 콘텐츠 창의학교 물품 구입(AI Rising 프로젝트) 계약,2025-07-02,10000000,경기도교육청 세경고등학교,세경고등학교,7530947,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00694608&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05876660,물품,2025학년도 CLOUD 컴퓨터 실습실 구축사업 클라우드 플랫폼 및 노트북 보관함 구입 계약,2025-06-25,5159000,경기도교육청 세경고등학교,세경고등학교,7530947,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00670001&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05903942,물품,2025년도 AI. 디지털교육을 위한 물품 계약,2025-04-01,5749000,인천광역시교육청 인천광역시동부교육청 인천정각초등학교,인천정각초등학교,7341056,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00364841&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05904505,물품,디지털 기반 학생 맞춤형 수업 소프트웨어 구입 계약,2025-07-15,3770000,경기도용인교육청 언동초등학교,언동초등학교,7751101,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00723093&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05909047,물품,장성중앙초등학교 AI기반 어린이 성장관리 프로그램 구입 요청,2025-07-14,22000000,전라남도장성교육청 장성중앙초등학교,장성중앙초등학교,8692009,초등학교,전남광주통합특별시(전남),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00723119&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05909092,물품,2025학년도 Adobe라이센스 구매 계약 건,2025-07-16,4999500,경기도교육청 경기경영고등학교,경기경영고등학교,7531275,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00731517&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05909541,물품,2025학년도 공동실습소 운영에 따른 기자재(인공지능 4족보행로봇 실습장비) 구입,2025-07-16,21800000,제주특별자치도교육청 한림공업고등학교,한림공업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00721726&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05914826,물품,2025 Adobe 소프트웨어 연간 사용 계약,2025-07-16,12500000,서울특별시교육청 세그루패션디자인고등학교,세그루패션디자인고등학교,7011084,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00733541&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05916032,물품,디지털 기반 학생 맞춤형 수업 소프트웨어 구입 계약,2025-07-15,3770000,경기도용인교육청 언동초등학교,언동초등학교,7751101,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00723093&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05920373,물품,2025학년도 창의교육(코딩) 교구재 구입,2025-03-05,48770000,서울특별시남부교육청 동광초등학교,동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00249263&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05935780,물품,전곡초_디지털 독서 플렛폼 밀리의서재 구독 계약,2025-07-15,9315000,경기도연천교육청 전곡초등학교,전곡초등학교,7701020,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00727552&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05937303,물품,2025 Adobe 소프트웨어 연간 사용 계약,2025-07-16,12500000,서울특별시교육청 세그루패션디자인고등학교,세그루패션디자인고등학교,7011084,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00733541&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05937394,물품,CLOUD 컴퓨터 실습실 구축을 위한 물품 및 소프트웨어 구입,2025-07-18,15653000,경기도교육청 일산국제컨벤션고등학교,일산국제컨벤션고등학교,7531050,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00733665&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05941448,물품,2025 Adobe 소프트웨어 연간 사용 계약,2025-07-16,12500000,서울특별시교육청 세그루패션디자인고등학교,세그루패션디자인고등학교,7011084,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00733541&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05941912,물품,2025학년도 공동실습소 운영에 따른 기자재(인공지능 4족보행로봇 실습장비) 구입,2025-07-16,21800000,제주특별자치도교육청 한림공업고등학교,한림공업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00721726&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05942489,물품,2025학년도 공동실습소 운영에 따른 기자재(인공지능 4족보행로봇 실습장비) 구입,2025-07-16,21800000,제주특별자치도교육청 한림공업고등학교,한림공업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00721726&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05947608,물품,2025학년도 Adobe라이센스 구매 계약 건,2025-07-16,4999500,경기도교육청 경기경영고등학교,경기경영고등학교,7531275,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00731517&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05969801,물품,에듀테크 교육 모델학교 과학실 비품 구입 계약,2025-07-23,1630000,경기도교육청 경기도안산교육지원청 안산서초등학교,안산서초등학교,7611061,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00736823&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE05970395,물품,경기영상과학고 2025년 응용소프트웨어(Adobe) 구매  계약,2025-07-17,28215000,경기도교육청 경기영상과학고등학교,경기영상과학고등학교,7530943,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00724916&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
