학교,시도,도메인,링크문구,링크URL
물향기초등학교,경기,www.ekape.or.kr,축산물품질평가원,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2098302234
물향기초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
민세중학교,경기,gyobok.ptjahwal.or.kr,,https://gyobok.ptjahwal.or.kr/inventory/
민세중학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/view/55
반석초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
반석초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
반송고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
반송고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
반송중학교,경기,read365.edunet.net,202510151439030009.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=반송중학교&amp;provCode=J10&amp;neisCode=J100005590
반송중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
반송중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
반송초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
반송초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
발안바이오과학고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
발안바이오과학고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
발안바이오과학고등학교,경기,211.226.95.150,홈페이지개인정보처리방침,http://211.226.95.150/bio-h/cm/cntnts/cntntsView.do?mi=19152&amp;cntntsId=2695
발안중학교,경기,www.mydatasafe.kr,2024 내정보지킴이 캠페인 배너_204ㅌ50.png,https://www.mydatasafe.kr
발안중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
발안중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
발안초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
발안초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
발안초등학교,경기,www.goemec.kr,경기도교육청미디어교육센터,https://www.goemec.kr
밝은학교,경기,bgn-s.goegy.kr,https://bgn-s.goegy.kr/bgn-s/main.do,https://bgn-s.goegy.kr/bgn-s/main.do
방교중학교,경기,read365.edunet.net,독서교육,https://read365.edunet.net/
방교중학교,경기,www.ebsoc.co.kr,온라인학습실,https://www.ebsoc.co.kr/login
방교중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
방교중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
방교초등학교,경기,www.mydatasafe.kr,2024 내정보지킴이 캠페인 배너(320x180).jpg.jpg,https://www.mydatasafe.kr
방교초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
방교초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
배곧누리초등학교,경기,www.goesh.kr,회원가입,https://www.goesh.kr/baegotnuri-e/sb/sbscrb/insertSbscrbInfo01.do
배곧누리초등학교,경기,www.ekape.or.kr,축산물품질평가원,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2108303761
배곧누리초등학교,경기,www.ebsi.co.kr,EBSi 바로가기,https://www.ebsi.co.kr/ebs/pot/poti/main.ebs
배곧라라중학교,경기,lara-m.goesh.kr,https://lara-m.goesh.kr,https://lara-m.goesh.kr
배곧라온초등학교,경기,www.goesh.kr,회원가입,https://www.goesh.kr/baegotraon-e/sb/sbscrb/insertSbscrbInfo01.do
배곧라온초등학교,경기,read365.edunet.net,image.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=배곧라온초등학교&amp;provCode=J10&amp;neisCode=J100006123
배다리초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/view/55
배양초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
배양초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
배영초등학교,경기,www.goeujb.kr,회원가입,https://www.goeujb.kr/baeyoung-e/sb/sbscrb/insertSbscrbInfo01.do
배영초등학교,경기,kcgp.or.kr,DFFFFFFFFF.jpg,https://kcgp.or.kr/pp/youthGamble/2/youthSOSList.do
배영초등학교,경기,geniekedu.com,스크린샷 2024-03-07 132252.jpg,https://geniekedu.com
배영초등학교,경기,read365.edunet.net,image01.jpg,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=배영초등학교&amp;provCode=J10&amp;neisCode=J100003664
백양중학교,경기,www.goegy.kr,회원가입,https://www.goegy.kr/baekyang-m/sb/sbscrb/insertSbscrbInfo01.do?sbscrbCtx=baekyang-m
백양중학교,경기,www.ekape.or.kr,축산물이력번호,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1288303477
백양중학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
백양중학교,경기,www.goemec.kr,미디어교육센터배너.png,https://www.goemec.kr/hmpg/main.do
백양중학교,경기,read365.edunet.net,독서로 이미지.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=백양중학교&amp;provCode=J10&amp;neisCode=J100000955
백운호수중학교,경기,www.goegu.kr,회원가입,https://www.goegu.kr/baekunhosujung/sb/sbscrb/insertSbscrbInfo01.do
백운호수중학교,경기,www.ebsi.co.kr,EBSi 바로가기,https://www.ebsi.co.kr/ebs/pot/poti/main.ebs
백학초등학교,경기,www.goeyc.kr,회원가입,https://www.goeyc.kr/baekhak-e/sb/sbscrb/insertSbscrbInfo01.do
백학초등학교,경기,www.dbpia.co.kr,537207ce016af845b93fd9caeab36841.jpg,https://www.dbpia.co.kr/
백학초등학교,경기,schoolaw.lawinfo.or.kr,b5d6f381116a8bd76c359c424d1382fb.jpg,http://schoolaw.lawinfo.or.kr/
백현중학교,경기,dreamy-douhua-e00327.netlify.app,백현 R&E 연구학교,https://dreamy-douhua-e00327.netlify.app/
백현중학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/
범계중학교,경기,www.goeay.kr,회원가입,https://www.goeay.kr/bumgye-m/sb/sbscrb/insertSbscrbInfo01.do
범계중학교,경기,www.airkorea.or.kr,20171213103022.jpg,https://www.airkorea.or.kr/web/
범계중학교,경기,ilovewater.or.kr,20161115103113.gif,http://ilovewater.or.kr/web
범계중학교,경기,www.kpsg.or.kr,20161115103039.gif,https://www.kpsg.or.kr:53517/main_kor/index.php
범계중학교,경기,www.gov.kr,정부24.JPG,https://www.gov.kr/portal/main/nologin
별하람중학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
병점고등학교,경기,read365.edunet.net,독서로 배너(1).png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%B3%91%EC%A0%90%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100004920
병점고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
병점고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
병점중학교,경기,read365.edunet.net,독서로.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=병점중학교&amp;provCode=J10&amp;neisCode=J100005164
병점중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
병점중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
병점초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
병점초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
보라초등학교,경기,www.goeyi.kr,회원가입,https://www.goeyi.kr/bora-e/sb/sbscrb/insertSbscrbInfo01.do
보라초등학교,경기,www.ekape.or.kr,축산물이력번호조회하기,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1358301443
보라초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr
보라초등학교,경기,bora-e.dkyobobook.co.kr,경기 보라초 배너 (1).jpg,https://bora-e.dkyobobook.co.kr/
보라초등학교,경기,www.ebsi.co.kr,ban_05.gif,https://www.ebsi.co.kr/ebs/pot/poti/main.ebs
봉담고등학교,경기,mybongdamhs.mycafe24.com,수강신청,https://mybongdamhs.mycafe24.com/sugang
봉담고등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
봉담고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
봉담고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
봉담고등학교,경기,211.226.95.150,홈페이지개인정보처리방침,http://211.226.95.150/bongdam-h/cm/cntnts/cntntsView.do?mi=19154&amp;cntntsId=2697
봉담중학교,경기,www.hswf.or.kr,화성시청소년성문화센터 로고.jpg,https://www.hswf.or.kr/hssay/160
봉담중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
봉담중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
봉담초등학교,경기,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%B4%89%EB%8B%B4%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100004306
봉담초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
봉담초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
봉암초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/list
부명고등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/bmh-h/sb/sbscrb/insertSbscrbInfo01.do
부명고등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천공업고등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/bukong-h/sb/sbscrb/insertSbscrbInfo01.do
부천공업고등학교,경기,read365.edunet.net,도서검색^^,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=부천공업고등학교&amp;provCode=J10&amp;neisCode=J100000580
부천공업고등학교,경기,bugong-h.goebc.kr,학교전담경찰관.png,https://bugong-h.goebc.kr/upload/bukong-h/cntntsFile/2023/12/36714640-D33B-FE03-AABB-65B4FAF56CD7.png
부천공업고등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천남초등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/bucheonnam-e/sb/sbscrb/insertSbscrbInfo01.do
부천남초등학교,경기,www.ekape.or.kr,축산물 이력번호 조회하기,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1308300153
부천남초등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천동중학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/bcdong-m/sb/sbscrb/insertSbscrbInfo01.do
부천동중학교,경기,read365.edunet.net,독서로 (1).png,https://read365.edunet.net
부천동중학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천부곡중학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천부곡중학교,경기,read365.edunet.net,도서검색.PNG,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%B6%80%EC%B2%9C%EB%B6%80%EA%B3%A1%EC%A4%91%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100001888
부천북고등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/bcb-h/sb/sbscrb/insertSbscrbInfo01.do
부천북고등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천송일초등학교,경기,songil-e.goebc.kr,사이버도박 자진신고,https://songil-e.goebc.kr/upload/songil-e/cntntsFile/2026/06/68E9746A-20EE-A92C-44CB-13B92EED2AC6.mp4
부천송일초등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천신흥초등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/pcsh-e/sb/sbscrb/insertSbscrbInfo01.do
부천신흥초등학교,경기,www.ekape.or.kr,축산물 이력번호,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1308302243
부천신흥초등학교,경기,read365.edunet.net,배너.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=부천신흥초등학교&amp;provCode=J10&amp;neisCode=J100001974
부천신흥초등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천여월초등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/yeowol-e/sb/sbscrb/insertSbscrbInfo01.do
부천여월초등학교,경기,www.ekape.or.kr,축산물검수내역,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1308303183
부천여월초등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천여월초등학교,경기,www.ggssia.or.kr,경기도학교안전공제회] 웹매거진 23-01호 메인배너.png,https://www.ggssia.or.kr/sub/sub04_01.php?boardid=news&amp;mode=view&amp;idx=22&amp;sk=&amp;sw=offset=&amp;category=
부천원일초등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/bcwonil-e/sb/sbscrb/insertSbscrbInfo01.do
부천원일초등학교,경기,www.ekape.or.kr,축산물이력,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1308304601
부천원일초등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
부천원일초등학교,경기,bcwonil.readinggate.com,리딩게이트 배너.jpg,https://bcwonil.readinggate.com/
부천중원초등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/bcjw-e/sb/sbscrb/insertSbscrbInfo01.do
부천중원초등학교,경기,read365.edunet.net,전자도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%B6%80%EC%B2%9C%EC%A4%91%EC%9B%90%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100001979
부천중원초등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
비봉고등학교,경기,bibong.riroschool.kr,리로스쿨(배너).png,https://bibong.riroschool.kr/
비봉고등학교,경기,read365.edunet.net,독서로.png,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%B9%84%EB%B4%89%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100000594
비봉고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
비봉고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
비봉중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
비봉중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
비봉초등학교,경기,read365.edunet.net,우리학교 도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%B9%84%EB%B4%89%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100004308
비봉초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
비봉초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
비산초등학교,경기,www.goeay.kr,회원가입,https://www.goeay.kr/bisan-e/sb/sbscrb/insertSbscrbInfo01.do
비산초등학교,경기,read365.edunet.net,독서로.jpg,https://read365.edunet.net/
비산초등학교,경기,www.airkorea.or.kr,20171213103022.jpg,https://www.airkorea.or.kr/web/
비산초등학교,경기,ilovewater.or.kr,20161115103113.gif,http://ilovewater.or.kr/web
비산초등학교,경기,www.kpsg.or.kr,20161115103039.gif,https://www.kpsg.or.kr:53517/main_kor/index.php
비산초등학교,경기,www.gov.kr,정부24.JPG,https://www.gov.kr/portal/main/nologin
사창초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
사창초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
사창초등학교,경기,read365.edunet.net,우리학교 도서 검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=사창초등학교&amp;provCode=J10&amp;neisCode=J100004310
산곡초등학교,경기,www.goegh.kr,회원가입,https://www.goegh.kr/sankok-e/sb/sbscrb/insertSbscrbInfo01.do
산곡초등학교,경기,www.goedu.kr,팝업화면1.png,https://www.goedu.kr/bbs/2/view/55
산곡초등학교,경기,read365.edunet.net,독서교육.jpg,https://read365.edunet.net/
산양초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr
산양초등학교,경기,read365.edunet.net,사이버도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%82%B0%EC%96%91%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=J10&amp;neisCode=J100003520
산의초등학교,경기,www.goesw.kr,회원가입,https://www.goesw.kr/sanui-e/sb/sbscrb/insertSbscrbInfo01.do
산의초등학교,경기,plus.gov.kr,홈에듀민원서비스,https://plus.gov.kr/
삼괴고등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
삼괴고등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
삼괴중학교,경기,eeis.schoolkeepa.or.kr,교육환경정보시스템.png,https://eeis.schoolkeepa.or.kr
삼괴중학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
삼괴중학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
삼미초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
삼미초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
삼미초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
삼성초등학교,경기,www.goeay.kr,회원가입,https://www.goeay.kr/samsung-e/sb/sbscrb/insertSbscrbInfo01.do
삼성초등학교,경기,www.airkorea.or.kr,20171213103022.jpg,https://www.airkorea.or.kr/web/
삼성초등학교,경기,ilovewater.or.kr,20161115103113.gif,http://ilovewater.or.kr/web
삼성초등학교,경기,www.kpsg.or.kr,20161115103039.gif,https://www.kpsg.or.kr:53517/main_kor/index.php
삼성초등학교,경기,www.gov.kr,정부24.JPG,https://www.gov.kr/portal/main/nologin
삼일공업고등학교,경기,www.goesw.kr,회원가입,https://www.goesw.kr/sths-h/sb/sbscrb/insertSbscrbInfo01.do
삼일공업고등학교,경기,www.goedu.kr,교육용 클라우드 지원시스템 이용안내 문의처,https://www.goedu.kr/bbs/2/view/55
상대원초등학교,경기,read365.edunet.net,우리학교도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=상대원초등학교&amp;provCode=J10&amp;neisCode=J100002232
상대원초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/
상도중학교,경기,sd-m.goebc.kr,https://sd-m.goebc.kr/,https://sd-m.goebc.kr/
상미초등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/sangmi-e/sb/sbscrb/insertSbscrbInfo01.do
상미초등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
상미초등학교,경기,read365.edunet.net,독서로 배너.png,https://read365.edunet.net/
상미초등학교,경기,foxschool.littlefox.co.kr,상미 리틀팍스,https://foxschool.littlefox.co.kr/sangmies
상봉초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
상봉초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
상수초등학교,경기,dls1.edunet.net,도서관자료검색,https://dls1.edunet.net/DLS/loanReturn/loanReturnMain
상수초등학교,경기,www.goedy.kr,사이버 성희롱 그림.png,https://www.goedy.kr/goedy/cm/cntnts/cntntsView.do?mi=13375&amp;cntntsId=2680
상수초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/bbs/2/list
상신초등학교,경기,read365.edunet.net,image01독서로.png,https://read365.edunet.net
상신초등학교,경기,www.ebs.co.kr,EBS.png,https://www.ebs.co.kr/main?NaPm=ct%3Dhf2bview%7Cci%3D0Gy1001FZzHfpCO600-M%7Ctr%3Dsa%7Cet%3Dhf3rbd2w%7Cba%3D1%2E0%7Caa%3D1%2E0%7Chk%3Db03c9555b13a8cdb2e0c58e6759281a4efcd510d
상신초등학교,경기,www.edunet.net,에듀넷.png,http://www.edunet.net/nedu/main/mainForm.do
상인초등학교,경기,www.goebc.kr,회원가입,https://www.goebc.kr/sangin-e/sb/sbscrb/insertSbscrbInfo01.do
상인초등학교,경기,info.edunet.net,에듀넷.jpg,https://info.edunet.net/
상탑초등학교,경기,www.goedu.kr,교육용클라우드지원시스템_팝업이미지(변경).jpeg,https://www.goedu.kr/
새금초등학교,경기,www.goepj.kr,회원가입,https://www.goepj.kr/saegeum-e/sb/sbscrb/insertSbscrbInfo01.do
새금초등학교,경기,www.goedu.kr,,https://www.goedu.kr/bbs/2/view/55
