계약번호,구분,계약명,계약일,금액,수요기관,학교명,업체명,학교코드,급별,시도,상세URL,태그
2023020370361,물품,2023학년도 파주광일중학교 e알리미 사용 계약의 건,2023-02-21,792000,경기도교육청 경기도파주교육지원청 파주광일중학교,파주광일중학교,주식회사 이웃닷컴,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202302172F5_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020371812,물품,2022학년도 잠일고등학교 이동식전자칠판 구매,2023-02-21,9180000,서울특별시교육청 잠일고등학교,잠일고등학교,주식회사 삼성엠피에스,7011112,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230217476_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020373680,물품,2023년 대전계산초등학교 e알리미 소프트웨어 구매 계약,2023-03-01,1584000,대전광역시교육청 대전광역시서부교육지원청 대전계산초등학교,대전계산초등학교,주식회사 이웃닷컴,7451264,초등학교,대전광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230217691_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020373794,물품,2023학년도 이매초등학교 e알리미 사용,2023-02-23,1584000,경기도성남교육청 이매초등학교,이매초등학교,주식회사 이웃닷컴,7551092,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202302176E6_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020374881,물품,2023학년도 e알리미 사용계약,2023-02-22,1584000,경기도교육청 경기도시흥교육지원청 조남초등학교,조남초등학교,주식회사 이웃닷컴,7781146,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202302179F4_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020375326,물품,청담고등학교 도제학교 실습기자재(태블릿) 납품 계약,2023-02-21,18953000,경기도교육청 청담고등학교,청담고등학교,주식회사 코아디지탈,7530992,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230217B13_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020376431,물품,2023 e알리미 사용 계약,2023-02-28,1188000,경기도용인교육청 용동중학교,용동중학교,주식회사 이웃닷컴,7751036,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230217E36_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020377275,물품,여양고등학교 인공지능교실 구축 물품 구입(노트북),2023-02-21,50421800,전라남도교육청 여양고등학교,여양고등학교,메디레스큐,7140227,고등학교,전남광주통합특별시(전남),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202302180B1_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020378590,물품,신리초 2023학년도 e알리미 사용 계약,2023-02-23,1188000,경기도용인교육청 신리초등학교,신리초등학교,주식회사 이웃닷컴,7751053,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202302184B6_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020380883,물품,2023학년도 e알리미 사용 계약,2023-02-24,1584000,경기도교육청 화홍고등학교,화홍고등학교,주식회사 이웃닷컴,7530479,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232200407_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020408547,물품,2023학년도 세류초등학교 e알리미서비스 이용,2023-02-23,1584000,경기도수원교육청 세류초등학교,세류초등학교,주식회사 이웃닷컴,7541085,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220102B_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020411186,물품,소프트웨어 구입,2023-02-22,1900080,경기도교육청 고양국제고등학교,고양국제고등학교,주식회사 후니테크,7530977,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232201367_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,SW·플랫폼(제품명 미상)
2023020411188,물품,2023학년도 e알리미 사용,2023-02-22,1188000,경기도동두천교육청 보영여자중학교,보영여자중학교,주식회사 이웃닷컴,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220136A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020415577,물품,2023학년도 E알리미 문자서비스 계약의 건,2023-02-23,1584000,경기도양평교육청 양일중학교,양일중학교,주식회사 이웃닷컴,7731007,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220171F_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020420130,물품,2022년도 현대화 2차 실습실 기자재 추가 구입(3D 프린터),2023-02-23,9785740,인천광역시교육청 계산공업고등학교,계산공업고등학교,코아원,7310090,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232202418_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,3D 프린팅/CAD
2023020420537,물품,2023년도 운중중학교 e알리미 사용 계약,2023-02-23,1584000,경기도교육청 경기도성남교육청 운중중학교,운중중학교,주식회사 이웃닷컴,7551158,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220252C_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020421870,물품,2023학년도 e알리미 시스템 구입·이용 계약,2023-02-17,1584000,서울특별시교육청 금옥여자고등학교,금옥여자고등학교,주식회사 이웃닷컴,7010071,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322028CC_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020444521,물품,공주마이스터고 실험실습기자재 (인공지능 협동로봇) 구매,2023-02-23,62720000,충청남도교육청 공주마이스터고등학교,공주마이스터고등학교,주식회사 네오플러스,8140347,고등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232202E8A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,로봇·교구·키트
2023020447638,물품,경주공업고등학교 모바일로봇 실습장비 구입,2023-02-23,29400000,경상북도교육청 경주공업고등학교,경주공업고등학교,주식회사 포엠,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322031D9_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,로봇·교구·키트
2023020448220,물품,태블릿충전함 도어락 교체,2023-02-23,1200000,경기도교육청 광덕고등학교,광덕고등학교,주식회사 키앤하드웨어,7530934,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322032A5_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)|기기(PC·태블릿·전자칠판 등)
2023020450868,물품,2023학년도 아이엠스쿨 연간 사용 라이선스 구매,2023-02-24,1267200,경기도교육청 수원농생명과학고등학교,수원농생명과학고등학교,엔에이치엔에듀 주식회사,7530265,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232203629_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,아이엠스쿨
2023020451865,물품,교사용 노트북 컴퓨터 구입,2023-02-23,13250000,경기도교육청 경민비즈니스고등학교,경민비즈니스고등학교,주식회사 시선테크인,7531061,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232203777_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020452162,물품,성포초교  학생 휴식공간 및 미래교실 블라인드 구매 계약,2023-02-24,2959000,경기도교육청 경기도안산교육지원청 성포초등학교,성포초등학교,신성디자인,7611054,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232203798_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020455750,물품,공주마이스터고 실험실습기자재 (인공지능 협동로봇) 구매,2023-02-23,62720000,충청남도교육청 공주마이스터고등학교,공주마이스터고등학교,주식회사 네오플러스,8140347,고등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232202E8A_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,로봇·교구·키트
2023020456346,물품,보영여자고등학교 정보화기자재 소모품 구입,2023-02-23,1588400,경기도교육청 보영여자고등학교,보영여자고등학교,주식회사 에이피솔루션,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232203ACC_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020456772,물품,인천청일초 2023년 e알리미 사용 계약,2023-02-23,1980000,인천광역시교육청 인천광역시서부교육지원청 인천청일초등학교,인천청일초등학교,주식회사 이웃닷컴,7361253,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232203B2C_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020459703,물품,3D 프린터 용품 구입,2023-02-23,4515000,경기도교육청 주엽고등학교,주엽고등학교,원사이언스,7530122,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232203F27_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,3D 프린팅/CAD
2023020462632,물품,2022. 금구초등학교 교육용 기자재(태블릿PC) 구매 계약,2023-02-23,14360000,충청북도진천교육청 금구초등학교,금구초등학교,주식회사 빛나는교육,8081011,초등학교,충청북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322042E6_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020463154,물품,"인천예일고등학교 학교공간조성에 따른 물품(전자펜,전자칠판) 구매 계약",2023-02-23,6700000,인천광역시교육청 인천예일고등학교,인천예일고등학교,(주)아이엘에스커뮤니케이션,7310253,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232204364_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020463863,물품,2023학년도 플랫폼(아이엠스쿨) 서비스 구입,2023-02-24,1267200,경기도교육청 와부고등학교,와부고등학교,엔에이치엔에듀 주식회사,7530858,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220446A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,아이엠스쿨
2023020465913,물품,광운인공지능고등학교 인소과 학과재구조화 기자재 스마트기기 구입,2023-02-23,11860500,서울특별시교육청 광운인공지능고등학교,광운인공지능고등학교,주식회사 온하이텍,7011505,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232204727_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020467661,물품,2023학년도 e알리미서비스 용역 계약,2023-02-24,792000,경기도수원교육청 효원초등학교,효원초등학교,주식회사 이웃닷컴,7541129,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232204BED_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020467858,물품,2023학년도 아이엠스쿨 프리미엄 사용권 구매 계약,2023-02-24,1267200,경기도교육청 경일관광경영고등학교,경일관광경영고등학교,엔에이치엔에듀 주식회사,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232204C62_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,아이엠스쿨
2023020468328,물품,2023학년도 e알리미 이용 계약,2023-02-23,1584000,경기도용인교육청 용인초등학교,용인초등학교,주식회사 이웃닷컴,7751107,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232204D91_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020469026,물품,(서울은빛초)1학년 꿈담교실(학교공간 재구조화) 전자칠판(4대) 구입,2023-02-23,21120000,서울특별시교육청 서울특별시서부교육지원청 서울은빛초등학교,서울은빛초등학교,금오C앤C,7031232,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232204F37_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020470322,물품,2023학년도 서울동호초등학교 e알리미 구매 및 사용,2023-02-24,1188000,서울특별시교육청 서울특별시성동교육청 서울동호초등학교,서울동호초등학교,주식회사 이웃닷컴,7134092,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220530C_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020492143,물품,일산고 멀티미디어디자인학과 재구조화 기자재 구매(노트북 외 2종),2023-02-24,88191770,경기도교육청 일산고등학교,일산고등학교,천이루,7530852,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202302046E8_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020492964,물품,호수돈여고 그린스마트스쿨 조성 정보통신공사 관급자재(통합배선반) 구매설치,2023-02-24,121796520,대전광역시교육청 호수돈여자고등학교,호수돈여자고등학교,진광에스엔씨 주식회사,7430067,고등학교,대전광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=252330327_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020494363,물품,덕성여자중학교 학생 및 교직원용 태블릿컴퓨터 및 부속품 구입,2023-02-27,31209200,서울특별시중부교육청 덕성여자중학교,덕성여자중학교,주식회사 빛나는교육,7061098,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322055C7_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020494963,물품,e알리미 이용권 구입,2023-02-28,1980000,경기도교육청 주엽고등학교,주엽고등학교,주식회사 이웃닷컴,7530122,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232205667_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020496808,물품,2023학년도 e알리미 이용권 구매,2023-02-27,1980000,경기도교육청 세교고등학교,세교고등학교,주식회사 이웃닷컴,7531046,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220586D_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020499898,물품,대하초 2023학년도 e알리미 구매 및 사용 계약,2023-02-24,1584000,경기도성남교육청 대하초등학교,대하초등학교,주식회사 이웃닷컴,7551060,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232205B91_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020502891,물품,과천초 스마트 환경 구축장비 구입,2023-02-24,6070000,경기도안양교육청 과천초등학교,과천초등학교,주식회사 엘팩토리,7569010,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232205DB7_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020507755,물품,경북과학고등학교 교육용 크롬북 구매,2023-02-28,77109500,경상북도교육청 경북과학고등학교,경북과학고등학교,경안정보기술(주),8750078,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232206218_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020509336,물품,평촌공업고등학교 스마트전기과 실습동 블라인드 구매,2023-02-24,4787200,경기도교육청 평촌공업고등학교,평촌공업고등학교,월드버티칼,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232206432_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020513647,물품,구의중학교 특별실 전자칠판 구입,2023-02-27,18200000,서울특별시성동교육청 구의중학교,구의중학교,주식회사 삼성엠피에스,7134127,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232206A07_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020555286,물품,2023년 장현초등학교 e알리미 통신 소프트웨어 구입 계약,2023-03-01,1584000,경기도남양주교육청 장현초등학교,장현초등학교,주식회사 이웃닷컴,7652117,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232207177_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020557052,물품,성포초 학생휴식공간 및 스마트 미래교실 가구 구매,2023-02-27,4086000,경기도교육청 경기도안산교육지원청 성포초등학교,성포초등학교,은성가구,7611054,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322071FB_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020562938,물품,스마트 미래교실 기자재(이동형 전자칠판 스탠드 외 2종) 구매,2023-02-27,6336000,경기도교육청 경기도안산교육지원청 성포초등학교,성포초등학교,염광전기통신(주),7611054,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322073A2_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020563101,물품,잠원초 2023학년도 e알리미 가정통신 서비스 이용 전자계약,2023-02-27,1980000,경기도교육청 경기도수원교육지원청 잠원초등학교,잠원초등학교,주식회사 이웃닷컴,7541110,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232207432_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020569400,물품,2023학년도 인천아라고등학교 미래교실 물품 구매 계약,2023-02-27,6952000,인천광역시교육청 인천아라고등학교,인천아라고등학교,에스모드,7310598,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232207A42_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020571448,물품,공동실습소 머신러닝 소프트웨어 구입,2023-02-28,18000000,경상남도교육청 창원기계공업고등학교,창원기계공업고등학교,(주)와우시스템,9010151,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232207F86_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,SW·플랫폼(제품명 미상)
2023020571752,물품,무거고등학교 학점제형 학교공간조성을 위한 태블릿 컴퓨터 구매 계약,2023-02-27,49407000,울산광역시교육청 무거고등학교,무거고등학교,플랜디,7480107,고등학교,울산광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220806C_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020573151,물품,미래교실 환경 구성 물품구입 계약,2023-02-27,6098000,인천광역시교육청 인천광역시동부교육지원청 인천현송초등학교,인천현송초등학교,줌커뮤니케이션,7341306,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232208413_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020573378,물품,전남공고 토목과 기자재(건설기계 VR 실습장비) 구매,2023-02-27,81015000,광주광역시교육청 전남공업고등학교,전남공업고등학교,아이티즈,7140358,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230114761_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,VR/XR 장비
2023020573466,물품,2023학년도 부흥고 업무용 microsoft office 라이선스 구입,2023-03-01,3003000,경기도교육청 부흥고등학교,부흥고등학교,주식회사 보아시스템,7530074,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322084D5_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,MS Office
2023020577139,물품,경남로봇고 교육용 기자재(협동로봇) 구입 입찰 공고(긴급),2023-02-28,35720000,경상남도교육청 경남로봇고등학교,경남로봇고등학교,씨엔로봇 주식회사,9010505,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232208CC2_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,로봇·교구·키트
2023020577640,물품,구의중학교 도서관 전자칠판 외 구매,2023-02-28,5330000,서울특별시성동교육청 구의중학교,구의중학교,주식회사 삼성엠피에스,7134127,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230209FA2_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020579858,물품,"2022년 직업계고 재구조화 지원 사업 가구 구입(스마트건설정보과, 스마트융합기계과)",2023-02-27,20320000,서울특별시교육청 한양공업고등학교,한양공업고등학교,조일OA 퍼니처,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202322093B3_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020580307,물품,가좌고등학교 고교학점제 환경 조성을 위한 태블릿 PC 구매  소액수의 견적 제출 안내 공고,2023-02-27,94668000,인천광역시교육청 가좌고등학교,가좌고등학교,조양실업,7310217,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220947E_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020581780,물품,옹정초 과학실 전자칠판 구입 및 설치 계약(변경),2023-02-27,4550000,경기도김포교육청 옹정초등학교,옹정초등학교,주식회사 삼성엠피에스,7771031,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230110A41_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020582001,물품,2023년 e알리미 사용 계약,2023-02-28,1188000,서울특별시동부교육청 경희여자중학교,경희여자중학교,주식회사 이웃닷컴,7021122,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232209857_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020582864,물품,청천초 컴퓨터실 환경개선 가구 제작,2023-02-06,15000000,경상북도경산교육청 청천초등학교,청천초등학교,박스인,8851082,초등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20232209A98_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인프라(교실·설비)
2023020614636,물품,2023학년도 스마트공지시스템(e알리미) 사용 계약,2023-02-28,396000,경기도김포교육청 금성초등학교,금성초등학교,주식회사 이웃닷컴,7771020,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220A61A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020615804,물품,2022. 가상현실 스포츠실 구축 물품(터치센서외 6종) 구입,2023-02-28,18219150,대구광역시남부교육청 대구죽전초등학교,대구죽전초등학교,주식회사 코드리치,7271067,초등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202302028D0_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,VR/XR 장비|인프라(교실·설비)
2023020617567,물품,2023년 e알리미 사용료 연간 계약,2023-02-28,1188000,서울특별시교육청 서울특별시성동광진교육지원청 광양중학교,광양중학교,주식회사 이웃닷컴,7134123,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220A79F_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,e알리미
2023020619743,물품,구의중 창의융합형 과학실험실 환경 구축 전자칠판 구입,2023-02-28,4550000,서울특별시성동교육청 구의중학교,구의중학교,주식회사 삼성엠피에스,7134127,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023010CAF4_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020621723,물품,2023학년도 방과후학교 플랫폼(코디마스터) 계약,2023-03-02,884400,경기도부천교육청 성주초등학교,성주초등학교,로데브(주),7581083,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220AC8B_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,코디마스터
2023020630434,물품,영훈국제중학교 학생용 크롬북 구매 입찰 공고,2023-02-28,89520500,서울특별시교육청 서울특별시성북교육지원청 영훈중학교,영훈중학교,주식회사 아이코어이앤씨,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220B490_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기기(PC·태블릿·전자칠판 등)
2023020632520,물품,지능형 과학실 VR 물품 구입 계약,2023-02-28,18000000,인천광역시교육청 연평고등학교,연평고등학교,주식회사 메이커스테크놀로지,7310055,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023220B60A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,VR/XR 장비
