기관명,계약명,계약일,계약금액,계약상대자,키워드
남목고등학교,정보교과 수업 재료(코딩 드론 및 주변기기) 구입(카드),2022-07-05,1845000,(주)한빛드론,코딩
온남초등학교,6학년 실과 코딩로봇 구입-카드,2022-06-09,1498000,나이스쿨,코딩
방어진초등학교,2022 발명동아리 운영물품(코딩교구) 구입,2022-05-02,1100000,로보트론 울산지사,코딩
범서중학교,2021학년도 정보교과 피지컬컴퓨팅 행사 교구 구입비(코딩드론외 2종),2021-11-26,1883200,(주)마이로봇,코딩
매곡중학교,맞춤형 교육회복 프로그램(코딩공작소반) 운영 물품 구입비 지출,2021-11-12,1798440,아이씨뱅큐(주),코딩
메아리학교,"교육회복 지원사업 청각, 지체 장애학생 코딩교육 운영 물품 구입 신청",2021-11-08,13300000,(주)삼성전자사무기기울산총판,코딩
울산혜인학교,교육회복 지원사업 관련 코딩수업용 태블릿컴퓨터 구입비 지급,2021-10-21,9834000,삼성전자주식회사,코딩
서부초등학교,2021학년도 6학년 SW 교육을 위한 코딩 학습준비물 구입,2021-10-12,2970000,(주)로보티즈,코딩
천곡초등학교,2021년 6학년 실과수업을 위한 코딩교육 로봇 구입(카드),2021-09-29,1399280,(주)아이스크림미디어,코딩
송정초등학교,코딩실습용 핑퐁로봇 구입비 지급,2021-09-28,2600000,늘봄 (부산.울산),코딩
일산중학교,"2021학년도 자유학년제 예술활동(채색화, 코딩) 물품 구입",2021-08-31,1314370,(주)미술넷커뮤니케이션,코딩
울산혜인학교,코딩교육용 교구(코딩로봇-어썸봇) 구입비 지급,2021-08-30,1200000,(주)블루커뮤니케이션,코딩
현대중학교,2021학년도 2학기 2학년 자율활동 AI코딩 수업 키트 구입비,2021-08-06,15330000,(주)와이즈교육,코딩
구영초등학교,6학년 SW교육용 코딩로봇 구입,2021-05-27,1959600,한국교직원공제회S2B,코딩
상안초등학교,정보교과(SW교육 및 실과) 활동 물품 구입-창의융합코딩교육 재료,2021-05-27,3608200,주식회사 메카솔루션,코딩
대현초등학교,6학년 실과 수업용 코딩 로봇(네오봇) 구입(S2B),2021-04-09,3270000,나이스쿨,코딩
삼호초등학교,발명 코딩 수업 교구 구입비 지출,2021-04-09,1980000,아이들의세상,코딩
울산혜인학교,코딩교육 교수학습 물품구입비 지급,2021-04-06,3115800,이베이코리아 유한책임회사(g마켓),코딩
화진초등학교,SW교육용 교구 구입(교육용 코딩로봇(핑퐁로봇) 키트 외 2건),2020-11-13,2375100,이베이코리아 유한책임회사,코딩
천곡초등학교,[비즈쿨] 거점학교 주관 초등 AI 코딩 교육 참가 아동 식대비 지급(카드),2020-11-07,15000,동해반점,코딩
성신고등학교,2020학년도 4차 산업 대비 코딩 단기 특강 운영물품 구입비 지급(4621),2020-11-06,1255150,맥도날드울산병영점,코딩
울산서여자중학교,자유학년제 주제선택(창의코딩) 물품(마이크로비트세트) 구입비 지출,2020-11-04,252500,(주)인터파크,코딩
일산중학교,자율동아리(코딩)활동 물품 구입(지우개세트 등 4종),2020-11-04,170000,협성문구상사,코딩
언양고등학교,2020 언양고 동아리 지원사업 보안코딩중 물품 구입,2020-11-03,33300,엘레파츠,코딩
