회계연도,기관명,계약명,계약일,계약금액,계약방법,계약상대자,키워드
2024,대전신일여자고등학교,2024학년도 디지털 선도학교 운영 관련 코스웨어(디지털게시판) 구입 설치...,2024-03-14,2322000,1인수의,(주)캠퍼스멘토,코스웨어
2024,대전신일여자고등학교,2024학년도 디지털 선도학교 운영 관련 코스웨어(퀴즈앤) 라이선스 사용권...,2024-03-13,1980000,1인수의,주식회사 소프트앤,코스웨어
2024,대전신일여자고등학교,2024년 디지털 선도학교 운영 관련 코스웨어(비상옥수수) 사용료 지출 원  ...,2024-03-13,10000000,1인수의,비상교육FC,코스웨어
2024,대전신일여자고등학교,2024학년도 디지털 선도학교 운영 관련 코스웨어(클라썸) 사용료 지출 원  ...,2024-03-12,3000000,1인수의,주식회사 클라썸,코스웨어
2025,대덕고등학교,겨울방학 대비 1학년 수학과 코스웨어 구독료 지급,2025-11-17,3100000,1인수의,테크빌교육(주),코스웨어
2025,신탄중앙중학교,[연구학교] 2025학년도 연구학교 수학 AI코스웨어 구입,2025-10-14,1254000,1인수의,(주)프리윌린,코스웨어
2025,기성초등학교,(카드)2025학년도 디지털 기반 미래수업 교사학습공동체 AI 코스웨어(chatGPT) 구,2025-10-02,1197000,1인수의,(주)아이스크림 미디어,코스웨어
2025,대전중원초등학교,2025학년도 디지털 기반 미래수업 교사학습공동체 AI 코스웨어 및 물품 구입,2025-09-12,1335100,1인수의,(주)아이스크림미디어,코스웨어
2025,대전복수고등학교,"(원인, 학교장터) 2025년 디지털 기반 학생 맞춤교육 선도학교 운영 AI 코스웨어(원아",2025-09-11,4000000,1인수의,주식회사 제로엑스플로우,코스웨어
2025,대전월평초등학교,2025년도 AI코스웨어 구입,2025-09-09,1290000,1인수의,(주)에듀에이드,코스웨어
2025,대덕고등학교,2025학년도 수학과 코스웨어 사용비 지출,2025-08-20,2304000,1인수의,테크빌교육(주),코스웨어
2025,신탄중앙중학교,[선도학교] 수학과 AI코스웨어 구입,2025-08-20,1960200,1인수의,(주)프리윌린,코스웨어
2025,신탄중앙중학교,[연구학교] 수학과 AI코스웨어 구입,2025-06-09,1584000,1인수의,주식회사 프리윌린,코스웨어
2025,대전두리초등학교,2025학년도 디지털 기반 미래수업 교사학습공동체 AI 코스웨어 구입비 지급,2025-05-30,1040000,1인수의,주식회사 팀플백,코스웨어
2025,대전목상초등학교,[원인] 2025학년도 디지털 기반 학생 맞춤교육(학생 코스웨어) 라이선스 구입,2025-05-27,3818000,1인수의,엘위드,코스웨어
2025,대전봉산초등학교,디지털 기반 미래수업 교사학습공동체 AI코스웨어 구입비 지급,2025-05-21,1188000,1인수의,(주)클래스팅,코스웨어
2025,동방고등학교,디지털교육 선도학교 AI코스웨어(패들렛) 구입비 지출,2025-05-21,1560000,1인수의,주식회사 오늘배움,코스웨어
2025,대전대정초등학교,2025학년도 디지털 기반 미래수업 교사학습공동체 AI 코스웨어 구입(1차),2025-05-12,1308400,1인수의,(주)아이스크림미디어,코스웨어
2025,대전호수초등학교,2025학년도 AI 코스웨어(AI아크수학) 구입비 지급,2025-05-09,1368000,1인수의,(주)아이스크림미디어,코스웨어
2025,대전백운초등학교,2025학년도 디지털 기반 미래수업 교사학습공동체 코스웨어 구입비 지급,2025-05-02,1232000,1인수의,주식회사 씨티,코스웨어
2025,대덕초등학교,디지털 기반 학생 맞춤교육 AI 코스웨어(리딩앤스쿨) 구입비 지급,2025-04-30,1080000,1인수의,주식회사 아이포트폴리오,코스웨어
2025,대전도마초등학교,디지털 기반 미래수업 교사학습공동체 운영을 위한 AI코스웨어 구입비 지급,2025-04-25,2400000,1인수의,주식회사 비주얼캠프,코스웨어
2025,대전신일여자고등학교,(학생맞춤교육)2025년 디지털 기반 학생 맞춤 교육 선도학교 코스웨어(마  ...,2025-04-22,3500000,1인수의,마타에듀 주식회사,코스웨어
2025,대전호수초등학교,2025학년도 AI 코스웨어(키위티) 구입비 지급,2025-04-17,3000000,1인수의,(주)투블럭에이아이,코스웨어
2025,대전새미래중학교,디지털 기반 학생 맞춤교육 선도학교 운영을 위한 AI코스웨어 계정 구입( ...,2025-04-17,6375000,1인수의,주식회사 팀모노리스,코스웨어
2025,대전삼천초등학교,AI 디지털코스웨어 구입 요구,2025-04-16,2000000,1인수의,주식회사 씨티,코스웨어
2025,대전석교초등학교,2025학년도 디지털기반 미래수업 교사학습공동체 AI 코스웨어 구독,2025-04-14,1700000,1인수의,주식회사 씨티,코스웨어
2025,남선초등학교,2025 디지털 기반 미래수업 교사학습공동체 운영을 위한 AI 코스웨어 구입,2025-04-10,1300000,1인수의,주식회사 씨티,코스웨어
2025,대전느리울초등학교,2025학년도 디지털 기반 미래수업 교사학습공동체 AI코스웨어 구입비 지급,2025-04-10,1040000,1인수의,주식회사 씨티,코스웨어
2025,대전대룡초등학교,AI코스웨어 라이선스 구입,2025-04-08,1455000,1인수의,주식회사 씨티,코스웨어
2025,대전갈마초등학교,2025학년도 교수학습공동체(DINOVA) AI 코스웨어 구입,2025-03-26,1500000,1인수의,(주)투블럭에이아이,코스웨어
2025,세천초등학교,2025학년도 교사학습공동체 운영 디지털 자료(코스웨어) 구입비 지급(s2b),2025-03-14,1440000,1인수의,주식회사 프리윌린,코스웨어
2025,신탄중앙중학교,[연구학교] AI코스웨어 소모품 구입,2025-03-11,1940000,1인수의,"(주)이베이코리아(지마켓, 옥션)",코스웨어
2026,대전삼천초등학교,AI동아리 코스웨어 구입,2026-07-28,1650000,1인수의,(주)엘리스그룹,코스웨어
2026,대덕고등학교,2026학년도 수학과 코스웨어 사용료 지급,2026-07-24,3100000,1인수의,테크빌교육(주),코스웨어
2026,대전신일중학교,[AI 디지털 활용 선도] 국어 코스웨어 리드포 스쿨 도입 건 지출(원인행위),2026-05-22,2500000,1인수의,(주)비주얼캠프,코스웨어
2026,대전법동중학교,2026학년도 AI·디지털 선도학교 코스웨어 구입비 지출,2026-05-14,5250000,1인수의,(주)천재교과서,코스웨어
2026,대전삼천초등학교,"2026학년도 AI중점학교 운영에 따른 AI, SW 웹 코스웨어 구입",2026-04-14,8000000,1인수의,(주)엘리스그룹,코스웨어
2026,대전호수초등학교,2026학년도 AI코스웨어 구입비 지급(2차),2026-04-08,2000000,1인수의,(주)투블럭에이아이,코스웨어
2026,대전호수초등학교,2026학년도 AI코스웨어 및 생성형AI 구입비 지급,2026-04-03,3456000,1인수의,(주)투블럭에이아이,코스웨어
2023,대전이문고등학교,(목적_인공지능(AI) 융합교육 비품구입비)정보교과 및 코딩 곤련 동아리   ...,2024-02-05,3684000,1인수의,바른스쿨,인공지능
2023,대전대신고등학교,인공지능(AI)교육 선도학교 융합 교실 구축을 위한 비품 구입,2024-01-12,5666300,1인수의,대전지방조달청,인공지능
2023,대전대신고등학교,2023년 인공지능(AI)교육 선도학교 융합 교실 구축을 위한 비품 구입,2024-01-12,3363700,1인수의,대전지방조달청,인공지능
2023,대전경덕중학교,2023년 인공지능(AI) 선도학교 관련 오조봇 뉴이보 엔트리킷외 1종구입비   ...,2024-01-09,2485000,1인수의,모두행복사회적협동조합,인공지능
2023,대전경덕중학교,2023년 인공지능(AI) 선도학교 관련 물품 핑퐁로봇구입비 원인행위,2024-01-03,3200000,1인수의,모두행복사회적협동조합,인공지능
2023,대전오류초등학교,인공지능(AI)교육 선도학교 운영 비품(테이블 및 의자) 구입,2023-12-29,1415400,1인수의,바움한트,인공지능
2023,대전변동초등학교,2023학년도 인공지능(AI) 교육 선도학교 교육용 물품 구입비 지급,2023-12-29,3432900,1인수의,(주)아이스크림미디어,인공지능
2023,대전대신고등학교,2023년 인공지능(AI)교육 선도학교 융합 교실 구축을 위한 비품 구입,2023-12-29,17593490,1인수의,(주)가리온,인공지능
2023,대전삼천중학교,2023학년도 인공지능(AI)교육 선도학교 운영 물품 구입(치즈스틱 스타터키 ...,2023-12-28,3763500,1인수의,이베이코리아,인공지능
2023,대전대신고등학교,2023년 인공지능(AI)교육 선도학교 AI실 리모델링 공사,2023-12-28,49000000,1인수의,주식회사 비스페이스,인공지능
2023,대전중앙중학교,[원인] 2023년 창의융합선도학교 및 인공지능(AI) 선도학교 운영 교구 구입,2023-12-27,3003000,1인수의,제더스,인공지능
2023,대전대성여자중학교,(S2B) 인공지능(AI)선도학교 교육활동 물품 구입비 지출,2023-12-14,1131050,1인수의,(주)에듀에이드,인공지능
2023,대전외삼중학교,2023학년도 정보과 인공지능 수업 물품 구입비 지급,2023-12-13,3445000,1인수의,이베이코리아(지마켓),인공지능
2023,대전경덕중학교,2023학년도 인공지능(AI)교육 선도학교관련 키트외 코딩드론 구입비 원인  ...,2023-12-11,3735000,1인수의,주식회사 럭스로보,인공지능
2023,대전동화중학교,인공지능(AI)교육 선도학교 교육용 도서 구입,2023-12-08,2000000,1인수의,대아서적,인공지능
2023,대전동화중학교,인공지능(AI)교육 선도학교 교육용 비품 구입,2023-12-08,4437900,1인수의,쿠팡(주),인공지능
2023,대전동화중학교,인공지능(AI)교육 선도학교 교육용 무선TV 모니터 구입,2023-12-08,1052000,1인수의,주식회사 디딤스쿨,인공지능
2023,대전송촌중학교,2023. 인공지능(AI)교육 선도학교 교육용 전산 기자재 구입,2023-12-01,2000000,1인수의,위드플러스,인공지능
2023,대전이문고등학교,카드-(목적_인공지능(AI) 융합교육 동아리 운영비) 방송부 동아리 교육활  ...,2023-11-30,2868830,1인수의,네이버페이,인공지능
2023,대전변동초등학교,2023학년도 인공지능(AI) 교육 선도학교 기자재 구입,2023-11-29,3582000,1인수의,11번가주식회사,인공지능
2023,한밭중학교,인공지능교육 선도학교 운영 교구재 구입비 지급,2023-11-29,2581600,1인수의,아이씨뱅큐(주),인공지능
2023,대전이문고등학교,카드-(목적_인공지능(AI) 융합교육 동아리 운영비) 인공지능Math코딩 동아  ...,2023-11-28,1200000,1인수의,네이버페이,인공지능
2023,대전새미래중학교,인공지능(AI)교육 선도학교 운영을 위한 물품 구입(마이크로비트 코딩 키 ...,2023-11-17,1257580,1인수의,주식회사 지마켓,인공지능
2023,대전새미래중학교,"인공지능(AI) 교육 선도학교 운영을 위한 기자재 구입(데스크톱PC, 27인치  ...",2023-11-17,2146000,1인수의,주식회사 지마켓,인공지능
2023,대전대성여자중학교,(S2B) 인공지능(AI)선도학교 교육용 교구 및 소모품 구입비 지출,2023-11-15,1165000,1인수의,(주)에듀에이드,인공지능
2023,대전삼천중학교,인공지능(AI)교육 선도학교 운영 물품 구입(햄스터로봇 슈터외 8종),2023-10-30,1620800,1인수의,11번가 주식회사,인공지능
2023,대전새미래중학교,인공지능(AI)교육 선도학교 운영을 위한 물품구입(스마일팟 화분키트),2023-10-30,1694000,1인수의,(주)네패스,인공지능
2023,대전중앙중학교,[원인] 2023 융합교육(STEAM) 및 인공지능(AI) 선도학교 운영 교육기자재 구입,2023-10-26,3522900,1인수의,더아이티,인공지능
2023,대전고등학교,AI 융합교육중심학교 2학기 인공지능기초 수업물품(코딩 드론) 구입,2023-10-23,4400000,1인수의,(주)창의와교육,인공지능
2023,대전버드내중학교,(s2b) 인공지능과 삶 동아리 운영 물품 구입비,2023-10-23,2681800,1인수의,아이씨뱅큐(주),인공지능
2023,대전대신고등학교,2023년 인공지능(AI)교육 선도학교 비품 구입,2023-10-19,2099250,1인수의,주식회사 여우미,인공지능
2023,대전도솔초등학교,인공지능(AI)교육 선도학교 운영을 위한 교육용 노트북 구입,2023-10-16,1850000,1인수의,위드스쿨(주),인공지능
2023,대전동화중학교,인공지능(AI)교육 선도학교 기자재(대형 스마트 TV) 구입,2023-10-10,2550000,1인수의,삼성전자서비스(주),인공지능
2023,대전동화중학교,"인공지능(AI)교육 선도학교 학생용 책상, 의자 구입",2023-10-04,6444000,1인수의,김태성 오피스컨설턴트,인공지능
2023,대전동화중학교,인공지능(AI)교육 선도학교 교육실  전기공사비 지급,2023-10-04,2750000,1인수의,(주)창조전력,인공지능
2023,대전대신고등학교,2023학년도 인공지능(AI) 교육 선도학교 비품 및 기념품 구입,2023-09-27,1350800,1인수의,11번가 주식회사,인공지능
2023,대전오류초등학교,인공지능(AI) 동아리 및 AI페스티벌 운영 물품(마이크로비트V2.21 풀패키지 ...,2023-09-26,2659460,1인수의,11번가주식회사,인공지능
2023,대전동화중학교,인공지능(AI)교육 선도학교 정보실및 복도 인테리어 공사,2023-09-26,35700000,1인수의,유한회사 션디자인,인공지능
2023,대전둔산여자고등학교,(조달)2023학년도 인공지능 융합교육과정 중심학교 운영을 위한 비품 구입,2023-09-22,7010000,1인수의,삼성전자주식회사,인공지능
2023,대전봉명중학교,"2023학년도 인공지능, 소프트웨어 학습 교구 구입",2023-09-22,15000000,1인수의,아이티존(주),인공지능
2023,대전새미래중학교,인공지능(AI)교육 선도학교 운영을 위한 물품 구입(마이크로비트 마퀸 세 ...,2023-09-20,3000000,1인수의,아이씨뱅큐(주),인공지능
2023,대전도솔초등학교,인공지능(AI)교육 선도학교 운영을 위한 교구 구입(네오봇에듀 스마트),2023-09-19,3080000,1인수의,엘위드,인공지능
2023,대전도솔초등학교,(카드) 인공지능(AI)교육 선도학교 운영을 위한 교구 구입(네오봇에듀 스  ...,2023-09-19,3080000,1인수의,엘위드,인공지능
2023,대전동화중학교,인공지능(AI)교육 선도학교 시설 설치비 지급,2023-09-18,10000000,1인수의,페인트팜(주),인공지능
2023,한밭중학교,인공지능교육 선도학교 운영 교구 구입비 지급,2023-09-14,2008000,1인수의,베스트원,인공지능
2023,대전도솔초등학교,(카드) 인공지능(AI)교육 선도학교 운영을 위한 교구 구입(보드게임 아이  ...,2023-09-14,1114390,1인수의,주식회사 지마켓,인공지능
2023,대전동화중학교,인공지능(AI)교육 선도학교 기자재(비디오프로젝터) 구입,2023-09-12,6318000,1인수의,네이버파이낸셜주식회사,인공지능
2023,대전동화중학교,"인공지능(AI)교육 선도학교 기자재(자석영사용스크린보드,터치스크린보  ...",2023-09-06,4125000,1인수의,페인트팜(주),인공지능
2023,대전삼천중학교,2023학년도 인공지능(AI)교육 선도학교 물품(교구) 구입(모두의 마이크로비...,2023-09-01,3040000,1인수의,아이시뱅큐(주),인공지능
2023,신탄진중학교,2023학년도 인공지능(AI)교육 선도학교 운영 및 AI·SW교육 실습교구 사업 운...,2023-09-01,9450000,1인수의,주식회사 퓨너스,인공지능
2023,대전경덕중학교,2023년 인공지능(AI) 선도학교 운영관련 기자재 노트북외 2종구입비 원인행위,2023-08-31,19948000,1인수의,삼성전자 주식회사,인공지능
2023,대전대성여자중학교,(S2B) 인공지능(AI) 선도학교 운영 교구 구입비 지출,2023-08-25,1848000,1인수의,(주)새온,인공지능
2023,대전송촌중학교,2023. 인공지능(AI) 교육 선도학교 교육용 전산 기자재 구입,2023-08-21,2000000,1인수의,원데이드림,인공지능
2023,대전경덕중학교,인공지능(AI) 교육 창의융합형 정보교육실 건축 공사비 원인행위,2023-08-10,30876000,1인수의,(주)중앙하우징,인공지능
2023,대전경덕중학교,인공지능(AI)교육 창의융합형 정보교육실 구축 전기-통신공사비 원인행위,2023-08-08,9856000,1인수의,(주)정우시스템,인공지능
2023,대전둔산중학교,2023학년도 인공지능(AI) 교실 구축에 따른 전기 공사 실시(S2B),2023-07-21,6370000,1인수의,주식회사 세명이앤지,인공지능
2023,대전둔산중학교,2023학년도 인공지능(AI) 교실 구축에 따른 통신 공사 실시(S2B),2023-07-21,1800000,1인수의,(주)명품시스템,인공지능
2023,대전둔산중학교,2023년 인공지능(AI) 교실 구축에 따른 비품 구입(G2B),2023-07-20,19999400,1인수의,대전지방조달청,인공지능
2023,대전둔산중학교,인공지능(AI) 교실 구축에 따른 리모델링 공사(G2B),2023-07-20,40176000,1인수의,주식회사 청운하우징,인공지능
2023,대전판암초등학교,인공지능(AI) 교육 선도학교 운영 관련 학생 교육용 노트북 구입비 지급,2023-07-17,4260000,1인수의,삼성토탈오에이시스템 주식회사,인공지능
2023,명석고등학교,2023년 인공지능(AI)교육 선도학교 운영 노트북 구입 원인행위,2023-07-13,2480000,1인수의,엘지전자 주식회사,인공지능
2023,대전판암초등학교,(카드) 2023학년도 여름방학 인공지능(AI) 교육 방과후 특강 운영 물품 구입...,2023-07-06,1300000,1인수의,(주)로보메이션,인공지능
2023,대전새미래중학교,인공지능(AI) 교육 선도학교 운영을 위한 기자재 구입(빔 프로젝터),2023-07-05,2200000,1인수의,효성아이티엑스 주식회사,인공지능
2023,한밭중학교,2023학년도 인공지능 교육 선도학교 기자재 구입비 지급,2023-07-04,4850000,1인수의,주식회사 한국크레아,인공지능
2023,대전둔산중학교,2023년 인공지능(AI)교육 선도학교 운영 교구 구입(S2B),2023-06-29,3113200,1인수의,NHN KCP,인공지능
2023,대전경덕중학교,창의융합형 인공지능교육실(AI)구축 공사 설계 용역비 원인행위,2023-06-27,4510000,1인수의,쿠파종합건축사사무소,인공지능
2023,충남여자고등학교,[S2B] 2023년도 인공지능(AI)교육 선도학교 교구 구입,2023-06-22,2560800,1인수의,드림정보,인공지능
2023,대전둔산중학교,인공지능(AI) 선도학교 운영(구축)을 위한 설계 용역 실시,2023-06-20,4990000,1인수의,ANA건축사사무소,인공지능
2023,한밭중학교,2023학년도 인공지능 교육 선도학교 기자재 구입(칠판),2023-06-12,1220000,1인수의,한국교육칠판,인공지능
2023,대전중앙중학교,[원인] 2023 인공지능선도학교 운영을 위한 전산 기자재 구입,2023-05-26,2698000,1인수의,더아이티,인공지능
2023,대전원앙초등학교,2023학년도 인공지능 선도학교 노트북 구입(G2B),2023-05-18,1510000,1인수의,삼성전자 주식회사,인공지능
2023,대전여자고등학교,2023학년도 인공지능(AI)융합교육 중심고등학교 운영을 위한 물품 구입,2023-05-12,1380000,1인수의,쿠팡(주),인공지능
2023,대전여자고등학교,2023학년도 인공지능(AI)융합교육 중심고등학교 운영을 위한 교육용 물품  ...,2023-05-11,3418150,1인수의,쿠팡(주),인공지능
2023,대전중앙중학교,[원인] 2023학년도 미래형 융합교육 및 인공지능 활용 교육 환경 구축을 위...,2023-05-03,7541900,1인수의,주원교육,인공지능
2023,대전여자고등학교,2023학년도 인공지능(AI)융합교육 중심고등학교 운영을 위한 교육용 물품  ...,2023-05-02,7281400,1인수의,아이씨뱅큐,인공지능
2023,대덕소프트웨어마이스터고등학교,전공동아리 인공지능 실습용 컴퓨터 구입,2023-04-24,5830000,1인수의,(주)명품시스템,인공지능
2023,대전여자고등학교,2023학년도 인공지능(AI)융합교육 중심고등학교 운영을 위한 모니터 구입,2023-04-21,2268000,1인수의,원데이드림,인공지능
2023,대전여자고등학교,2023학년도 인공지능(AI)융합교육 중심고등학교 운영을 위한 노트북 구입,2023-04-21,2660000,1인수의,엘지전자 주식회사,인공지능
2023,대전여자고등학교,2023학년도 인공지능(AI)융합교육 중심고등학교 운영을 위한 캐비닛구입,2023-04-20,1171000,1인수의,영남강철주식회사,인공지능
2023,대전여자고등학교,인공지능(AI)융합교육 중심고등학교 운영에 필요한 프로그래밍 워크북 교...,2023-04-18,1665000,1인수의,예스이십사(주),인공지능
2023,대전여자고등학교,2023학년도 인공지능(AI)융합교육 중심고등학교 운영을 위한 마이크로비트...,2023-04-14,8768000,1인수의,주식회사 씨마스,인공지능
2023,대전여자고등학교,2023학년도 인공지능(AI)융합교육 중심고등학교 운영을 위한 스파이크 프  ...,2023-04-10,7000000,1인수의,주식회사 퓨너스,인공지능
