학교,시도,도메인,링크문구,링크URL
서울금동초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울금산초등학교,서울,schoolzone.emac.kr,학구도안내,https://schoolzone.emac.kr/gis/gis.do?type=vworldBase&amp;xmax=14127642.774235071&amp;xmin=14126786.440652636&amp;ymax=4501276.996920723&amp;ymin=4500417.080352587&amp;link=extent
서울금산초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울금산초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울금옥초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울금옥초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울금호초등학교,서울,www.ekape.or.kr,이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2068300858
서울금호초등학교,서울,forms.gle,학교교육설문조사,https://forms.gle/zugpGHQmrHDhJccRA
서울금화초등학교,서울,ksurv.kr,교육과정 설문,http://ksurv.kr/?c=35406
서울금화초등학교,서울,reading.ssem.or.kr,도서검색,http://reading.ssem.or.kr/r/reading/search/schoolSearchForm.jsp
서울길원초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울길원초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울길음초등학교,서울,read365.edunet.net,디지털도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울길음초등학교&amp;provCode=B10&amp;neisCode=B100002293
서울길음초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울난우초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울난우초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울난향초등학교,서울,www.ekape.or.kr,축산물이력제,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1128300946
서울난향초등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울난향초등학교&amp;provCode=B10&amp;neisCode=B100001581
서울난향초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울남명초등학교,서울,www.ekape.or.kr,축산물이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1178300470
서울남명초등학교,서울,read365.edunet.net,도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EB%82%A8%EB%AA%85%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100001015
서울남부초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울남부초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울남사초등학교,서울,www.ekape.or.kr,축산물이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1088302192
서울남성초등학교,서울,www.ekape.or.kr,축산물이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1088302120
서울내발산초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1098301390
서울내발산초등학교,서울,smart.koedu.co.kr,스마트체험도서관,http://smart.koedu.co.kr/
서울내발산초등학교,서울,book.edunet.net,e-교과서,http://book.edunet.net/ebook/main.do
서울노량진초등학교,서울,www.ekape.or.kr,급식(축산물 이력 조회),https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1088300893
서울노원초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울노원초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울노일초등학교,서울,www.ekape.or.kr,축산물 이력 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2178301352
서울녹천초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울녹천초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울누원초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2108302044
서울다솜관광고등학교,서울,sds.hs.kr,교육활동,http://sds.hs.kr/147788/subMenu.do
서울다원학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울다원학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울답십리초등학교,서울,www.ekape.or.kr,축산물이력번호조회하기,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2048301322
서울대림초등학교,서울,www.ssem.or.kr,서울교육포털,http://www.ssem.or.kr/index.do?sso=ok
서울대림초등학교,서울,dtbook.edunet.net,EDUNET 디지털교과서,https://dtbook.edunet.net/viewCntl/dtIntro?in_div=nedu
서울대림초등학교,서울,www.edunet.net,에듀넷-티클리어,http://www.edunet.net/nedu/contsvc/subjectForm.do?menu_id=2
서울대림초등학교,서울,www.crezone.net,창의인성교육넷(크레존),http://www.crezone.net
서울대림초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울대림초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울대방초등학교,서울,www.ekape.or.kr,급식(축산물 이력 조회),https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1188300283
서울대신초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1108300241
서울대신초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울대신초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울대영초등학교,서울,read365.edunet.net,꿈나무도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EB%8C%80%EC%98%81%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=B10&amp;neisCode=B100001215
서울대왕초등학교,서울,ibo.org,IBO,https://ibo.org/
서울대은초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1118301016
서울대은초등학교,서울,read365.edunet.net,우리학교도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울대은초등학교&amp;provCode=B10&amp;neisCode=B100001975
서울대은초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울대조초등학교,서울,www.ekape.or.kr,축산물사용이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1118300211
서울대조초등학교,서울,schoolzone.emac.kr,학구도안내서비스,https://schoolzone.emac.kr/gis/gis.do?type=vworldBase&amp;xmax=14129774.236304617&amp;xmin=14127588.61502703&amp;ymax=4525695.372856462&amp;ymin=4523925.377920188&amp;link=extent
서울대진초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울대진초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울대학교사범대학부설고등학교,서울,read365.edunet.net,디지털 도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울대학교사범대학부설고등학교&provCode=B10&neisCode=A000003561
서울대학교사범대학부설고등학교,서울,snubugo.net,총동창회,http://snubugo.net
서울대학교사범대학부설고등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울대학교사범대학부설여자중학교,서울,read365.edunet.net,전자도서관,https://read365.edunet.net/
서울덕암초등학교,서울,www.ealimi.com,학교방문사전예약,https://www.ealimi.com//visit/intro/7e7y1a1c
서울덕암초등학교,서울,www.ssem.or.kr,서울교육포털,http://www.ssem.or.kr
서울덕암초등학교,서울,www.kkulmat.com,꿀맛닷컴,http://www.kkulmat.com
서울덕암초등학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=9048086166_0059585928&xx=auto&&yy=500
서울덕암초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울덕암초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울독일학교,서울,mintzukunftschaffen.de,,https://mintzukunftschaffen.de/
서울동구로초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울동구로초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울동답초등학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울동답초등학교&amp;provCode=B10&amp;neisCode=B100001399
서울동답초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울동일초등학교,서울,read365.edunet.net,동일검색사이트,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울동일초등학교&provCode=B10&neisCode=B100001744
서울동일초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울동자초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2078301388
서울동자초등학교,서울,read365.edunet.net,우리학교 도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EB%8F%99%EC%9E%90%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=B10&amp;neisCode=B100002176
서울동작초등학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=3097061474_4852604002&xx=auto&&yy=500
서울동작초등학교,서울,info.edunet.net,에듀넷,http://info.edunet.net/
서울동작초등학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/
서울동작초등학교,서울,webdt.edunet.net,E-교과서,https://webdt.edunet.net
서울동작초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울동호초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울동호초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울두산초등학교,서울,www.kkulbaksa.com,역사책읽기,https://www.kkulbaksa.com/standard/history/historyVideo.do?method=search&mc=S2025
서울두산초등학교,서울,read365.edunet.net,서울두산초도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울두산초등학교&provCode=B10&neisCode=B100001221
서울두산초등학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=6067367070_7481824842&xx=auto&&yy=500
서울두산초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울둔촌초등학교,서울,www.ekape.or.kr,축산물이력조회,https://www.ekape.or.kr/kapecp/trustservicemng/trustSrvcMng/trustSearchOne.do?trustEntrpsNm=%EB%91%94%EC%B4%8C%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;sectnCd=0001
서울둔촌초등학교,서울,read365.edunet.net,둔촌초 도서관(독서로),https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EB%91%94%EC%B4%8C%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100000912
서울둔촌초등학교,서울,www.ssem.or.kr,서울교육포털,http://www.ssem.or.kr/index.do?sso=ok
서울드와이트외국인학교,서울,www.dwight.edu,GLOBAL NETWORK,https://www.dwight.edu/
서울드와이트외국인학교,서울,www.dwightlondon.org,LONDON,https://www.dwightlondon.org/
서울드와이트외국인학교,서울,www.qibaodwight.org,SHANGHAI,https://www.qibaodwight.org/
서울드와이트외국인학교,서울,www.dwight.ae,DUBAI,https://www.dwight.ae/
서울드와이트외국인학교,서울,www.dwighthanoi.org,HANOI,https://www.dwighthanoi.org/
서울드와이트외국인학교,서울,dwightcairo.org,CAIRO,https://dwightcairo.org/
서울드와이트외국인학교,서울,www.franklinjc.org,JERSEY CITY,https://www.franklinjc.org/
서울드와이트외국인학교,서울,www.staging.globalschools.com,SEOUL,https://www.staging.globalschools.com/dwight_kr/
서울드와이트외국인학교,서울,dwight.myglobalschool.org,APPLY,https://dwight.myglobalschool.org/adm/AdmissionForm/
서울드와이트외국인학교,서울,www.linkedin.com,,https://www.linkedin.com/company/dwight-school-seoul
서울등명초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울등명초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울등서초등학교,서울,www.ekape.or.kr,학교급식 축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1098301463
서울등양초등학교,서울,www.ekape.or.kr,맘편한서비스(축산물이력번호 조회),https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1098304683
서울등현초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapemcp/index.jsp?mobileDivSh=M_01&amp;searchKeyword=1098304761
서울디지텍고등학교,서울,naver.me,popup-banner-img,http://naver.me/GfdDiDb4
서울마장초등학교,서울,majang.dkyobobook.co.kr,마장 전자도서관,http://majang.dkyobobook.co.kr/main.ink
서울마천초등학교,서울,www.ekape.or.kr,축산물 이력번호,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2158300599
서울마포초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울마포초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울망원초등학교,서울,mangwones.dkyobobook.co.kr,전자책도서관,https://mangwones.dkyobobook.co.kr
서울망원초등학교,서울,reading.ssem.or.kr,우리학교자료검색,http://reading.ssem.or.kr/r/newReading/search/schoolCodeSetting.jsp?schoolCode=31165&amp;returnUrl=
서울망원초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울망원초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울매동초등학교,서울,www.ekape.or.kr,축산물사용이력,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1028300672
서울매봉초등학교,서울,maebonges.dkyobobook.co.kr,전자도서관,http://maebonges.dkyobobook.co.kr
서울매봉초등학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=7828070867_5576546486&xx=auto&&yy=500
서울매봉초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울매봉초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울면남초등학교,서울,www.ekape.or.kr,축산물 이력번호,https://www.ekape.or.kr/kapecp/ui/kapecp/index.html
서울면남초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울면남초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울면동초등학교,서울,reading.ssem.or.kr,독서교육종합시스템,http://reading.ssem.or.kr/r/reading/search/schoolCodeSetting.jsp?schoolCode=31332
서울면목초등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울면목초등학교&amp;provCode=B10&amp;neisCode=B100001404
서울면목초등학교,서울,schoolzone.emac.kr,학구도,https://schoolzone.emac.kr/gis/gis.do?schoolId=1859
서울면일초등학교,서울,reading.ssem.or.kr,독서교육지원시스템,http://reading.ssem.or.kr
서울면일초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울면일초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울명신초등학교,서울,read365.edunet.net,우리학교 도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울명신초등학교&amp;provCode=B10&amp;neisCode=B100002378
서울명신초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울명원초등학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/
서울명원초등학교,서울,cyber.norischool.com,사이버 영어 동화마을,http://cyber.norischool.com/blp_cyber/index.asp
서울명원초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울명일초등학교,서울,www.ekape.or.kr,축산물 사용이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2128300381
서울명일초등학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울명일초등학교&amp;provCode=B10&amp;neisCode=B100000916
서울명일초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울묘곡초등학교,서울,reading.ssem.or.kr,우리학교도서관,http://reading.ssem.or.kr/r/newReading/search/schoolSearchForm.jsp
서울무학초등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EB%AC%B4%ED%95%99%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=B10&amp;neisCode=B100002177
서울문덕초등학교,서울,read365.edunet.net,우리학교도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EB%AC%B8%EB%8D%95%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100000918
서울문덕초등학교,서울,cls.edunet.net,e-학습터,http://cls.edunet.net/cyber/cm/mcom/pmco000b00.do
서울문덕초등학교,서울,www.youthnavi.net,유스내비,https://www.youthnavi.net/
서울문덕초등학교,서울,info.edunet.net,에듀넷,http://info.edunet.net/
서울문덕초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울문영여자중학교,서울,www.ekape.or.kr,축산물이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1128204630
서울문정초등학교,서울,www.ekape.or.kr,축산물이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2158300075
서울미동초등학교,서울,www.ekape.or.kr,축산물사용이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1108300275
서울반원초등학교,서울,read365.edunet.net,학교도서관,https://read365.edunet.net/
서울반원초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울반포초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울반포초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울방일초등학교,서울,read365.edunet.net,학교도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울방일초등학교&amp;provCode=B10&amp;neisCode=B100000756
서울방일초등학교,서울,www.ekape.or.kr,축산물이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1148300582
서울방일초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울방현초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1148300826
서울백산초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울백산초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울백운초등학교,서울,schoolzone.emac.kr,학구도안내서비스,https://schoolzone.emac.kr/
서울버들초등학교,서울,seoulbeodle.yes24library.com,전자도서관,http://seoulbeodle.yes24library.com/
서울버들초등학교,서울,read365.edunet.net,독서로(우리학교 도서검색),https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울버들초등학교&provCode=B10&neisCode=B100005384
서울버들초등학교,서울,cls.edunet.net,학습터,https://cls.edunet.net/index.html
서울버들초등학교,서울,www.ssem.or.kr,꿀맛닷컴,http://www.ssem.or.kr/index.do?sso=ok
서울버들초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울보라매초등학교,서울,www.ekape.or.kr,급식(축산물 이력조회),https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1088302815
서울봉천초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울봉천초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울북성초등학교,서울,read365.edunet.net,산수유도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울북성초등학교&amp;provCode=B10&amp;neisCode=B100001982
서울북성초등학교,서울,ssem.or.kr,,http://ssem.or.kr
서울북한산초등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EB%B6%81%ED%95%9C%EC%82%B0%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100001983
서울북한산초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울불암초등학교,서울,www.ekape.or.kr,축산물사용이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2178301196
서울불암초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울불암초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울사당초등학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/
서울사당초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울삼각산초등학교,서울,read365.edunet.net,온라인도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울삼각산초등학교&amp;provCode=B10&amp;neisCode=B100002299
서울삼각산초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울삼광초등학교,서울,www.ssem.or.kr,ssem,http://www.ssem.or.kr/index.do?sso=ok
서울삼광초등학교,서울,www.kkulbaksa.com,꿀맛닷컴,https://www.kkulbaksa.com/standard/main/main.do#
서울삼광초등학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울삼광초등학교&provCode=B10&neisCode=B100002381
서울삼광초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울삼성학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울삼성학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울상경초등학교,서울,www.ekape.or.kr,축산물이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2178300538
서울상경초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울상경초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울상곡초등학교,서울,www.ekape.or.kr,축산물이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2178300523
서울상곡초등학교,서울,read365.edunet.net,꿈마루 도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EC%83%81%EA%B3%A1%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=B10&amp;neisCode=B100001750
서울상곡초등학교,서울,www.kkulbaksa.com,꿀박사,https://www.kkulbaksa.com/standard/main/main.do
서울상곡초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울상봉초등학교,서울,read365.edunet.net,전자도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EC%83%81%EB%B4%89%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100001411
서울상수초등학교,서울,read365.edunet.net,독서로DLS,https://read365.edunet.net/
서울상수초등학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=7433315617_0871507930&xx=auto&&yy=500
서울상수초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울상신초등학교,서울,www.ekape.or.kr,축산물이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1118301035
서울상원초등학교,서울,read365.edunet.net,상원도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울상원초등학교&provCode=B10&neisCode=B100001752
서울상원초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울상지초등학교,서울,www.ekape.or.kr,축산물 이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1058315155
서울상천초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2178300595
서울서교초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울서교초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울서이초등학교,서울,cls1.edunet.net,e학습터,https://cls1.edunet.net/cyber/cm/mcom/pmco000b00.do
