학교,시도,도메인,링크문구,링크URL
동작고등학교,서울,www.ealimi.com,e알리미 비회원용(일반인) 사전 예약,https://www.ealimi.com//visit/R/6f0w1b0f
동작중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
동작중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
둔촌중학교,서울,www.kkulmat.com,꿀맛닷컴,http://www.kkulmat.com/ngedu/mainPage.action?decorator=main&confirm=true
둔촌중학교,서울,www.ssem.or.kr,ssem,http://www.ssem.or.kr/index.do?sso=ok
둔촌중학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%91%94%EC%B4%8C%EC%A4%91%ED%95%99%EA%B5%90%20&provCode=B10&neisCode=B100000863
둔촌중학교,서울,www.jinhak.or.kr,서울진로진학정보센터,http://www.jinhak.or.kr/uat/uia/main.do
둔촌중학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=3611075529_3238851121&xx=auto&&yy=500
둔촌중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
등명중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
등명중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
등촌고등학교,서울,reading.ssem.or.kr,자료이용(검색/대출/반납),http://reading.ssem.or.kr/r/reading/search/schoolSearchForm.jsp
리라초등학교,서울,entertest.jinhakapply.com,입학원서접수,https://entertest.jinhakapply.com/Notice/6121002/A
리라초등학교,서울,read365.edunet.net,독서교육종합지원시스템,https://read365.edunet.net
리라초등학교,서울,enter.jinhakapply.com,입학원서 접수,https://enter.jinhakapply.com/Notice/6121004/A
리라초등학교,서울,www.lilakinder.kr,리라유치원,https://www.lilakinder.kr/
마곡하늬중학교,서울,www.schoolredesign.kr,학교 둘러 보기(VR),https://www.schoolredesign.kr/vr-room/school/magok
마장중학교,서울,read365.edunet.net,마장중학교 전자도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=마장중학교 도서관&provCode=B10&neisCode=B100005240
마장중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
면목고등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=면목고등학교&amp;provCode=B10&amp;neisCode=B100000430
면목고등학교,서울,mmhs.dkyobobook.co.kr,전자도서관,https://mmhs.dkyobobook.co.kr/main.ink
면목고등학교,서울,www.dbpia.co.kr,DBPIA학술논문서비스,https://www.dbpia.co.kr
면목고등학교,서울,scholar.kyobobook.co.kr,스콜라 학술원문서비스,https://scholar.kyobobook.co.kr
면목중학교,서울,www.ekape.or.kr,축산물 이력조회,https://www.ekape.or.kr
명덕고등학교,서울,online.fliphtml5.com,명덕 40년 발자취,https://online.fliphtml5.com/xljww/iovw/
명덕고등학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=9391573575_4802509307&xx=auto&&yy=500
명덕고등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
명덕고등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
명덕외국어고등학교,서울,intra.nitroeye.co.kr,이메일무단수집거부,http://intra.nitroeye.co.kr/ewut_new/html/popup/mail_reject.htm
명덕외국어고등학교,서울,www.schoolhealth.kr,,http://www.schoolhealth.kr
명덕외국어고등학교,서울,www.jinhak.or.kr,진학진로정보센터,http://www.jinhak.or.kr/
명덕외국어고등학교,서울,1388.kyci.or.kr,1388,http://1388.kyci.or.kr/
명덕외국어고등학교,서울,www.ssem.or.kr,SSEM,http://www.ssem.or.kr/
명덕외국어고등학교,서울,mdfh-hq.e-wut.co.kr,최종 합격자 발표,http://mdfh-hq.e-wut.co.kr
명덕외국어고등학교,서울,ratio.uwayapply.com,경쟁률확인 Check Competition rate,http://ratio.uwayapply.com/2018/high/mdfh/1/
명덕외국어고등학교,서울,trs02.uwayapply.com,신입생 합격자 조회 Inquiry of successful applica,https://trs02.uwayapply.com/038UK6L7P6D3VVVVVUN9SE
명덕외국어고등학교,서울,ipsi1.uwayapply.com,원서접수 바로가기 application reception,https://ipsi1.uwayapply.com/2026/ksi/mdfh/?CHA=1
명덕외국어고등학교,서울,mdfhhs-2026chlwhdvotm.nitroeye.co.kr,최종 합격자 발표 Check successful applicants,http://mdfhhs-2026chlwhdvotm.nitroeye.co.kr/
명덕외국어고등학교,서울,read365.edunet.net,도서관 Library,https://read365.edunet.net
명덕외국어고등학교,서울,reading.ssem.or.kr,도서관 Library,http://reading.ssem.or.kr/r/reading/search/schoolListForm.jsp
명덕외국어고등학교,서울,mdfh.riroschool.kr,리로스쿨 RIRO SCHOOL,https://mdfh.riroschool.kr/
명일중학교,서울,www.ealimi.com,학교 방문 사전예약시스템,https://www.ealimi.com//visit/intro/8d9w2c6z
명지중학교,서울,reading.ssem.or.kr,디지털도서관,http://reading.ssem.or.kr/r/reading/main/main.jsp
명지초등학교,서울,read365.edunet.net,e-도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=명지초등학교&provCode=B10&neisCode=B100001967
명지초등학교,서울,global-zone60.renaissance-go.com,영어 독서 AR,https://global-zone60.renaissance-go.com/welcomeportal/rpna37xk
명지초등학교,서울,sws360.com,명지동산 둘러보기,http://sws360.com/2023/myongji/mj_el_2023/index.htm
명지초등학교,서울,myongji.net,원서접수,https://myongji.net/subpage.php?p=m27
명지초등학교,서울,cm.lodev.kr,방과후,http://cm.lodev.kr/sub1.asp
명지초등학교,서울,primary.ebs.co.kr,EBS초등,http://primary.ebs.co.kr/
명지초등학교,서울,www.ssem.or.kr,쎔,http://www.ssem.or.kr/
명지초등학교,서울,www.crezone.net,크레존,http://www.crezone.net/
명지초등학교,서울,schoolaw.lawinfo.or.kr,스쿨로,http://schoolaw.lawinfo.or.kr/
명지초등학교,서울,www.schoolsafe.kr,교육부학교안전정보센터,http://www.schoolsafe.kr/
명지초등학교,서울,webzine-serii.re.kr,서울교육,https://webzine-serii.re.kr
명지초등학교,서울,reading.ssem.or.kr,독서교육종합지원시스템,http://reading.ssem.or.kr/r/newReading/main/main.jsp
목동고등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
목동고등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
목일중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
목일중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
무학여자고등학교,서울,www.ekape.or.kr,축산물이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2068300805
무학중학교,서울,survey.schoolt.net,학교 방문 사전예약시스템,https://survey.schoolt.net/#/schools/684/visit
문래중학교,서울,www.nambuedu.seoul.kr,남부영재교육 바로가기,http://www.nambuedu.seoul.kr/nambu/board-list.do?boardId=gifted
문래중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
문래중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
문성중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
문성중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
문정고등학교,서울,www.ekape.or.kr,축산물이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/index.html
문정중학교,서울,bit.ly,교육분야 성희롱?성폭력 온라인 신고센터,http://bit.ly/2FAOjfZ
문정중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
문정중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
문창중학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=문창중학교&amp;provCode=B10&amp;neisCode=B100001558
문현고등학교,서울,www.ekape.or.kr,축산물이력번호,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2158301661
문현중학교,서울,www.ekape.or.kr,축산물이력번호,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2158301642
미래산업과학고등학교,서울,mist.hs.kr,입학설명회,https://mist.hs.kr/posts/61725?back=true
미래산업과학고등학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=3875759838_6337370542&xx=auto&&yy=500
미래산업과학고등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
미래산업과학고등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
밀알학교,서울,www.kidkids.net,학습사이트,http://www.kidkids.net/
반포고등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=반포고등학교&amp;provCode=B10&amp;neisCode=B100000440
반포고등학교,서울,hostncd.ssem.or.kr,PLAY,https://hostncd.ssem.or.kr/api/frame_player.html?syncno=2376336048_5924010620&xx=auto&&yy=500
반포고등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
방배중학교,서울,url.kr,학부모 TV,https://url.kr/fTz8Qh
방배중학교,서울,teentalk.or.kr,다 들어줄게,http://teentalk.or.kr/
방배중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
방배중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
방산고등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=방산고등학교&provCode=B10&neisCode=B100005182
방산고등학교,서울,bangsan.riroschool.kr,리로스쿨,https://bangsan.riroschool.kr/
방산고등학교,서울,forms.gle,학교방문 사전예약,https://forms.gle/8yqA4UWmnoBSPSdT9
방산고등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
방원중학교,서울,www.ekape.or.kr,축산물이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1098304631
방이중학교,서울,read365.edunet.net,방이중학교 도서자료 검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=방이중학교&provCode=B10&neisCode=B100000867
배문고등학교,서울,baemoon.riroschool.kr,리로 스쿨(학교방문예약),https://baemoon.riroschool.kr/
배문고등학교,서울,read365.edunet.net,도서관 자료검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%B0%B0%EB%AC%B8%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100000442
배문고등학교,서울,www.ekape.or.kr,출산물이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1068200508
배문고등학교,서울,www.baemoon.org,배문 동문회 배문고등학교 선배님들의 모임,http://www.baemoon.org/
배문고등학교,서울,principia.kr,메인 컨텐츠 배너,http://principia.kr/
배문고등학교,서울,schoolsafe.kr,학교안전정보센터,http://schoolsafe.kr/front.php
배문고등학교,서울,baemoon-hs.k-forum.co.kr,배문고등학교 도서관,https://baemoon-hs.k-forum.co.kr
배문고등학교,서울,reading.ssem.or.kr,독서교육종합지원시스템,http://reading.ssem.or.kr/r/reading/main/main.jsp
배문고등학교,서울,soroweb.co.kr,SORO,http://soroweb.co.kr/
배재고등학교,서울,paichai-in.net,배재IN,https://paichai-in.net/
배재고등학교,서울,www.dbpia.co.kr,DBPIA,https://www.dbpia.co.kr/
배재고등학교,서울,new.ssem.or.kr,뉴쌤,https://new.ssem.or.kr/
배재고등학교,서울,paichai.riroschool.kr,리로스쿨,https://paichai.riroschool.kr/
배재고등학교,서울,www.humanpivot.com,Power by Humanpivot,https://www.humanpivot.com/index.php
보성여자고등학교,서울,online.fliphtml5.com,2026 학부모총회 자료집,https://online.fliphtml5.com/jpaxzg/qege/
보성여자고등학교,서울,www.adiga.kr,대학입학정보,https://www.adiga.kr/
보성여자고등학교,서울,www.procollege.kr,전문대학입학정보,https://www.procollege.kr/
보성중학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=보성중학교&amp;provCode=B10&amp;neisCode=B100000870
보인중학교,서울,boin-ms.schoolbooks.kr,보인중 스쿨북스,https://boin-ms.schoolbooks.kr
보인중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
보인중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
봉화중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
봉화중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
불광중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
불광중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
불암고등학교,서울,read365.edunet.net,우리학교도서찾기,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EB%B6%88%EC%95%94%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=B10&amp;neisCode=B100005263
불암고등학교,서울,www.dbpia.co.kr,DBpia,http://www.dbpia.co.kr/
상경중학교,서울,www.ekape.or.kr,급식축산물이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/index.html
상계고등학교,서울,read365.edunet.net,도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%83%81%EA%B3%84%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90
상계중학교,서울,www.ekape.or.kr,축산물이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2178300843
상명고등학교,서울,sangmyung.riroschool.kr,방과후운영시스템,https://sangmyung.riroschool.kr/
상명고등학교,서울,read365.edunet.net,디지털도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%83%81%EB%AA%85%EC%A4%91%EA%B3%A0%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100000451
상명고등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
상명대학교사범대학부속여자중학교,서울,read365.edunet.net,전자도서관(우리 학교),https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=상명대학교사범대학부속여자중학교&amp;provCode=B10&amp;neisCode=B100002346
상명초등학교,서울,www.smcho.es.kr,입학/전입 안내,http://www.smcho.es.kr/84314/subMenu.do
상명초등학교,서울,sangmyeong.net,입학 안내 사이트,https://sangmyeong.net/
상신중학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
상신중학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서운중학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2148300067
서울가동초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2158300906
서울가동초등학교,서울,www.edunet.net,정보통신윤리교육,http://www.edunet.net/redu/ethicsvc/ethicForm.do?menu_id=0127
서울가동초등학교,서울,www.edunet4u.net,자녀교육자료,http://www.edunet4u.net/main/html/think/think1.html
서울가동초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울가동초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울가산초등학교,서울,www.edunet.net,에듀넷,http://www.edunet.net/redu/main/mainForm.do
서울가산초등학교,서울,www.kkulbaksa.com,꿀박사,http://www.kkulbaksa.com/
서울가산초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울가산초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울가재울초등학교,서울,www.ekape.or.kr,축산물이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=6078305513
서울갈산초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울갈산초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울갈현초등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울갈현초등학교&amp;provCode=B10&amp;neisCode=B100001968
서울갈현초등학교,서울,www.ekape.or.kr,이력번호 조회하기,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1118300166
서울강덕초등학교,서울,www.ekape.or.kr,축산물 이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2128301323
서울강명초등학교,서울,read365.edunet.net,강명도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울강명초등학교&amp;provCode=B10&amp;neisCode=B100005527
서울강서초등학교,서울,www.ekape.or.kr,축산물 이력조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1178300219
서울강월초등학교,서울,www.ekape.or.kr,학교급식 축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1178300223
서울강일초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울강일초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울개롱초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울개봉초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1138300070
서울개봉초등학교,서울,read365.edunet.net,도서관 자료검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EA%B0%9C%EB%B4%89%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90%20%EB%8F%84%EC%84%9C%EA%B4%80&amp;provCode=B10&amp;neisCode=B1000
서울개봉초등학교,서울,gaebonges.dkyobobook.co.kr,개봉초 전자도서관,https://gaebonges.dkyobobook.co.kr
서울개운초등학교,서울,read365.edunet.net,도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울개운초등학교&amp;provCode=B10&amp;neisCode=B100002292
서울개운초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울개웅초등학교,서울,reading.ssem.or.kr,독서교육종합시스템,http://reading.ssem.or.kr/r/reading/main/main.jsp
서울개웅초등학교,서울,www.kkulbaksa.com,꿀박사,https://www.kkulbaksa.com/standard/main/main.do
서울개웅초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울개웅초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울개포초등학교,서울,read365.edunet.net,학교도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EA%B0%9C%ED%8F%AC%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100000739
서울개포초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울개현초등학교,서울,read365.edunet.net,개현초도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울개현초등학교&provCode=B10&neisCode=7091496
서울개현초등학교,서울,www.ssem.or.kr,서울교육포털,https://www.ssem.or.kr/index.do?sso=ok
서울개현초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울개화초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울개화초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울개화초등학교,서울,www.gaehwa.es.kr,찾아오시는길,http://www.gaehwa.es.kr/16626/subMenu.do?menuNo=16643
서울거원초등학교,서울,www.거원.kr,병설유치원,http://www.거원.kr/home/#
서울경동초등학교,서울,read365.edunet.net,우리학교 도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EA%B2%BD%EB%8F%99%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=B10&amp;neisCode=B100002164
서울경운학교,서울,www.ekape.or.kr,이력번호조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1018302978
서울경운학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울경운학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울경인초등학교,서울,read365.edunet.net,경인도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EA%B2%BD%EC%9D%B8%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90%20&provCode=B10&neisCode=B100001011
서울경인초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울계남초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울계남초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울계상초등학교,서울,www.ssem.or.kr,ssem,http://www.ssem.or.kr
서울계상초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울계상초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울고등학교,서울,seoul.riroschool.kr,리로스쿨,https://seoul.riroschool.kr
서울고등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울고등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울고원초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울고원초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울고척초등학교,서울,www.kkulbaksa.com,꿀박사,http://www.kkulbaksa.com/standard/main/main.do
서울고척초등학교,서울,www.gocheok.kg.kr,,http://www.gocheok.kg.kr/
서울고척초등학교,서울,read365.edunet.net,고척초도서관,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EA%B3%A0%EC%B2%99%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&provCode=B10&neisCode=B100001203
서울고척초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울고현초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=8368300057
서울공연예술고등학교,서울,www.schoolhealth.kr,학생생명존중 교육자료,http://www.schoolhealth.kr/
서울공연초등학교,서울,read365.edunet.net,지혜의샘,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=%EC%84%9C%EC%9A%B8%EA%B3%B5%EC%97%B0%EC%B4%88%EB%93%B1%ED%95%99%EA%B5%90&amp;provCode=B10&amp;neisCode=B100001737
서울공연초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울광남초등학교,서울,reading.ssem.or.kr,교육 활동,http://reading.ssem.or.kr/r/reading/main/main.jsp?menuNo=42499
서울광남초등학교,서울,read365.edunet.net,독서로,https://read365.edunet.net/
서울광장초등학교,서울,www.ekape.or.kr,축산물이력조회,https://www.ekape.or.kr/kapecp/trustservicemng/trustSrvcMng/trustSearchOne.do?trustEntrpsNm=2078300486&amp;sectnCd=001
서울광진학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울광진학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울구남초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회(맘편한 서비스),https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2078301786
서울구남초등학교,서울,reading.ssem.or.kr,도서검색,https://reading.ssem.or.kr/r/newReading/search/schoolSearchOnlyForm.jsp?schoolCode=33830&amp;kind=1
서울구룡초등학교,서울,www.ekape.or.kr,축산물 이력 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=2138300138
서울구룡초등학교,서울,read365.edunet.net,구룡도서검색,https://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울구룡초등학교&amp;provCode=B10&amp;neisCode=B100000741
서울구룡초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울구산초등학교,서울,www.ekape.or.kr,축산물 이력번호 조회,https://www.ekape.or.kr/kapecp/ui/kapecp/trust.jsp?searchKeyword=1118301447
서울구산초등학교,서울,reading.ssem.or.kr,구산도서자료,https://reading.ssem.or.kr/r/reading/search/schoolCodeSetting.jsp?schoolCode=46&amp;returnUrl=
서울구암초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울구암초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울구일초등학교,서울,read365.edunet.net,구일전자도서관,http://read365.edunet.net/PureScreen/SchoolSearch?schoolName=서울구일초등학교&provCode=B10&neisCode=B100001206
서울구일초등학교,서울,www.kkulmat.com,꿀맛닷컴,http://www.kkulmat.com/ngedu/mainPage.action?decorator=main&confirm=true
서울구일초등학교,서울,www.ssem.or.kr,SSEM,http://www.ssem.or.kr/index.do?sso=ok
서울구일초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울군자초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
서울군자초등학교,서울,read365.edunet.net,독서로 [링크] [새 창 열림],https://read365.edunet.net/
서울금동초등학교,서울,webzine.serii.re.kr,계간 『서울교육』(연 4회 발간) 홍보 [새 창 열림],https://webzine.serii.re.kr/
