계약번호,구분,계약명,계약일,금액,수요기관,학교명,학교코드,급별,시도,상세URL
2023100000206,물품,경진고등학교 항공우주품질경영시스템교육 라이선스 구입 소액수의 견적 제출 안내 공고,2023-10-05,49500000,경상남도교육청 경진고등학교,경진고등학교,9010280,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023100003D_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100002378,물품,조일고등학교 항공기계과 CAM소프트웨어 구입,2023-10-04,26004000,대구광역시교육청 조일고등학교,조일고등학교,7240402,고등학교,대구광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202310003E1_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100006643,물품,2~3학년 디지털 선도학교 AI코스웨어 구매,2023-10-04,9116250,경기도교육청 경기도안산교육청 안산대월초등학교,안산대월초등학교,7611132,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20231000DEC_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100036584,물품,2023학년도 2학기 창의교육(코딩) 구매,2023-10-05,21232000,서울특별시남부교육청 동광초등학교,동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20231001BF6_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100039743,물품,코딩교구 구입 계약,2023-10-05,7000000,서울특별시동작교육청 서울봉현초등학교,서울봉현초등학교,7132098,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20231002379_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100068686,물품,"삼도초 AI교실(정보교육실) 노트북,전자칠판 구매 수의견적 안내 공고",2023-10-10,39096620,광주광역시교육청 광주광역시서부교육지원청 삼도초등학교,삼도초등학교,7402211,초등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20231002F13_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100077255,물품,순천공업고 실험실습 기자재(PLC TRAINER 등 2종) 구입,2023-10-11,62550000,전라남도교육청 순천공업고등학교,순천공업고등학교,7140192,고등학교,전남광주통합특별시(전남),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023100373B_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100077772,물품,디지털 선도학교 운영을 위한 수학 AI 코스웨어 사용 계약,2023-10-10,12830400,충청남도논산교육청 논산중학교,논산중학교,8222009,중학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023100385F_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100111897,물품,범서초 2023 탄소중립 중점학교 운영을 위한 AI 재활용 로봇 대여,2023-10-10,2400000,울산광역시강남교육청 범서초등학교,범서초등학교,7501083,초등학교,울산광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20231004058_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023100112215,물품,경민고 AI활용 맞춤형 교육 시범학교 노트북 구매,2023-10-10,1200000,경기도교육청 경민고등학교,경민고등학교,7530141,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202310040E3_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
