계약번호,구분,계약명,계약일,금액,수요기관,학교명,학교코드,급별,시도,상세URL,업체명
R25TE02633363,물품,전주근영여고 교과교실제 교수학습 소프트웨어 구입,2025-04-02,1090000,전북특별자치도교육청 전주근영여자고등학교,전주근영여자고등학교,8321098,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00376282&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 누리미디어
R25TE02633975,물품,풍무고 수업 및 평가활용 chat GPT 이용권 구입,2025-04-02,1990000,경기도교육청 풍무고등학교,풍무고등학교,7530621,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00376841&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 유씨드
R25TE02637982,물품,전주근영여고 교과교실제 교수학습 소프트웨어 구입,2025-04-02,1090000,전북특별자치도교육청 전주근영여자고등학교,전주근영여자고등학교,8321098,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00376282&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 누리미디어
R25TE02669219,물품,2025학년도 여주형 미래교육 AI수업 운영 계획에 따른 업체 활용 재료비 구입,2025-04-04,2880000,경기도교육청 경기도여주교육지원청 세종초등학교,세종초등학교,7661016,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00381774&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 에이블
R25TE02672927,물품,송안초 2025 AI 자율주행차 SW코딩 및 인공지능 데이터 분석 교육 교구 임대 계약,2025-04-04,7600000,경기도교육청 경기도군포의왕교육지원청 송안초등학교,송안초등학교,7642143,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00380986&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,사회적기업맥스톤스포케어 주식회사
R25TE02677751,물품,2025학년도 세종고 정기간행물 구독 계약,2025-04-03,1801900,경기도교육청 세종고등학교,세종고등학교,7531051,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00384202&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE02706085,물품,2025년 응용소프트웨어 구입 ,2025-04-04,9551000,경기도교육청 평촌과학기술고등학교,평촌과학기술고등학교,7531424,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00383885&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 후니테크
R25TE02707074,물품,AI네트워크과 실습 물품 구입(마스터키트),2025-04-04,12690000,경기도교육청 양영디지털고등학교,양영디지털고등학교,7530782,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00382778&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)에어패스
R25TE02707499,물품,2025년 응용소프트웨어 구입 ,2025-04-04,9551000,경기도교육청 평촌과학기술고등학교,평촌과학기술고등학교,7531424,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00383885&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 후니테크
R25TE02707623,물품,송안초 2025 AI 자율주행차 SW코딩 및 인공지능 데이터 분석 교육 교구 임대 계약,2025-04-04,7600000,경기도교육청 경기도군포의왕교육지원청 송안초등학교,송안초등학교,7642143,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00380986&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,사회적기업맥스톤스포케어 주식회사
R25TE02710894,물품,2025학년도 여주형 미래교육 AI수업 운영 계획에 따른 업체 활용 재료비 구입,2025-04-04,2880000,경기도교육청 경기도여주교육지원청 세종초등학교,세종초등학교,7661016,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00381774&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 에이블
R25TE02713505,물품,2025학년도 AIDT활용 물품 구입,2025-04-04,4389000,인천광역시교육청 인천광역시서부교육지원청 인천아라중학교,인천아라중학교,7361321,중학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00276433&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)유일시스템
R25TE02713917,물품,AIDT수업을 위한 태블릿 대여,2025-04-04,3400000,경기도파주교육청 도마산초등학교,도마산초등학교,7681033,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00387346&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 클래스포에듀
R25TE02714451,물품,2025학년도 AIDT활용 물품 구입,2025-04-04,4389000,인천광역시교육청 인천광역시서부교육지원청 인천아라중학교,인천아라중학교,7361321,중학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00276433&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)유일시스템
R25TE02716182,물품,AI네트워크과 실습 물품 구입(마스터키트),2025-04-04,12690000,경기도교육청 양영디지털고등학교,양영디지털고등학교,7530782,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00382778&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)에어패스
R25TE02746739,물품,AI네트워크과 실습 물품 구입(마스터키트),2025-04-04,12690000,경기도교육청 양영디지털고등학교,양영디지털고등학교,7530782,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00382778&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)에어패스
R25TE02751596,물품,2025학년도 세종고 정기간행물 구독 계약,2025-04-03,1801900,경기도교육청 세종고등학교,세종고등학교,7531051,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00384202&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE02754592,물품,2025년  1학기 도서구입 및 정기간행물 구독,2025-04-10,8803500,경기도부천교육청 고리울초등학교,고리울초등학교,7581042,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00393634&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,제일문고
R25TE02759682,물품,2025학년도 컴퓨터실습실 넷클래스 라이센스 구입,2025-04-07,2000000,경기도교육청 평촌경영고등학교,평촌경영고등학교,7531049,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00392386&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)나래소프트
R25TE02798781,물품,2025학년도 컴퓨터실습실 넷클래스 라이센스 구입,2025-04-07,2000000,경기도교육청 평촌경영고등학교,평촌경영고등학교,7531049,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00392386&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)나래소프트
R25TE02807134,물품,2025학년도 무원고등학교 정기간행물 구독,2025-04-08,1883900,경기도교육청 무원고등학교,무원고등학교,7530064,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00400220&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE02809793,물품,2025학년도 무원고등학교 정기간행물 구독,2025-04-08,1883900,경기도교육청 무원고등학교,무원고등학교,7530064,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00400220&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE02851044,물품,2025학년도 도서관 정기간행물 구독,2025-04-09,1291600,경기도교육청 수성고등학교,수성고등학교,7530091,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00398218&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE02858063,물품,2025학년도 도서관 정기간행물 구독,2025-04-09,1291600,경기도교육청 수성고등학교,수성고등학교,7530091,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00398218&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE02909778,물품,2025년  1학기 도서구입 및 정기간행물 구독,2025-04-10,7545060,경기도부천교육청 고리울초등학교,고리울초등학교,7581042,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00393634&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,제일문고
R25TE02911009,물품,2025년  1학기 도서구입 및 정기간행물 구독,2025-04-10,7545060,경기도부천교육청 고리울초등학교,고리울초등학교,7581042,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00393634&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,제일문고
R25TE02949591,물품,2025년  1학기 도서구입 및 정기간행물 구독,2025-04-10,7545060,경기도부천교육청 고리울초등학교,고리울초등학교,7581042,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00393634&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,제일문고
R25TE02956119,물품,2025년 수원금곡초등학교 도서관 정기간행물 구독 계약,2025-04-11,1024300,경기도수원교육청 수원금곡초등학교,수원금곡초등학교,7541088,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00411726&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE02958359,물품,AI스튜디오 교육활동용 AI로봇비전 구입 계약,2025-04-11,7500000,경기도교육청 마송고등학교,마송고등학교,7530930,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00414181&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,GL컴퍼니
R25TE02963577,물품,2025년 감일고 디비피아 구독,2025-04-11,1090000,경기도교육청 감일고등학교,감일고등학교,7531390,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00416636&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 누리미디어
R25TE02963991,물품,2025년 수원금곡초등학교 도서관 정기간행물 구독 계약,2025-04-11,1024300,경기도수원교육청 수원금곡초등학교,수원금곡초등학교,7541088,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00411726&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE02964012,물품,늘봄학교 선택형 교육프로그램(코딩) 교구 구입,2025-04-11,6320000,경기도용인교육청 수지초등학교,수지초등학교,7751096,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00414787&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,포스쿨
R25TE02964081,물품,2025학년도  광주소프트웨어마이스터고등학교 졸업앨범 제작 및 구매 계약,2025-04-11,4680000,광주광역시교육청 광주소프트웨어마이스터고등학교,광주소프트웨어마이스터고등학교,7140392,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00408455&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,마음스튜디오
R25TE02964465,물품,2025년 감일고 디비피아 구독,2025-04-11,1090000,경기도교육청 감일고등학교,감일고등학교,7531390,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00416636&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 누리미디어
R25TE03007707,물품,AI스튜디오 교육활동용 AI로봇비전 구입 계약,2025-04-11,7500000,경기도교육청 마송고등학교,마송고등학교,7530930,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00414181&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,GL컴퍼니
R25TE03009201,물품,늘봄학교 선택형 교육프로그램(코딩) 교구 구입,2025-04-11,6320000,경기도용인교육청 수지초등학교,수지초등학교,7751096,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00414787&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,포스쿨
R25TE03051654,물품,2025. DBPia AI 라이선스 구입,2025-04-15,2178000,충청북도교육청 동성고등학교,동성고등학교,8000530,고등학교,충청북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00422289&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 누리미디어
R25TE03055920,물품,2025. DBPia AI 라이선스 구입,2025-04-15,2178000,충청북도교육청 동성고등학교,동성고등학교,8000530,고등학교,충청북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00422289&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 누리미디어
R25TE03059862,물품,[교래]2025년 AI활용 스마트학습(아이스크림홈런) 온라인 수강 계약,2025-04-15,8532000,제주특별자치도교육청 제주시교육지원청 조천초등학교,조천초등학교,9296083,초등학교,제주특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00427067&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)아이스크림에듀
R25TE03061116,물품,망포중학교 컴퓨터실(AI융합실)  기자재 구매 계약,2025-04-16,8215000,경기도수원교육청 망포중학교,망포중학교,7541048,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00425846&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,은성솔루션
R25TE03087570,물품,2025학년도  광주소프트웨어마이스터고등학교 졸업앨범 제작 및 구매 계약,2025-04-11,4680000,광주광역시교육청 광주소프트웨어마이스터고등학교,광주소프트웨어마이스터고등학교,7140392,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00408455&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,마음스튜디오
R25TE03088775,물품,망포중학교 컴퓨터실(AI융합실)  기자재 구매 계약,2025-04-16,8215000,경기도수원교육청 망포중학교,망포중학교,7541048,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00425846&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,은성솔루션
R25TE03092110,물품,2025학년도 여강고등학교 소인수강좌(로봇소프트웨어) 물품 구입 계약,2025-04-16,2220000,경기도교육청 여강고등학교,여강고등학교,7530586,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00422161&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,하우로봇과학학원 하우로봇(How Robot)
R25TE03093187,물품,2025 상주중학교 수학교육공모사업 AI코스웨어 플랫폼 이용권 구매,2025-04-16,6250000,경상북도교육청 경상북도상주교육지원청 상주중학교,상주중학교,8831087,중학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00431814&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,마타에듀 주식회사
R25TE03097830,물품,2025 상주중학교 수학교육공모사업 AI코스웨어 플랫폼 이용권 구매,2025-04-16,6250000,경상북도교육청 경상북도상주교육지원청 상주중학교,상주중학교,8831087,중학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00431814&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,마타에듀 주식회사
R25TE03098522,물품,AI·디지털 클러스터 거점학교 환경구축 물품(프로젝터) 구입,2025-04-16,5000000,인천광역시강화교육청 갑룡초등학교,갑룡초등학교,7351006,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00431241&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 쉐어박스
R25TE03123627,물품,2025학년도 방과후학교 운영관리 플랫폼 코디마스터 구입,2025-04-16,1500000,경기도교육청 경기도안산교육지원청 안산중앙초등학교,안산중앙초등학교,7611065,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00422144&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,로데브(주)
R25TE03127719,물품,[교래]2025년 AI활용 스마트학습(아이스크림홈런) 온라인 수강 계약,2025-04-15,8532000,제주특별자치도교육청 제주시교육지원청 조천초등학교,조천초등학교,9296083,초등학교,제주특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00427067&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,(주)아이스크림에듀
R25TE03127923,물품,2025학년도 방과후학교 운영관리 플랫폼 코디마스터 구입,2025-04-16,1500000,경기도교육청 경기도안산교육지원청 안산중앙초등학교,안산중앙초등학교,7611065,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00422144&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,로데브(주)
R25TE03129297,물품,신남초 2025학년도 1분기 방과후학교(코딩 외 2건) 교구 구입 계약,2025-04-18,4145000,경기도교육청 경기도화성오산교육지원청 신남초등학교,신남초등학교,7679492,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00437208&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,포스쿨
R25TE03129899,물품,2025학년도 도서관 정기 간행물 구독 계약,2025-04-18,1400400,경기도교육청 경기도수원교육지원청 광교호수중학교,광교호수중학교,7541405,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00437905&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
R25TE03162814,물품,광주중앙고 국내학술정보포털(DBpia) 구독권 구입,2025-04-18,1240000,경기도교육청 광주중앙고등학교,광주중앙고등학교,7530786,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00431434&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 누리미디어
R25TE03162909,물품,신남초 2025학년도 1분기 방과후학교(코딩 외 2건) 교구 구입 계약,2025-04-18,4145000,경기도교육청 경기도화성오산교육지원청 신남초등학교,신남초등학교,7679492,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00437208&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,포스쿨
R25TE03162912,물품,1과학관 실습실 컴퓨터 통합복구프로그램 소프트웨어 구매 계약,2025-04-18,3575000,경기도교육청 수원농생명과학고등학교,수원농생명과학고등학교,7530265,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00432448&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 시원아이티
R25TE03163844,물품,2025학년도 도서관 연간구독 정기간행물 구입 계약,2025-04-18,1022800,경기도교육청 경기도용인교육지원청 서천중학교,서천중학교,7751332,중학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00436900&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,주식회사 나이스북
