계약번호,구분,계약명,계약일,금액,수요기관,학교명,학교코드,급별,시도,상세URL
2023010023012,물품,금성고등학교 AI(인공지능) 교실 물품 구매,2023-01-02,84700000,전라남도교육청 금성고등학교,금성고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023010056F_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010039913,물품,2022학년 청림초 방과후학교 4분기 교재구매계약(코딩),2023-01-03,3546000,경기도교육청 경기도화성오산교육지원청 청림초등학교,청림초등학교,7679420,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230100EC6_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010043758,물품,광주자동화설비공업고등학교 실험실습 기자재(Smart Electromechanical Training System 외 1종) 구입,2023-01-09,176100000,광주광역시교육청 광주자동화설비공업고등학교,광주자동화설비공업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=242330009_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010043863,물품,광주소프트웨어마이스터고 실험실습기자재(AI물체인식 체험시스템 외 3종) 구입,2023-01-06,168740000,광주광역시교육청 광주소프트웨어마이스터고등학교,광주소프트웨어마이스터고등학교,7140392,고등학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=242330010_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010064862,물품,인공지능 스마트 로보트 구입,2023-01-04,31980000,경상북도성주교육청 벽진초등학교,벽진초등학교,8931026,초등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230101D2D_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010065195,물품,어도비소프트웨어 구매 계약,2023-01-04,7568000,경기도교육청 성남금융고등학교,성남금융고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230101D5B_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010067744,물품,오마초 AI창의융합실 의자 구입건,2023-01-04,2176000,경기도교육청 경기도고양교육지원청 오마초등학교,오마초등학교,7621080,초등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230101F09_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010071916,물품,성호고 에듀테크 방송실 및 스튜디어 전자장비 구입,2023-01-09,9472100,경기도교육청 성호고등학교,성호고등학교,7530086,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023010231A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010072640,물품,동두천중앙고등학교 AI면접실용 방음부스 및 옵션품목 구매계약,2023-01-05,11680000,경기도교육청 동두천중앙고등학교,동두천중앙고등학교,7530544,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230102532_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010072641,물품,2022학년도 특성화실 구축사업 AI미래교육센터 기자개 구입- 컴퓨터 책상외(가구),2023-01-06,13187000,경기도교육청 경민IT고등학교,경민IT고등학교,7530995,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230102533_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010073319,물품,합덕초등학교 AI교육 교구 납품계약,2023-01-05,36486290,충청남도당진교육청 합덕초등학교,합덕초등학교,8291048,초등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202301026D6_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010073329,물품,특성화실 구축사업 AI미래교육센터 기자재 구입- 멀티로봇 실습장비 외 2종,2023-01-05,33450000,경기도교육청 경민IT고등학교,경민IT고등학교,7530995,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202301026F0_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010096286,물품,광운인공지능고 자동제어시스템운영실 구축 스마트팜 설치,2023-01-05,82258000,서울특별시교육청 광운인공지능고등학교,광운인공지능고등학교,7011505,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230103090_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010098746,물품,2022학년도 인공지능교육 선도학교 실습기자재(로보마스터 등) 구입,2023-01-09,27000000,세종특별자치시교육청 한솔고등학교,한솔고등학교,9300058,고등학교,세종특별자치시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230103277_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010103225,물품,2022 천일중학교 신나는 AI교실 환경 구축 물품 구입,2023-01-05,7128000,서울특별시강동교육청 천일중학교,천일중학교,7130204,중학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2023010388A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010103372,물품,광운인공지능고 인컴과 실험실습 기자재 기구장 및 작업대 구입,2023-01-06,5000000,서울특별시교육청 광운인공지능고등학교,광운인공지능고등학교,7011505,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=202301038DC_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010103842,물품,계림고등학교 인공지능 스마트 로봇 구입 소액수의 견적 제출 안내,2023-01-05,19800000,경상북도교육청 계림고등학교,계림고등학교,8750083,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230103A0A_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010116445,물품,"AI교육활성화 및 스마트기기 지원 사업 물품 구입(태블릿pc,노트북,충전보관함)",2023-01-09,97474000,충청남도서천교육청 서천중학교,서천중학교,8241007,중학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230103B0C_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010117745,물품,2023년 나침반 36.5도 매거진 연간구독  계약,2023-01-10,3306000,경기도교육청 은혜고등학교,은혜고등학교,7530664,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230103C13_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
2023010120104,물품,AI(인공지능)교실 구축을 위한 물품 구입,2023-01-09,35847630,전라남도교육청 고흥도화고등학교,고흥도화고등학교,7140198,고등학교,전남광주통합특별시(전남),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20230103D98_1&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
