회계연도,기관명,계약명,계약일,계약금액,계약방법,키워드
2021,대성여자중학교,내부창호 보수공사 감리용역비 지출,2022-01-07,2989000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,본관동 주변 차도 포장공사 감리용역비 지출,2022-01-07,1356000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,본관동 주변 차도 포장공사비 지출,2022-01-06,50698000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,화장실 개선공사 관급자재 구입비 지출(내벽 패널),2022-01-06,43700000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,화장실 개선공사 관급자재 구입비 지출(화장실 칸막이),2022-01-06,18070000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,본관동 주변 차도 포장공사 폐기물처리 용역비 지출,2022-01-06,13491000,1인수의,DroneBlocks Enterprise Membership
2021,광주동신여자고등학교,2021학년도 고교학점제 학교 공간조성 재 구성 사업 프로젝트 활동실 학생 책상 구입,2022-01-06,6230000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,화장실 개선공사 관급자재 구입비 지출(천장재),2022-01-06,5918700,1인수의,DroneBlocks Enterprise Membership
2021,광주동신여자고등학교,2021학년도 고교학점제 학교 공간조성 재 구성 사업 비품 프로젝트 활동실 학생 의자구입,2022-01-06,5855500,1인수의,DroneBlocks Enterprise Membership
2021,광주동신여자고등학교,2021학년도 고교학점제 학교 공간조성 재 구성 사업 비품 홈베이스 학생 의자 구입,2022-01-06,2995200,1인수의,DroneBlocks Enterprise Membership
2021,전남고등학교,학교예술공간 미술실 환경개선사업비 비품( 책상 외 7종) 조달 구입,2021-12-20,8964200,1인수의,DroneBlocks Enterprise Membership
2021,광주제일고등학교,(조달)2021년 학교예술공간(음악실) 환경개선사업 비품구입(비디오프로젝터),2021-12-20,2530000,1인수의,DroneBlocks Enterprise Membership
2021,금호중앙여자고등학교,특별교실 증축 건축공사 설계용역비(원인),2021-12-17,60167030,2인이상수의,DroneBlocks Enterprise Membership
2021,금호중앙여자고등학교,냉난방시설개선 전기공사 시행(원인),2021-12-16,41799380,2인이상수의,DroneBlocks Enterprise Membership
2021,금호중앙여자고등학교,냉난방시설개선 기계설비공사 시행(원인),2021-12-16,26320220,2인이상수의,DroneBlocks Enterprise Membership
2021,광주중학교,각 교실 및 특별실 냉난방기 표준살균세척비 지출,2021-12-09,2500000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성고등학교,"학교예술공간(음악실, 미술실) 환경개선사업 리모델링공사 설계용역비 지출",2021-12-07,2580000,1인수의,DroneBlocks Enterprise Membership
2021,대성여자고등학교,별관동 급수 배관 교체 공사 감리용역비 지출,2021-12-03,1606000,1인수의,DroneBlocks Enterprise Membership
2021,광주자동화설비공업고등학교,전자태그 발행 및 부착 용역(RFID물품관리시스템),2021-11-26,4477000,1인수의,DroneBlocks Enterprise Membership
2021,광주전자공업고등학교,[G2B 입찰] [(지)환경분야특성화고실무인력양성지원사업] 에너지환경과 수질환경산업기사 과,2021-11-23,92659380,2인이상수의,DroneBlocks Enterprise Membership
2021,상무고등학교,고교학점제 학교 공간 조성 기자재 구입(전자),2021-11-22,12300000,1인수의,DroneBlocks Enterprise Membership
2021,송원여자고등학교,송원여자고등학교 본관동 내진보강 구조진단 및 내진보강공사 구조설계용역비 지급,2021-11-16,22434520,1인수의,DroneBlocks Enterprise Membership
2021,송원여자고등학교,송원여자고등학교 본관동 내진보강 구조진단 및 내진보강공사 건축설계 용역비 지급,2021-11-16,13570160,1인수의,DroneBlocks Enterprise Membership
2021,숭덕고등학교,고교학점제 공간조성 사업 관련 퍼실리테이터 용역 계약 및 실시,2021-11-05,5940000,1인수의,DroneBlocks Enterprise Membership
2021,대성여자중학교,석면텍스 및 조명교체 설계용역비 지출,2021-11-04,2871000,1인수의,DroneBlocks Enterprise Membership
2021,대성여자중학교,본관동 내부창호 보수공사 설계용역비 지출,2021-10-21,8573000,1인수의,DroneBlocks Enterprise Membership
2021,서광초등학교,복도 환경판 구성 현황 교체 경비 지급,2022-02-16,4573000,1인수의,DroneBlocks Enterprise Membership
2021,광주여자상업고등학교,"음악, 미술실 물품 구입( 음향기기 및 용역비)- 나라장터 구입-",2022-02-16,3405000,1인수의,DroneBlocks Enterprise Membership
2021,광주선우학교,노후정보화기기(데스크톱컴퓨터) 교체,2022-02-16,1646000,1인수의,DroneBlocks Enterprise Membership
2021,마지초등학교,상담실 의자 구입(G2B),2022-02-15,1233900,1인수의,DroneBlocks Enterprise Membership
2021,광주방림초등학교,"2022학년도 2학년, 5학년 교실 학생용 책걸상 구입",2022-02-14,10373000,1인수의,DroneBlocks Enterprise Membership
2021,성덕고등학교,"학교 다동 4층 3학년 상담실 및 교무실 운영 물품 구입(상담용탁자, 의자 등)",2022-02-14,3677000,1인수의,DroneBlocks Enterprise Membership
2021,광주소프트웨어마이스터고등학교,2021 직업계고 고교학점제 공간 구성을 위한 비품(회의용 탁자) 구입,2022-02-14,2666000,1인수의,DroneBlocks Enterprise Membership
2021,신암초등학교,(g2b)차양 구입 설치 공사비,2022-02-10,4252000,1인수의,DroneBlocks Enterprise Membership
2021,전남여자고등학교,[G2B] 고교학점제 학교 공간 구성 사업 기자재(무선마이크) 구입,2022-02-15,28980000,1인수의,DroneBlocks Enterprise Membership
2021,살레시오여자중학교,특성화중학교공간재구성비품(미술실칠판),2022-02-17,1300000,1인수의,DroneBlocks Enterprise Membership
2021,금파공업고등학교,금파공고 본관동 복도 내부환경개선공사 설계용역비 지급,2022-02-16,2831400,1인수의,DroneBlocks Enterprise Membership
2021,살레시오여자중학교,특성화중학교공간구성비품(진로활동실칠판),2022-02-16,1300000,1인수의,DroneBlocks Enterprise Membership
2021,숭덕고등학교,고교학점제 공간조성 기자재 구입 - 전자칠판용 칠판,2022-02-16,1300000,1인수의,DroneBlocks Enterprise Membership
2021,장덕고등학교,강당 바닥 샌딩 공사 실시,2022-02-14,9000000,1인수의,DroneBlocks Enterprise Membership
2021,광주동신여자고등학교,관리실 노후 비품 책상 구입,2022-02-14,1850000,1인수의,DroneBlocks Enterprise Membership
2021,금파공업고등학교,2021학년도 학점제 보통교과교실 환경 개선 물품 구입(전자교탁),2022-02-10,32550000,1인수의,DroneBlocks Enterprise Membership
2021,금호초등학교,"학교예술공간(음악실, 미술실) 환경개선 전기공사",2022-02-10,5400000,1인수의,DroneBlocks Enterprise Membership
2021,광주서석중학교,미술실 환경개선 비품 구입,2022-02-09,7701000,1인수의,DroneBlocks Enterprise Membership
2021,장덕고등학교,진로학습플래너 제작구입,2022-02-09,1259600,1인수의,DroneBlocks Enterprise Membership
2021,전남여자상업고등학교,직업계고 학점제 공간 조성 냉난방기 구입 및 설치 공사,2022-02-10,15437930,1인수의,DroneBlocks Enterprise Membership
2021,광주남초등학교,돌봄3실 구축을 위한 비품 구입(비품선정위원회-사물함),2022-02-10,1584000,1인수의,DroneBlocks Enterprise Membership
2021,전남공업고등학교,(G2B) 2021학년도 직업계고 학점제 실습실 구축 및 전문교과 실습실 유해환경개선 공사,2022-02-09,9240000,1인수의,DroneBlocks Enterprise Membership
2021,금호초등학교,복도환경게시판(타공칠판) 구입 설치,2022-02-09,2253000,1인수의,DroneBlocks Enterprise Membership
2021,송원여자고등학교,운동장 포장 및 배수로 공사 감리용역비 지급,2022-02-09,1420000,1인수의,DroneBlocks Enterprise Membership
2021,송원여자고등학교,운동장 포장 및 배수로 공사,2022-02-08,54809000,1인수의,DroneBlocks Enterprise Membership
2021,광주선우학교,[G2B] 진로활동실 및 실과실 환경개선 공사 실시,2022-01-28,42138180,2인이상수의,DroneBlocks Enterprise Membership
2021,광주동신중학교,도서관 리모델링공사에 따른 도서 및 서가 운반 용역,2022-01-28,3000000,1인수의,DroneBlocks Enterprise Membership
2021,전남여자상업고등학교,실 개조(교무실 리모델링)공사 감리 용역,2022-01-28,1261000,1인수의,DroneBlocks Enterprise Membership
2021,운남중학교,[G2B3자단가]학급 증설에 따른 비품 구입(학생사물함),2022-01-28,1242000,1인수의,DroneBlocks Enterprise Membership
2021,운남고등학교,교실 수업 환경 개선 기자재 물품(칠판) 구입,2022-02-03,3900000,1인수의,DroneBlocks Enterprise Membership
2021,운남고등학교,[G2B](공간 재구조화 사업 및 고교학점제 학교 공간 조성) 비품(칠판) 조달 구입,2022-01-25,40300000,1인수의,DroneBlocks Enterprise Membership
2021,장덕고등학교,내부도장 및 기타시설공사(학급증설) 전기공사,2022-01-24,12688120,1인수의,DroneBlocks Enterprise Membership
2021,광주대성초등학교,육성종목 야구부 유니품 및 훈련 용품 구입,2022-01-07,4080000,1인수의,DroneBlocks Enterprise Membership
2021,금호초등학교,(2차)학교문화예술공간(음악실) 물품(허큘리스 외 6종) 구입,2021-12-30,2686030,1인수의,DroneBlocks Enterprise Membership
2021,각화초등학교,[G2B]각화초 교실 공간혁신 시설(건축)공사 실시,2022-01-25,23758000,1인수의,DroneBlocks Enterprise Membership
2021,각화초등학교,[G2B]각화초 교실 공간혁신 시설(전기)공사 실시,2022-01-25,6222250,1인수의,DroneBlocks Enterprise Membership
2021,광주경신중학교,광주경신중학교 운동장 정비공사 계약,2022-02-08,17225000,2인이상수의,DroneBlocks Enterprise Membership
2021,숭덕고등학교,샌드위치패널 해소공사 감리용역 실시,2022-02-10,1588000,1인수의,DroneBlocks Enterprise Membership
2021,광주학강초등학교,천정형 에어컨 및 벽걸이 에어컨 종합세척 실시,2022-01-25,7150000,1인수의,DroneBlocks Enterprise Membership
2021,송원고등학교,고교학점제 학교공간조성 사업 관급자재(창호) 조달 구입,2022-02-07,48622280,1인수의,DroneBlocks Enterprise Membership
2021,광주경신여자고등학교,이동식 학생 탈의실 구입 설치 계약,2022-02-07,12000000,1인수의,DroneBlocks Enterprise Membership
2021,살레시오여자중학교,미술실 환경개선사업 공사 비품비 지출에 관한 건,2022-02-04,4555000,1인수의,DroneBlocks Enterprise Membership
2021,숭덕고등학교,조리종사원 휴게실 환경개선 비품구입 - 컴퓨터 외 3종,2022-01-26,3095000,1인수의,DroneBlocks Enterprise Membership
2021,광주경신여자고등학교,2021 고교학점제 학교 공간 조성 사업 4차 비품 구입비 지출,2022-01-24,8280000,1인수의,DroneBlocks Enterprise Membership
2021,숭덕고등학교,"음악실, 미술실, 조리종사원휴게실 리모델링 감리용역 계약 및 실시",2022-01-24,1276000,1인수의,DroneBlocks Enterprise Membership
2021,광주동성중학교,본관동 음악실 교육환경개선 공사비 지출,2022-01-14,26618870,1인수의,DroneBlocks Enterprise Membership
2021,광주동신여자고등학교,고교학점제 공간조성 소방설비 공사 시행,2022-01-18,4200000,1인수의,DroneBlocks Enterprise Membership
2021,광주동신고등학교,고교학점제 학교공간 조성 건축 공사 감리 계약,2022-01-13,8199900,1인수의,DroneBlocks Enterprise Membership
2021,광주동신고등학교,고교학점제 학교공간 조성 전기 공사 감리 계약,2022-01-13,6000000,1인수의,DroneBlocks Enterprise Membership
2021,살레시오여자중학교,음악실 환경개선사업 리모델링 공사 설계 용역,2022-01-13,1200000,1인수의,DroneBlocks Enterprise Membership
2021,살레시오여자중학교,미술실 환경개선사업 리모델링 공사 설계 용역,2022-01-13,1200000,1인수의,DroneBlocks Enterprise Membership
2021,전남공업고등학교,(G2B)2021학년도 직업계고 학점제 관련 전기과 비품 구입(컴퓨터책상),2022-01-18,3710000,1인수의,DroneBlocks Enterprise Membership
2021,전남공업고등학교,(G2B)2021학년도 직업계고 학점제관련 건축과 실험실습 칠판보조장 구입(비품선정위원회,2022-01-13,4500000,1인수의,DroneBlocks Enterprise Membership
2021,전남공업고등학교,(G2B)2021학년도 직업계고 학점제관련 건축과 실험실습 TV 구입(비품선정위원회 건),2022-01-13,1470000,1인수의,DroneBlocks Enterprise Membership
2021,전남공업고등학교,2021학년도 직업계고 학점제 운영을 위한 전기과 실험 실습 기자재(생산자동화실습장치)비,2022-01-12,57626800,2인이상수의,DroneBlocks Enterprise Membership
2021,송원고등학교,체육관 냉난방기 교체(조달),2022-01-12,45826400,1인수의,DroneBlocks Enterprise Membership
2021,전남공업고등학교,(전기) 2021년도 전남공고 화장실보수 및 기타시설 전기공사 실시,2022-01-10,41224470,1인수의,DroneBlocks Enterprise Membership
2021,금파공업고등학교,금파공업고등학교 배수로 공사,2022-01-06,105779600,2인이상수의,DroneBlocks Enterprise Membership
2021,광주소프트웨어마이스터고등학교,기숙사 개보수 전기 공사,2022-01-21,81580400,1인수의,DroneBlocks Enterprise Membership
