계약번호,구분,계약명,계약일,금액,수요기관,학교명,학교코드,급별,시도,상세URL
R25TE00260827,물품,2024학년도  AI융합전자과  실습실 기자재(알파미니) 구입,2025-01-14,11000000,경기도교육청 수원정보과학고등학교,수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00018552&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00260831,물품,2024학년도  AI융합전자과  실습실 기자재(알티노)  구입,2025-01-14,9642000,경기도교육청 수원정보과학고등학교,수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00023567&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00272315,물품,2024학년도  AI융합전자과  실습실 기자재(Go2 Pro)  구입,2025-01-14,8690000,경기도교육청 수원정보과학고등학교,수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00018273&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00272431,물품,2024학년도  AI융합전자과  실습실 기자재(알파미니) 구입,2025-01-14,11000000,경기도교육청 수원정보과학고등학교,수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00018552&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00276166,물품,광주송원중학교 AI팩토리(미래교실) 구축 ALC 시스템 구매,2025-01-15,39688000,광주광역시서부교육청 광주송원중학교,광주송원중학교,7402309,중학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00027054&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00294411,물품,광주송원중학교 AI팩토리(미래교실) 구축 ALC 시스템 구매,2025-01-15,39688000,광주광역시서부교육청 광주송원중학교,광주송원중학교,7402309,중학교,전남광주통합특별시(광주),https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00027054&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00295101,물품,경기과학고 SW-AI 교육지원사업 공간 조성 가구 구입,,5973000,경기도교육청 경기과학고등학교,경기과학고등학교,7530045,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00018744&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00297042,물품,2024학년도 창의교육(코딩) 교구재 계약,2024-12-11,50809000,서울특별시남부교육청 동광초등학교,동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20242204C08_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00298897,물품,경기과학고 SW-AI 교육지원사업 공간 조성 가구 구입,2025-01-15,5973000,경기도교육청 경기과학고등학교,경기과학고등학교,7530045,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00033459&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00299114,물품,2024학년도 창의교육(코딩) 교구재 계약,2024-12-11,50809000,서울특별시남부교육청 동광초등학교,동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20242204C08_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00299435,물품,2024학년도 창의교육(코딩) 교구재 계약,2024-12-11,50809000,서울특별시남부교육청 동광초등학교,동광초등학교,7041099,초등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20242204C08_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00318362,물품,경기과학고 SW-AI 교육지원사업 공간 조성 가구 구입,2025-01-15,5973000,경기도교육청 경기과학고등학교,경기과학고등학교,7530045,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00033459&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00322262,물품,2024학년도  AI융합전자과  실습실 기자재(알티노)  구입,2025-01-14,9642000,경기도교육청 수원정보과학고등학교,수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00023567&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00326182,물품,AI세무회계과 신입생 홍보 물품(달력) 제작 ,2025-01-16,2581720,경기도교육청 경일관광경영고등학교,경일관광경영고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00036677&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00400012,물품,신진과학기술고등학교 인공지능자동화과 도제학교 기자재(생산자동화실습장치) 구매 ,2025-01-21,13420570,서울특별시교육청 신진과학기술고등학교,신진과학기술고등학교,7011316,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00052088&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00400374,물품,신진과학기술고등학교 인공지능자동화과 도제학교 기자재(생산자동화실습장치) 구매 ,2025-01-21,13420570,서울특별시교육청 신진과학기술고등학교,신진과학기술고등학교,7011316,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00052088&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00404354,물품,AI 융합교실 기자재 구매,2025-01-24,15950000,서울특별시교육청 동일여자고등학교,동일여자고등학교,7010156,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00053045&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00405706,물품,2024학년도 산학일체형 도제학교 인공지능자동차과 실습 기자재 구입,2025-01-09,41560000,경기도교육청 부천공업고등학교,부천공업고등학교,7530254,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00004057&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00409586,물품,2024학년도 산학일체형 도제학교 인공지능자동차과 실습 기자재 구입,2025-01-09,41560000,경기도교육청 부천공업고등학교,부천공업고등학교,7530254,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00004057&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00451453,물품,AI˙디지털 클러스터 거점학교 기자재 구입 및 설치 계약,2025-01-22,143000000,인천광역시강화교육청 갑룡초등학교,갑룡초등학교,7351006,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00055287&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00457315,물품,AI세무회계과 신입생 홍보 물품(달력) 제작 ,2025-01-16,2581720,경기도교육청 경일관광경영고등학교,경일관광경영고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00036677&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00461143,물품,(학과-메타) 학과재구조화 실습실 기자재(AI실습용레고) 구입,2025-01-24,5375000,경기도교육청 매향여자정보고등학교,매향여자정보고등학교,7530497,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00059756&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00466469,물품,AI˙디지털 클러스터 거점학교 기자재 구입 및 설치 계약,2025-01-22,143000000,인천광역시강화교육청 갑룡초등학교,갑룡초등학교,7351006,초등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00055287&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00514551,물품,신진과학기술고등학교 인공지능자동화과 도제학교 기자재(생산자동화실습장치) 구매 ,2025-01-21,13420570,서울특별시교육청 신진과학기술고등학교,신진과학기술고등학교,7011316,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00052088&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00526081,물품,AI 융합교실 기자재 구매,2025-01-24,15950000,서울특별시교육청 동일여자고등학교,동일여자고등학교,7010156,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00053045&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00580679,물품,마이스터고 개교 준비를 위한 Air Cleaning System 구입계약,2025-01-24,19910000,충청남도교육청 예산전자공업고등학교,예산전자공업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00069774&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00596345,물품,마이스터고 개교 준비를 위한 Air Cleaning System 구입계약,2025-01-24,19910000,충청남도교육청 예산전자공업고등학교,예산전자공업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00069774&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00604934,물품,(학과-메타) 학과재구조화 실습실 기자재(AI실습용레고) 구입,2025-01-24,5375000,경기도교육청 매향여자정보고등학교,매향여자정보고등학교,7530497,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00059756&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00679586,물품,디자인실습실 소프트웨어(어도비) 구입 계약,2025-01-31,1320000,경기도교육청 수원농생명과학고등학교,수원농생명과학고등학교,7530265,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00075144&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00680083,물품,디자인실습실 소프트웨어(어도비) 구입 계약,2025-01-31,1320000,경기도교육청 수원농생명과학고등학교,수원농생명과학고등학교,7530265,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00075144&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00680443,물품,"[긴급](신설)양산인공지능고등학교 AI융합팩토리과 실습기자재(수직형머시닝센터, 공기압축기) 구입",2025-01-31,164600000,경상남도교육청 창원기계공업고등학교,창원기계공업고등학교,9010151,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00066476&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00701829,물품,2025학년도 대원외국어고등학교 교육신문 구독,2025-02-03,3300000,대원외국어고등학교,대원외국어고등학교,7010143,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00080494&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00703559,물품,2025학년도 대원외국어고등학교 교육신문 구독,2025-02-03,3300000,대원외국어고등학교,대원외국어고등학교,7010143,고등학교,서울특별시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00080494&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00704097,물품,2024학년도 금암초등학교 에듀테크 활용 체육시설 구축 물품 구입,2025-02-03,22000000,충청남도교육청 충청남도논산교육청 금암초등학교,금암초등학교,8222061,초등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00081497&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00706413,물품,2024학년도 금암초등학교 에듀테크 활용 체육시설 구축 물품 구입,2025-02-03,22000000,충청남도교육청 충청남도논산교육청 금암초등학교,금암초등학교,8222061,초등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00081497&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00709907,물품,대룡중학교 AI정보교실 노트북 구매 계약,2025-02-03,72000000,강원특별자치도교육청 강원특별자치도춘천교육지원청 대룡중학교,대룡중학교,7812098,중학교,강원특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00081136&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00711528,물품,대룡중학교 AI정보교실 노트북 구매 계약,2025-02-03,72000000,강원특별자치도교육청 강원특별자치도춘천교육지원청 대룡중학교,대룡중학교,7812098,중학교,강원특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00081136&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00738078,물품,2024. 반도체 전자과 기자재(3D용 소프트웨어) 구입,2025-02-04,188100000,경상남도교육청 창원기계공업고등학교,창원기계공업고등학교,9010151,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00090778&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00739565,물품,수원정보과학고 IT소프트웨어과 스마트자동화과 전자칠판 구입,2025-02-05,40365000,경기도교육청 수원정보과학고등학교,수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00086486&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00760294,물품,경주공업고 소프트웨어(EPLAN 외 2종) 구입,2025-02-05,318820000,경상북도교육청 경주공업고등학교,경주공업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00094046&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00765916,물품,2024. 반도체 전자과 기자재(3D용 소프트웨어) 구입,2025-02-04,188100000,경상남도교육청 창원기계공업고등학교,창원기계공업고등학교,9010151,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00090778&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00769324,물품,경주공업고 소프트웨어(EPLAN 외 2종) 구입,2025-02-05,318820000,경상북도교육청 경주공업고등학교,경주공업고등학교,,,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00094046&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00785373,물품,군산기계공고 실습실 기자재 구입(CNC 시뮬레이션 소프트웨어 등 7종),2025-02-05,61192980,전북특별자치도교육청 군산기계공업고등학교,군산기계공업고등학교,8321109,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2024120D9D1_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00786372,물품,"[긴급](신설)양산인공지능고등학교 AI융합팩토리과 실습기자재(수직형머시닝센터, 공기압축기) 구입",2025-01-31,164600000,경상남도교육청 창원기계공업고등학교,창원기계공업고등학교,9010151,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00066476&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00791008,물품,군산기계공고 실습실 기자재 구입(CNC 시뮬레이션 소프트웨어 등 7종),2025-02-05,61192980,전북특별자치도교육청 군산기계공업고등학교,군산기계공업고등학교,8321109,고등학교,전북특별자치도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=2024120D9D1_1&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00793562,물품,사동고 인공지능 VR 진로진학 솔루션 구매,2025-02-06,50000000,경상북도교육청 사동고등학교,사동고등학교,8750654,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00102700&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00851317,물품,직업계고재구조화］AI소프트웨어과 실습실 및 실습실 준비실 가구 구입,2025-02-10,8329000,인천광역시교육청 인평자동차고등학교,인평자동차고등학교,7310479,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00113686&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00851703,물품,사동고 인공지능 VR 진로진학 솔루션 구매,2025-02-06,50000000,경상북도교육청 사동고등학교,사동고등학교,8750654,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00102700&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00853270,물품,천안삼거리초등학교 학교공간혁신 감성꿈틀 모션코딩 물품 구입,2025-02-11,17130000,충청남도교육청 충청남도천안교육청 천안삼거리초등학교,천안삼거리초등학교,8151108,초등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00110853&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00859302,물품,사동고 인공지능 VR 진로진학 솔루션 구매,2025-02-06,50000000,경상북도교육청 사동고등학교,사동고등학교,8750654,고등학교,경상북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00102700&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00897127,물품,천안삼거리초등학교 학교공간혁신 감성꿈틀 모션코딩 물품 구입,2025-02-11,17130000,충청남도교육청 충청남도천안교육청 천안삼거리초등학교,천안삼거리초등학교,8151108,초등학교,충청남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00110853&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00933767,물품,수원정보과학고 IT소프트웨어과 스마트자동화과 전자칠판 구입,2025-02-05,40365000,경기도교육청 수원정보과학고등학교,수원정보과학고등학교,7530899,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00086486&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00936627,물품,2024학년도 직업계고 학과 재구조화 기자재(스마트설비 소프트웨어) 구입,2025-02-12,68260500,충청북도교육청 청주공업고등학교,청주공업고등학교,8000280,고등학교,충청북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00122454&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00943269,물품,(신설) 양산인공지능고등학교 도서 구입(마크구축 및 장비작업 포함) 계약,2025-02-14,99552330,경상남도교육청 창원기계공업고등학교,창원기계공업고등학교,9010151,고등학교,경상남도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00126568&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00967083,물품,2024학년도 학과 기자재  구매(아날로그회로설계 소프트웨어) 계약,2025-02-13,86867000,인천광역시교육청 인천반도체고등학교,인천반도체고등학교,7310624,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00137189&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00967262,물품,2024학년도 학과 기자재  구매(아날로그회로설계 소프트웨어) 계약,2025-02-13,86867000,인천광역시교육청 인천반도체고등학교,인천반도체고등학교,7310624,고등학교,인천광역시,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00137189&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00975836,물품,2024학년도 직업계고 학과 재구조화 기자재(스마트설비 소프트웨어) 구입,2025-02-12,68260500,충청북도교육청 청주공업고등학교,청주공업고등학교,8000280,고등학교,충청북도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00122454&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
R25TE00976074,물품,동두천중앙고등학교 그린스마트학교 3D 프린터 소프트웨어 구매,2025-02-19,26400000,경기도교육청 동두천중앙고등학교,동두천중앙고등학교,7530544,고등학교,경기도,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00141010&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y
